"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"arsenic and old lace",1944,"not rated",118,"comedy, crime, thriller",8,NA,"a drama critic learns on his wedding day that his beloved maiden aunts are homicidal maniacs, and that insanity runs in his family.","frank capra","cary grant, priscilla lane, raymond massey, jack carson",57775,NA
"2",2,"double indemnity",1944,"passed",107,"crime, drama, film-noir",8.3,NA,"an insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.","billy wilder","fred macmurray, barbara stanwyck, edward g. robinson, byron barr",109980,NA
"3",3,"gaslight",1944,"passed",114,"crime, drama, film-noir",7.9,NA,"years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. however, he has a secret that he will do anything to protect, even if it means driving his wife insane.","george cukor","charles boyer, ingrid bergman, joseph cotten, may whitty",18660,NA
"4",4,"lifeboat",1944,"approved",97,"drama, war",7.8,NA,"several survivors of a torpedoed ship find themselves in the same boat with one of the men who sunk it.","alfred hitchcock","tallulah bankhead, john hodiak, walter slezak, william bendix",22227,NA
"5",5,"this happy breed",1944,"not rated",115,"comedy, drama",7.3,NA,"noel coward's attempt to show how the ordinary people lived between the wars. just after wwi the gibbons family moves to a nice house in the suburbs. an ordinary sort of life is led by the ...                see full summary »","david lean","robert newton, celia johnson, amy veness, alison leggatt",2286,NA
"6",6,"the curse of the cat people",1944,"approved",70,"drama",6.9,NA,"the young, friendless daughter of oliver and alice reed befriends her father's dead first wife and an aging, reclusive actress.","gunther von fritsch, robert wise","simone simon, kent smith, jane randolph, ann carter",4524,NA
"7",7,"laura",1944,"approved",88,"drama, film-noir, mystery",8.1,NA,"a police detective falls in love with the woman whose murder he is investigating.","otto preminger","gene tierney, dana andrews, clifton webb, vincent price",34933,NA
"8",8,"the uninvited",1944,"not rated",99,"fantasy, horror, mystery",7.4,NA,"a composer and his sister discover that the reason they are able to purchase a beautiful gothic seacoast mansion very cheaply is the house's unsavory past.","lewis allen","ray milland, ruth hussey, donald crisp, cornelia otis skinner",7695,NA
"9",9,"meet me in st. louis",1944,"approved",113,"comedy, drama, family",7.7,NA,"in the year leading up to the 1904 st. louis world's fair, the four smith daughters learn lessons of life and love, even as they prepare for a reluctant move to new york.","vincente minnelli","judy garland, margaret o'brien, mary astor, lucille bremer",16310,NA
"10",10,"to have and have not",1944,"not rated",100,"adventure, comedy, romance",8,NA,"during world war ii, american expatriate harry morgan helps transport a french resistance leader and his beautiful wife to martinique while romancing a sensuous lounge singer.","howard hawks","humphrey bogart, lauren bacall, walter brennan, dolores moran",25465,NA
"11",11,"house of frankenstein",1944,"approved",71,"fantasy, horror, sci-fi",6.3,NA,"an evil scientist and his hunchbacked assistant escape from prison and encounter dracula, the wolf man and frankenstein's monster.","erle c. kenton","boris karloff, lon chaney jr., j. carrol naish, john carradine",4768,NA
"12",12,"since you went away",1944,"approved",177,"drama, romance, war",7.6,NA,"with her husband away to fight in world war ii, a housewife struggles to care for their two daughters - and a pair of lodgers who have moved in - alone.","john cromwell, edward f. cline, tay garnett, david o. selznick","claudette colbert, jennifer jones, joseph cotten, shirley temple",3558,NA
"13",13,"national velvet",1944,"g",123,"drama, family, sport",7.4,NA,"a jaded former jockey helps a young girl prepare a wild but gifted horse for england's grand national sweepstakes.","clarence brown","mickey rooney, elizabeth taylor, donald crisp, anne revere",5398,NA
"14",14,"the doughgirls",1944,NA,102,"comedy",6.4,NA,"arthur and vivian are just married, but when the get to their honeymoon suite in washington d.c., they find it occupied. arthur goes to meet slade, his new boss, and when he comes back, he ...                see full summary »","james v. kern","ann sheridan, alexis smith, jack carson, jane wyman",393,NA
"15",15,"murder, my sweet",1944,"approved",95,"crime, drama, film-noir",7.6,NA,"after being hired to find an ex-con's former girlfriend, philip marlowe is drawn into a deeply complex web of mystery and deceit.","edward dmytryk","dick powell, claire trevor, anne shirley, otto kruger",9662,NA
"16",16,"the three caballeros",1944,"approved",71,"animation, comedy, family",6.5,NA,"donald receives his birthday gifts, which include traditional gifts and information about brazil (hosted by zé carioca) and mexico (by panchito, a mexican charro rooster).","norman ferguson, clyde geronimi, jack kinney, bill roberts, harold young","aurora miranda, carmen molina, dora luz, sterling holloway",9430,NA
"17",17,"cover girl",1944,"not rated",107,"comedy, musical, romance",6.9,NA,"rusty parker wins a contest and becomes a celebrated cover girl; this endangers her romance with dancing mentor danny.","charles vidor","rita hayworth, gene kelly, lee bowman, phil silvers",3724,NA
"18",18,"going my way",1944,"passed",126,"comedy, drama, music",7.2,NA,"father charles o'mailey, a young priest at a financially failing church in a tough neighborhood, gains support and inspires his superior.","leo mccarey","bing crosby, barry fitzgerald, frank mchugh, james brown",8292,NA
"19",19,"the woman in the window",1944,"not rated",107,"crime, drama, film-noir",7.8,NA,"when a conservative middle-aged professor engages in a minor dalliance with a femme fatale, he is plunged into a nightmarish quicksand of blackmail and murder.","fritz lang","edward g. robinson, joan bennett, raymond massey, edmund breon",10418,NA
"20",20,"make your own bed",1944,"approved",82,"comedy",5.6,NA,"walter and vivian live in the country and have a difficult time keeping servants. walter hires an private detective who has been fired for arresting the district attorney. they only way ...                see full summary »","peter godfrey","jack carson, jane wyman, irene manning, alan hale",169,NA
"21",21,"passage to marseille",1944,"approved",109,"drama, adventure, war",6.9,NA,"five patriotic convicts are helped to escape imprisonment in devil's island so they can fight for occupied free french forces against the nazis.","michael curtiz","humphrey bogart, claude rains, michèle morgan, philip dorn",3136,NA
"22",22,"captain america",1944,"approved",244,"action, adventure, sci-fi",6,NA,"superhero captain america battles the evil forces of the archvillain called the scarab, who poisons his enemies and steals a secret device capable of destroying buildings by sound vibrations.","elmer clifton, john english","dick purcell, lorna gray, lionel atwill, charles trowbridge",572,NA
