"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"halloween h20: 20 years later",1998,"r",86,"horror, thriller",5.7,"52","laurie strode, now the dean of a northern california private school with an assumed name, must battle the shape one last time and now the life of her own son hangs in the balance.","steve miner","jamie lee curtis, josh hartnett, adam arkin, michelle williams",53269,NA
"2",2,"practical magic",1998,"pg-13",104,"comedy, drama, fantasy",6.2,"46","two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.","griffin dunne","sandra bullock, nicole kidman, stockard channing, dianne wiest",60703,NA
"3",3,"the big lebowski",1998,"r",117,"comedy, crime",8.2,"69","""the dude"" lebowski, mistaken for a millionaire lebowski, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","joel coen, ethan coen","jeff bridges, john goodman, julianne moore, steve buscemi",596863,NA
"4",4,"saving private ryan",1998,"r",169,"drama, war",8.6,"90","following the normandy landings, a group of u.s. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","steven spielberg","tom hanks, matt damon, tom sizemore, edward burns",986172,NA
"5",5,"american history x",1998,"r",119,"crime, drama",8.5,"62","a former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.","tony kaye","edward norton, edward furlong, beverly d'angelo, jennifer lien",863174,NA
"6",6,"the faculty",1998,"r",104,"horror, sci-fi",6.5,"61","students suspect that their teachers are aliens after bizarre occurrences.","robert rodriguez","jordana brewster, clea duvall, laura harris, josh hartnett",97486,NA
"7",7,"the truman show",1998,"pg",103,"comedy, drama, sci-fi",8.1,"90","an insurance salesman/adjuster discovers his entire life is actually a television show.","peter weir","jim carrey, ed harris, laura linney, noah emmerich",746519,NA
"8",8,"the man in the iron mask",1998,"pg-13",132,"action, adventure",6.5,"48","the cruel king louis xiv of france has a secret twin brother who he keeps imprisoned. can the twin be substituted for the real king?","randall wallace","leonardo dicaprio, jeremy irons, john malkovich, gérard depardieu",135629,NA
"9",9,"mulan",1998,"g",88,"animation, adventure, family",7.6,"71","to save her father from death in the army, a young maiden secretly goes in his place and becomes one of china's greatest heroines in the process.","tony bancroft, barry cook","ming-na wen, eddie murphy, bd wong, miguel ferrer",194933,NA
"10",10,"bride of chucky",1998,"r",89,"comedy, horror",5.4,NA,"chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.","ronny yu","jennifer tilly, brad dourif, katherine heigl, nick stabile",43536,NA
"11",11,"there's something about mary",1998,"r",119,"comedy, romance",7.1,"69","a man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.","bobby farrelly, peter farrelly","ben stiller, cameron diaz, matt dillon, lee evans",260790,NA
"12",12,"lock, stock and two smoking barrels",1998,"r",107,"comedy, crime",8.2,"66","a botched card game in london triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.","guy ritchie","jason flemyng, dexter fletcher, nick moran, jason statham",452822,NA
"13",13,"fear and loathing in las vegas",1998,"r",118,"adventure, comedy, drama",7.7,"41","an oddball journalist and his psychopathic lawyer travel to las vegas for a series of psychedelic escapades.","terry gilliam","johnny depp, benicio del toro, tobey maguire, michael lee gogin",227523,NA
"14",14,"the parent trap",1998,"pg",128,"adventure, comedy, drama",6.5,"64","identical twins annie and hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.","nancy meyers","lindsay lohan, dennis quaid, natasha richardson, elaine hendrix",97211,NA
"15",15,"can't hardly wait",1998,"pg-13",100,"comedy, romance",6.5,"52","multicharacter teenage comedy about high school graduates with different agenda of life on graduation night.","harry elfont, deborah kaplan","jennifer love hewitt, ethan embry, charlie korsmo, lauren ambrose",39777,NA
"16",16,"armageddon",1998,"pg-13",151,"action, adventure, sci-fi",6.6,"42","after discovering that an asteroid the size of texas is going to impact earth in less than a month, n.a.s.a. recruits a misfit team of deep core drillers to save the planet.","michael bay","bruce willis, billy bob thornton, ben affleck, liv tyler",345877,NA
"17",17,"blade",1998,"r",120,"action, horror",7.1,"45","a half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.","stephen norrington","wesley snipes, stephen dorff, kris kristofferson, n'bushe wright",208007,NA
"18",18,"wild things",1998,"r",108,"crime, drama, mystery",6.5,"52","a police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.","john mcnaughton","kevin bacon, matt dillon, neve campbell, theresa russell",95704,NA
