"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"thor",2011,"pg-13",115,"action, adventure, fantasy",7,"57","the powerful, but arrogant god thor, is cast out of asgard to live amongst humans in midgard (earth), where he soon becomes one of their finest defenders.","kenneth branagh","chris hemsworth, anthony hopkins, natalie portman, tom hiddleston",591171,NA
"2",2,"harry potter and the deathly hallows: part 2",2011,"pg-13",130,"adventure, drama, fantasy",8.1,"87","harry, ron, and hermione search for voldemort's remaining horcruxes in their effort to destroy the dark lord as the final battle rages on at hogwarts.","david yates","daniel radcliffe, emma watson, rupert grint, michael gambon",613540,NA
"3",3,"drive",2011,"r",100,"crime, drama",7.8,"78","a mysterious hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.","nicolas winding refn","ryan gosling, carey mulligan, bryan cranston, albert brooks",477009,NA
"4",4,"the help",2011,"pg-13",146,"drama",8.1,"62","an aspiring author during the civil rights movement of the 1960s decides to write a book detailing the african american maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","tate taylor","emma stone, viola davis, octavia spencer, bryce dallas howard",353374,NA
"5",5,"green lantern",2011,"pg-13",114,"action, adventure, sci-fi",5.6,"39","reckless test pilot hal jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the green lantern corps.","martin campbell","ryan reynolds, blake lively, peter sarsgaard, mark strong",236562,NA
"6",6,"the intouchables",2011,"r",112,"biography, comedy, drama",8.6,"57","after he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","olivier nakache, eric toledano","françois cluzet, omar sy, anne le ny, audrey fleurot",584979,NA
"7",7,"captain america: the first avenger",2011,"pg-13",124,"action, adventure, sci-fi",6.9,"66","steve rogers, a rejected military soldier transforms into captain america after taking a dose of a ""super-soldier serum"". but being captain america comes at a price as he attempts to take down a war monger and a terrorist organization.","joe johnston","chris evans, hugo weaving, samuel l. jackson, hayley atwell",567565,NA
"8",8,"rise of the planet of the apes",2011,"pg-13",105,"action, drama, sci-fi",7.6,"68","a substance designed to help the brain repair itself gives rise to a super-intelligent chimpanzee who leads an ape uprising.","rupert wyatt","james franco, andy serkis, freida pinto, karin konoval",443099,NA
"9",9,"scream 4",2011,"r",111,"horror, mystery",6.2,"52","ten years have passed, and sidney prescott, who has put herself back together thanks in part to her writing, is visited by the ghostface killer.","wes craven","neve campbell, courteney cox, david arquette, lucy hale",111005,NA
"10",10,"the girl with the dragon tattoo",2011,"r",158,"crime, drama, mystery",7.8,"71","journalist mikael blomkvist is aided in his search for a woman who has been missing for forty years by lisbeth salander, a young computer hacker.","david fincher","daniel craig, rooney mara, christopher plummer, stellan skarsgård",358485,NA
"11",11,"fright night",2011,"r",106,"comedy, horror",6.4,"64","after a new neighbor moved into the house next door, charley discovers that he is an ancient vampire and goes in search for the help of peter vincent, a famous ""vampire killer"" to save his neighborhood from the creature.","craig gillespie","anton yelchin, colin farrell, david tennant, toni collette",89862,NA
"12",12,"pirates of the caribbean: on stranger tides",2011,"pg-13",136,"action, adventure, fantasy",6.6,"45","jack sparrow and barbossa embark on a quest to find the elusive fountain of youth, only to discover that blackbeard and his daughter are after it too.","rob marshall","johnny depp, penélope cruz, ian mcshane, geoffrey rush",411723,NA
"13",13,"crazy, stupid, love.",2011,"pg-13",118,"comedy, drama, romance",7.4,"68","a middle-aged husband's life changes dramatically when his wife asks him for a divorce. he seeks to rediscover his manhood with the help of a newfound friend, jacob, learning to pick up girls at bars.","glenn ficarra, john requa","steve carell, ryan gosling, julianne moore, emma stone",406915,NA
"14",14,"bridesmaids",2011,"r",125,"comedy, romance",6.8,"75","competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.","paul feig","kristen wiig, maya rudolph, rose byrne, terry crews",233041,NA
"15",15,"super 8",2011,"pg-13",112,"mystery, sci-fi, thriller",7,"72","during the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.","j.j. abrams","elle fanning, aj michalka, kyle chandler, joel courtney",304809,NA
"16",16,"warrior",2011,"pg-13",140,"drama, sport",8.2,"71","the youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.","gavin o'connor","tom hardy, nick nolte, joel edgerton, jennifer morrison",367433,NA
"17",17,"source code",2011,"pg-13",93,"mystery, romance, sci-fi",7.5,"74","a soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. a mission he has only 8 minutes to complete.","duncan jones","jake gyllenhaal, michelle monaghan, vera farmiga, jeffrey wright",417556,NA
"18",18,"just go with it",2011,"pg-13",117,"comedy, romance",6.4,"33","on a weekend trip to hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.","dennis dugan","adam sandler, jennifer aniston, brooklyn decker, nicole kidman",186709,NA
"19",19,"x: first class",2011,"pg-13",131,"action, adventure, sci-fi",7.8,"65","in 1962, the united states government enlists the help of mutants with superhuman abilities to stop a malicious dictator who is determined to start world war iii.","matthew vaughn","james mcavoy, michael fassbender, jennifer lawrence, kevin bacon",564083,NA
"20",20,"sucker punch",2011,"pg-13",110,"action, fantasy",6.1,"33","a young girl is institutionalized by her abusive stepfather, retreating to an alternative reality as a coping strategy, envisioning a plan to help her escape.","zack snyder","emily browning, vanessa hudgens, abbie cornish, jena malone",208571,NA
"21",21,"horrible bosses",2011,"r",98,"comedy, crime",6.9,"57","three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.","seth gordon","jason bateman, charlie day, jason sudeikis, steve wiebe",376650,NA
"22",22,"midnight in paris",2011,"pg-13",94,"comedy, fantasy, romance",7.7,"81","while on a trip to paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s everyday at midnight.","woody allen","owen wilson, rachel mcadams, kathy bates, kurt fuller",329792,NA
"23",23,"you're next",2011,"r",95,"horror, thriller",6.5,"66","when the davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back.","adam wingard","sharni vinson, joe swanberg, aj bowen, nicholas tucci",71217,NA
"24",24,"the thing",2011,"r",103,"horror, mystery, sci-fi",6.2,"49","at an antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student kate lloyd and scientist dr. sander halvorson.","matthijs van heijningen jr.","mary elizabeth winstead, joel edgerton, ulrich thomsen, eric christian olsen",102868,NA
"25",25,"limitless",2011,"pg-13",105,"mystery, sci-fi, thriller",7.4,"59","with the help of a mysterious pill that enables the user to access 100 percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers.","neil burger","bradley cooper, anna friel, abbie cornish, robert de niro",456918,NA
"26",26,"friends with benefits",2011,"r",109,"comedy, romance",6.6,"63","a young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.","will gluck","mila kunis, justin timberlake, patricia clarkson, jenna elfman",294150,NA
