"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"12",12,"basic instinct",1992,"r",127,"drama, mystery, thriller",6.9,"41","a violent, suspended police detective investigates a brutal murder, in which a manipulative and seductive woman could be involved.","paul verhoeven","michael douglas, sharon stone, george dzundza, jeanne tripplehorn",144684,NA
"13",13,"school ties",1992,"pg-13",106,"drama",6.9,"65","set in the 1950s, a star-quarterback is given an opportunity to attend an elite preparatory school but must conceal the fact that he is jewish.","robert mandel","brendan fraser, matt damon, chris o'donnell, randall batinkoff",19295,NA
"14",14,"the mighty ducks",1992,"pg",100,"comedy, drama, family",6.5,"46","a self-centered minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.","stephen herek","emilio estevez, joss ackland, lane smith, heidi kling",48413,NA
"15",15,"death becomes her",1992,"pg-13",104,"comedy, fantasy, horror",6.5,NA,"when a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.","robert zemeckis","meryl streep, bruce willis, goldie hawn, isabella rossellini",86087,NA
"16",16,"a few good men",1992,"r",138,"drama, thriller",7.7,"62","military lawyer lieutenant daniel kaffee defends marines accused of murder. they contend they were acting under orders.","rob reiner","tom cruise, jack nicholson, demi moore, kevin bacon",197136,NA
"17",17,"home alone 2: lost in new york",1992,"pg",120,"adventure, comedy, family",6.6,NA,"one year after kevin was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself in new york city, and the same criminals are not far behind.","chris columbus","macaulay culkin, joe pesci, daniel stern, catherine o'hara",228618,NA
"18",18,"alien³",1992,"r",114,"action, horror, sci-fi",6.4,"59","after her last encounter, ripley crash-lands on fiorina fury 161, a maximum security prison. when a series of strange and deadly events occur shortly after her arrival, ripley realizes that she brought along an unwelcome visitor.","david fincher","sigourney weaver, charles s. dutton, charles dance, paul mcgann",233262,NA
"19",19,"braindead",1992,"r",104,"comedy, horror",7.5,"54","a young man's mother is bitten by a sumatran rat-monkey. she gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.","peter jackson","timothy balme, diana peñalver, elizabeth moody, ian watkin",82216,NA
"20",20,"glengarry glen ross",1992,"r",100,"crime, drama, mystery",7.8,"80","an examination of the machinations behind the scenes at a real estate office.","james foley","al pacino, jack lemmon, alec baldwin, alan arkin",82821,NA
"21",21,"my cousin vinny",1992,"r",120,"comedy, crime",7.5,"68","two new yorkers are accused of murder in rural alabama while on their way back to college, and one of their cousins--an inexperienced, loudmouth lawyer not accustomed to southern rules and manners--comes in to defend them.","jonathan lynn","joe pesci, marisa tomei, ralph macchio, mitchell whitfield",89136,NA
"22",22,"the hand that rocks the cradle",1992,"r",110,"drama, thriller",6.6,NA,"after her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.","curtis hanson","annabella sciorra, rebecca de mornay, matt mccoy, ernie hudson",32024,NA
"23",23,"a river runs through it",1992,"pg",123,"drama",7.3,"68","the story about two sons of a stern minister -- one reserved, one rebellious -- growing up in rural montana while devoted to fly fishing.","robert redford","craig sheffer, brad pitt, tom skerritt, brenda blethyn",45004,NA
"24",24,"encino man",1992,"pg",88,"comedy",5.7,NA,"when they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.","les mayfield","sean astin, brendan fraser, pauly shore, megan ward",32127,NA
"25",25,"così fan tutte",1992,"unrated",93,"comedy, drama",5.3,NA,"a happily married 24-year-old woman who experiences an inexplicable, rather restless craving to finally live her life intensely, retells her extra-marital escapades to her husband intending to spice up their marriage.","tinto brass","claudia koll, paolo lanza, franco branciaroli, ornella marcucci",2639,NA
"26",26,"twin peaks: fire walk with me",1992,"r",135,"drama, horror, mystery",7.2,"28","a young fbi agent disappears while investigating a murder miles from twin peaks that may be related to the future murder of laura palmer; the last week of the life of laura palmer is chronicled.","david lynch","sheryl lee, ray wise, mädchen amick, dana ashbrook",67890,NA
"27",27,"sister act",1992,"pg",100,"comedy, crime, family",6.3,NA,"when a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in.","emile ardolino","whoopi goldberg, maggie smith, kathy najimy, wendy makkena",71199,NA
"28",28,"buffy the vampire slayer",1992,"pg-13",86,"action, comedy, fantasy",5.6,"48","a flighty teenage girl learns that she is her generation's destined battler of vampires.","fran rubel kuzui","kristy swanson, donald sutherland, paul reubens, rutger hauer",34361,NA
"29",29,"white men can't jump",1992,"r",115,"comedy, drama, sport",6.7,NA,"black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.","ron shelton","wesley snipes, woody harrelson, rosie perez, tyra ferrell",63309,NA
"30",30,"pet sematary ii",1992,"r",100,"fantasy, horror",4.8,"35","the ancient indian cemetery with the power to raise the dead returns and influences the lives of new residents.","mary lambert","edward furlong, anthony edwards, clancy brown, jared rushton",14711,NA
"31",31,"sleepwalkers",1992,"r",91,"horror",5.2,"38","a mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on.","mick garris","brian krause, mädchen amick, alice krige, jim haynie",16417,NA
"32",32,"the bodyguard",1992,"r",129,"action, drama, music",6.2,"39","a former secret service agent takes on the job of bodyguard to a pop singer, whose lifestyle is most unlike a president's.","mick jackson","kevin costner, whitney houston, gary kemp, bill cobbs",98435,NA
"33",33,"patriot games",1992,"r",117,"action, thriller",6.9,"64","when c.i.a. analyst jack ryan interferes with an i.r.a. assassination, a renegade faction targets him and his family for revenge.","phillip noyce","harrison ford, sean bean, anne archer, patrick bergin",86985,NA
"34",34,"chaplin",1992,"pg-13",143,"biography, comedy, drama",7.6,"47","a film about the troubled and controversial life of the master comedy filmmaker charles chaplin.","richard attenborough","robert downey jr., geraldine chaplin, paul rhys, john thaw",46182,NA
"35",35,"of mice and men",1992,"pg-13",115,"drama",7.5,NA,"two drifters, one a gentle but slow giant, try to make money working the fields during the depression so they can fulfill their dreams.","gary sinise","john malkovich, gary sinise, ray walston, casey siemaszko",34459,NA
"36",36,"newsies",1992,"pg",121,"drama, family, history",7,"46","a musical based on the new york city newsboy strike of 1899. when young newspaper sellers are exploited beyond reason by their bosses they set out to enact change and are met by the ruthlessness of big business.","kenny ortega","christian bale, bill pullman, robert duvall, ann-margret",16438,NA
"37",37,"hellraiser iii: hell on earth",1992,"r",93,"horror",5.5,NA,"an investigative reporter must send the newly unbound pinhead and his legions back to hell.","anthony hickox","terry farrell, doug bradley, kevin bernhardt, lawrence mortorff",22261,NA
"38",38,"universal soldier",1992,"r",102,"action, sci-fi",6,"35","private luc deveraux and his sadistic sergeant, andrew scott, got killed in vietnam. the army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. however, their memories come back too.","roland emmerich","jean-claude van damme, dolph lundgren, ally walker, ed o'ross",73050,NA
"39",39,"the lawnmower man",1992,"r",108,"horror, sci-fi",5.4,"42","a simple man is turned into a genius through the application of computer science.","brett leonard","jeff fahey, pierce brosnan, jenny wright, mark bringelson",29716,NA
"40",40,"captain ron",1992,"pg-13",90,"adventure, comedy",5.7,"39","a family in chicago inherits the yacht formerly owned by clark gable. they decide to sail it from the island of ste. pomme de terre to miami, and they sail with the assistance of captain ...                see full summary »","thom eberhardt","kurt russell, martin short, mary kay place, benjamin salisbury",17973,NA
"41",41,"under siege",1992,"r",103,"action, thriller",6.5,"58","an ex-navy seal turned cook is the only person who can stop a group of terrorists when they seize control of a u.s. battleship.","andrew davis","steven seagal, gary busey, tommy lee jones, erika eleniak",65751,NA
"42",42,"the crying game",1992,"r",112,"crime, drama, romance",7.3,"90","a british soldier is kidnapped by ira terrorists. he befriends one of his captors, who is drawn into the soldier's world.","neil jordan","stephen rea, jaye davidson, forest whitaker, miranda richardson",44221,NA
"43",43,"bitter moon",1992,"r",139,"drama, romance, thriller",7.2,NA,"after hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.","roman polanski","hugh grant, kristin scott thomas, emmanuelle seigner, peter coyote",28217,NA
"44",44,"beethoven",1992,"pg",87,"comedy, drama, family",5.6,NA,"a slobbering st. bernard becomes the center of attention for a loving family, but must contend with a dog-napping veterinarian and his henchmen.","brian levant","charles grodin, bonnie hunt, dean jones, nicholle tom",54511,NA
"45",45,"3 ninjas",1992,"pg",84,"action, comedy, family",5.2,"36","each year, three brothers, samuel, jeffrey and michael douglas visit their grandfather, mori tanaka, for the summer. mori is highly skilled in ninjutsu, and for years he has trained the ...                see full summary »","jon turteltaub","victor wong, michael treanor, max elliott slade, chad power",17486,NA
"46",46,"ferngully: the last rainforest",1992,"g",76,"animation, adventure, family",6.5,NA,"the magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called hexxus.","bill kroyer","samantha mathis, christian slater, robin williams, tim curry",22644,NA
"47",47,"howards end",1992,"pg",140,"drama, romance",7.5,"89","a businessman thwarts his wife's bequest of an estate to another woman.","james ivory","anthony hopkins, emma thompson, vanessa redgrave, helena bonham carter",23080,NA
"48",48,"malcolm x",1992,"pg-13",202,"biography, drama, history",7.7,"72","biographical epic of the controversial and influential black nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the nation of islam.","spike lee","denzel washington, angela bassett, delroy lindo, spike lee",69402,NA
"49",49,"jamón, jamón",1992,"unrated",95,"comedy, drama, romance",6.5,NA,"when a mother disapproves of her daughter's lover, she hires an underwear model and former bullfighter to seduce her daughter.","bigas luna","penélope cruz, stefania sandrelli, anna galiena, juan diego",10160,NA
"50",50,"singles",1992,"pg-13",99,"comedy, drama, romance",6.7,NA,"a group of twenty-something friends, most of whom live in the same apartment complex, search for love and success in grunge-era seattle.","cameron crowe","bridget fonda, campbell scott, kyra sedgwick, sheila kelley",24262,NA
"51",51,"poison ivy",1992,"r",90,"drama, thriller",5.4,NA,"a seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.","katt shea","drew barrymore, tom skerritt, sara gilbert, cheryl ladd",14804,NA
"52",52,"sneakers",1992,"pg-13",126,"comedy, crime, drama",7.1,NA,"a security pro finds his past coming back to haunt him, when he and his unique team are tasked with retrieving a particularly important item.","phil alden robinson","robert redford, dan aykroyd, sidney poitier, jo marr",46268,NA
"53",53,"ladybugs",1992,"pg-13",90,"comedy, sport",5.3,NA,"to climb the corporate ladder to success, a guy agrees to coach the company's all girl soccer team with the help of his secret weapon: his fiancee's son.","sidney j. furie","rodney dangerfield, jackée harry, jonathan brandis, ilene graff",7286,NA
"54",54,"1492: conquest of paradise",1992,"pg-13",154,"adventure, biography, drama",6.5,NA,"christopher columbus' discovery of the americas and the effect this has on the indigenous people.","ridley scott","gérard depardieu, armand assante, sigourney weaver, loren dean",24301,NA
"55",55,"the player",1992,"r",124,"comedy, crime, drama",7.6,"86","a hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?","robert altman","tim robbins, greta scacchi, fred ward, whoopi goldberg",45479,NA
"56",56,"juice",1992,"r",95,"action, crime, drama",7.1,"60","four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".","ernest r. dickerson","omar epps, tupac shakur, jermaine 'huggy' hopkins, khalil kain",18925,NA
"57",57,"far and away",1992,"pg-13",140,"adventure, drama, romance",6.5,"49","a young irish couple flee to the states, but subsequently struggle to obtain land and prosper freely.","ron howard","tom cruise, nicole kidman, thomas gibson, robert prosky",51089,NA
"58",58,"romper stomper",1992,"r",94,"crime, drama",6.8,NA,"a group of skinheads become alarmed at the way their neighbourhood is changing.","geoffrey wright","russell crowe, daniel pollock, jacqueline mckenzie, alex scott",33485,NA
"59",59,"bad lieutenant",1992,"nc-17",96,"crime, drama, thriller",7.1,"70","while investigating a young nun's rape, a corrupt new york city police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness.","abel ferrara","harvey keitel, brian mcelroy, frank acciarito, peggy gormley",31917,NA
"60",60,"lethal weapon 3",1992,"r",118,"action, crime, thriller",6.7,"36","martin riggs and roger murtaugh pursue a former lapd officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.","richard donner","mel gibson, danny glover, joe pesci, rene russo",136874,NA
"61",61,"consenting adults",1992,"r",99,"crime, drama, mystery",5.7,NA,"richard and priscilla parker's lives take a turn for the better when eddy and kay move into the house next door. eddy's a risk taker and shows his new neighbours how to enjoy life at the ...                see full summary »","alan j. pakula","kevin kline, mary elizabeth mastrantonio, kevin spacey, rebecca miller",5837,NA
"62",62,"damage",1992,"r",111,"drama, romance",6.9,NA,"a member of parliament falls passionately in love with his son's fiancée despite the dangers of discovery.","louis malle","jeremy irons, juliette binoche, miranda richardson, rupert graves",13378,NA
"63",63,"man bites dog",1992,"nc-17",95,"comedy, crime, drama",7.6,NA,"a film crew follows a ruthless thief and heartless killer as he goes about his daily routine. but complications set in when the film crew lose their objectivity and begin lending a hand.","rémy belvaux, andré bonzel, benoît poelvoorde","benoît poelvoorde, jacqueline poelvoorde-pappaert, nelly pappaert, hector pappaert",30701,NA
"64",64,"orlando",1992,"pg-13",94,"biography, drama, fantasy",7.2,"74","young nobleman orlando is commanded by queen elizabeth i to stay forever young. miraculously, he does just that. the film follows him as he moves through several centuries of british ...                see full summary »","sally potter","tilda swinton, billy zane, quentin crisp, jimmy somerville",10930,NA
"65",65,"single white female",1992,"r",107,"drama, thriller",6.3,NA,"a woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.","barbet schroeder","bridget fonda, jennifer jason leigh, steven weber, peter friedman",25986,NA
"66",66,"cool world",1992,"pg-13",102,"animation, comedy, fantasy",4.8,"28","a comic strip femme fatale seeks to seduce her cartoonist creator in order to cross over into the real world.","ralph bakshi","gabriel byrne, kim basinger, brad pitt, michele abrams",17864,NA
"67",67,"the cutting edge",1992,"pg",101,"drama, romance, sport",6.9,NA,"a temperamental figure skater and a former hockey player try to win olympic gold as a figure skating pairs team.","paul michael glaser","d.b. sweeney, moira kelly, roy dotrice, terry o'quinn",16073,NA
"68",68,"strictly ballroom",1992,"pg",94,"comedy, drama, romance",7.2,"72","a maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.","baz luhrmann","paul mercurio, tara morice, bill hunter, pat thomson",21725,NA
"69",69,"porco rosso",1992,"pg",94,"animation, adventure, comedy",7.8,NA,"in 1930s italy, a veteran world war i pilot is cursed to look like an anthropomorphic pig.","hayao miyazaki","shûichirô moriyama, tokiko katô, bunshi katsura vi, tsunehiko kamijô",53864,NA
"70",70,"passenger 57",1992,"r",84,"action, crime, thriller",5.8,NA,"an airline security expert must take action when he finds himself trapped on a passenger jet when terrorists seize control of it.","kevin hooks","wesley snipes, bruce payne, tom sizemore, alex datcher",39277,NA
"71",71,"el mariachi",1992,"r",81,"action, crime, thriller",6.9,"73","a traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.","robert rodriguez","carlos gallardo, consuelo gómez, jaime de hoyos, peter marquardt",55467,NA
"72",72,"forever young",1992,"pg",102,"drama, romance, sci-fi",6.3,NA,"during a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.","steve miner","mel gibson, jamie lee curtis, elijah wood, isabel glasser",39025,NA
"73",73,"toys",1992,"pg-13",118,"adventure, comedy, drama",5,NA,"when a military general inherits a toy making company and begins making war toys, his employees band together to stop him before he ruins the name of zevo toys forever.","barry levinson","robin williams, michael gambon, joan cusack, robin wright",27820,NA
"74",74,"hoffa",1992,"r",140,"biography, crime, drama",6.6,"50","the story of the notorious american labor union figure jimmy hoffa, who organizes a bitter strike, makes deals with members of the organized crime syndicate, and mysteriously disappears in 1975.","danny devito","jack nicholson, danny devito, armand assante, j.t. walsh",18267,NA
"75",75,"the muppet christmas carol",1992,"g",85,"comedy, drama, family",7.7,NA,"the muppet characters tell their version of the classic tale of an old and bitter miser's redemption on christmas eve.","brian henson","michael caine, dave goelz, steve whitmire, jerry nelson",37190,NA
"76",76,"radio flyer",1992,"pg-13",114,"drama",6.9,NA,"a father recounts a dark period of his childhood when he and his little brother lived in the suburbs.","richard donner, david mickey evans","lorraine bracco, john heard, adam baldwin, elijah wood",10996,NA
"77",77,"boomerang",1992,"r",117,"comedy, drama, romance",5.4,"45","a successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.","reginald hudlin","eddie murphy, robin givens, halle berry, david alan grier",21822,NA
"78",78,"the power of one",1992,"pg-13",127,"drama",7.2,NA,"an english boy, living in africa during world war ii, through his boxing prowess, becomes a symbol of hope, in a time of war.","john g. avildsen","stephen dorff, armin mueller-stahl, morgan freeman, nomadlozi kubheka",7979,NA
"79",79,"the lover",1992,"r",115,"biography, drama, romance",6.9,NA,"in 1929 french indochina, a french teenage girl embarks on a reckless and forbidden romance with a wealthy, older chinese man, each knowing that knowledge of their affair will bring drastic consequences to each other.","jean-jacques annaud","jane march, tony ka fai leung, frédérique meininger, arnaud giovaninetti",16177,NA
"80",80,"over the line",1992,"r",108,"drama",4.9,NA,"having had a one night stand with an obsessive prison inmate, the college professor teaching his prison literary soon lives the nightmare of her decision.","ovidio g. assonitis, robert barrett","tomas arana, clyde j. barrett, della berlanga, lacey beverly",70,NA
"81",81,"como agua para chocolate",1992,"r",105,"drama, romance",7.2,NA,"after tradition complicates their relationship, a young man must marry the sister of the woman he loves in order to remain close to her.","alfonso arau","marco leonardi, lumi cavazos, regina torné, mario iván martínez",14591,NA
"82",82,"american me",1992,"r",125,"biography, crime, drama",7.2,"66","a mexican-american mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle.","edward james olmos","edward james olmos, william forsythe, sal lopez, vira montes",6465,NA
"83",83,"honey i blew up the kid",1992,"pg",89,"adventure, comedy, family",4.7,NA,"the szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.","randal kleiser","rick moranis, marcia strassman, robert oliveri, daniel shalikar",34590,NA
"84",84,"fortress",1992,"r",95,"action, crime, sci-fi",5.9,NA,"a futuristic prison movie. protagonist and wife are nabbed at a future us emigration point with an illegal baby during population control. the resulting prison experience is the subject of ...                see full summary »","stuart gordon","christopher lambert, loryn locklin, kurtwood smith, clifton collins jr.",24674,NA
"85",85,"memoirs of an invisible man",1992,"pg-13",99,"comedy, romance, sci-fi",5.9,"48","after a freak accident, a yuppie turns invisible and runs from a treacherous cia official, while trying to cope with his new life.","john carpenter","chevy chase, daryl hannah, sam neill, michael mckean",18761,NA
"86",86,"freejack",1992,"r",110,"action, crime, sci-fi",5.3,NA,"bounty hunters from the future transport a doomed race car driver to new york city in 2009, where his mind will be replaced with that of a dead billionaire.","geoff murphy","emilio estevez, mick jagger, rene russo, anthony hopkins",12949,NA
"87",87,"hard boiled",1992,"r",128,"action, crime, drama",7.9,NA,"a tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.","john woo","yun-fat chow, tony chiu-wai leung, teresa mo, philip chan",40870,NA
"88",88,"wuthering heights",1992,"pg",105,"drama, history, romance",6.9,NA,"a man becomes obsessed with vengeance when his soul mate marries another man.","peter kosminsky","juliette binoche, ralph fiennes, janet mcteer, sophie ward",10372,NA
"89",89,"innocent blood",1992,"r",112,"action, comedy, crime",6.2,NA,"marie is a vampire with a thirst for bad guys. when she fails to properly dispose of one of her victims, a violent mob boss, she bites off more than she can chew and faces a new, immortal danger.","john landis","anne parillaud, anthony lapaglia, robert loggia, david proval",7914,NA
"90",90,"sidekicks",1992,"pg",101,"action, adventure, comedy",4.9,NA,"a bullied teen who fantasizes about being chuck norris' sidekick trains in martial arts to fulfill his dreams.","aaron norris","chuck norris, beau bridges, jonathan brandis, mako",6820,NA
"91",91,"split second",1992,"r",90,"action, crime, horror",6.2,NA,"in a flooded dystopian future london, detective harley stone hunts a serial killer who murdered his partner and has haunted him ever since. he soon discovers what he is hunting might not be human.","tony maylam","rutger hauer, kim cattrall, alastair duncan, michael j. pollard",9181,NA
"92",92,"children of the corn ii: the final sacrifice",1992,"r",92,"horror, thriller",4.2,"18","a journalist and his son travel to nebraska to investigate the mysterious town of gaitlin where, unbeknownst to them, a murderous cult of children are waiting in the corn fields.","david price","terence knox, paul scherrer, ryan bollman, christie clark",6371,NA
"93",93,"medicine man",1992,"pg-13",106,"adventure, drama, romance",6,NA,"an eccentric scientist working for a large drug company is working on a research project in the amazon jungle. he sends for a research assistant and a gas chromatograph because he's close ...                see full summary »","john mctiernan","sean connery, lorraine bracco, josé wilker, rodolfo de alexandre",18537,NA
"94",94,"love potion no. 9",1992,"pg-13",92,"comedy, fantasy, romance",5.6,NA,"two scientists who are hopeless with the opposite sex experiment with a substance that makes them irresistible to anyone who hears them speak.","dale launer","tate donovan, sandra bullock, mary mara, dale midkiff",11130,NA
"95",95,"raising cain",1992,"r",91,"crime, drama, horror",6,NA,"the oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.","brian de palma","john lithgow, lolita davidovich, steven bauer, frances sternhagen",11066,NA
"96",96,"lorenzo's oil",1992,"pg-13",129,"drama",7.2,"80","a boy develops a disease so rare that nobody is working on a cure, so his father decides to learn all about it and tackle the problem himself.","george miller","nick nolte, susan sarandon, peter ustinov, kathleen wilhoite",17583,NA
"97",97,"stop! or my mom will shoot",1992,"pg-13",87,"action, comedy, family",4.1,NA,"a tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.","roger spottiswoode","sylvester stallone, estelle getty, jobeth williams, roger rees",33732,NA
"98",98,"honeymoon in vegas",1992,"pg-13",96,"comedy, romance, thriller",5.8,NA,"on her deathbed, a mother makes her son promise never to get married, which scars him with psychological blocks to a commitment with his girlfriend. they finally decide to tie the knot in ...                see full summary »","andrew bergman","james caan, nicolas cage, sarah jessica parker, pat morita",15114,NA
"99",99,"rapid fire",1992,"r",95,"action, crime, drama",6.3,NA,"when student jake lo witnesses a killing, he finds himself caught between two feuding drug lords. betrayed and set up by the federal agents protecting him, the only one he can trust is ryan...                see full summary »","dwight h. little","brandon lee, powers boothe, nick mancuso, raymond j. barry",6832,NA
"100",100,"pure country",1992,"pg",112,"drama, music, romance",6.9,NA,"dusty gets tired of all the smoke and light effects, wonders what happened to doing it the way that made him famous and happy. takes a walk to find what seems to be missing and finds himself and his music again!","christopher cain","george strait, lesley ann warren, isabel glasser, kyle chandler",3087,NA
