"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"13",13,"cinderella",2015,"pg",105,"drama, family, fantasy",7,"67","when her father unexpectedly passes away, young ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. never one to give up hope, ella's fortunes begin to change after meeting a dashing stranger.","kenneth branagh","lily james, cate blanchett, richard madden, helena bonham carter",122535,NA
"14",14,"sicario",2015,"r",121,"action, crime, drama",7.6,"82","an idealistic fbi agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the u.s. and mexico.","denis villeneuve","emily blunt, josh brolin, benicio del toro, jon bernthal",262631,NA
"15",15,"the revenant",2015,"r",156,"adventure, drama, history",8,"76","a frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.","alejandro gonzález iñárritu","leonardo dicaprio, tom hardy, will poulter, domhnall gleeson",528451,NA
"16",16,"hotel transylvania 2",2015,"pg",89,"animation, comedy, family",6.7,"44","dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep mavis from leaving the hotel.","genndy tartakovsky","adam sandler, andy samberg, selena gomez, kevin james",74442,NA
"17",17,"room",2015,"r",118,"drama",8.2,"86","a young boy is raised within the confines of a small shed.","lenny abrahamson","brie larson, jacob tremblay, sean bridgers, wendy crewson",245692,NA
"18",18,"spotlight",2015,"r",128,"crime, drama, history",8.1,"93","the true story of how the boston globe uncovered the massive scandal of child molestation and cover-up within the local catholic archdiocese, shaking the entire catholic church to its core.","tom mccarthy","mark ruffalo, michael keaton, rachel mcadams, liev schreiber",292216,NA
"19",19,"the big short",2015,"r",130,"biography, comedy, drama",7.8,"81","four denizens in the world of high-finance predict the credit and housing bubble collapse of the mid-2000s, and decide to take on the big banks for their greed and lack of foresight.","adam mckay","christian bale, steve carell, ryan gosling, brad pitt",263977,NA
"20",20,"tales of halloween",2015,"r",92,"comedy, horror",5.4,"64","ten stories are woven together by their shared theme of halloween night in an american suburb, where ghouls, imps, aliens and axe murderers appear for one night only to terrorize unsuspecting residents.","darren lynn bousman, axelle carolyn, adam gierasch, andrew kasch, neil marshall, lucky mckee, mike mendez, dave parker, ryan schifrin, john skipp, paul solet","adrienne barbeau, hunter smit, cameron easton, caroline williams",8511,NA
"21",21,"jurassic world",2015,"pg-13",124,"action, adventure, sci-fi",7,"59","a new theme park, built on the original site of jurassic park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.","colin trevorrow","chris pratt, bryce dallas howard, ty simpkins, judy greer",472483,NA
"22",22,"the invitation",2015,"not rated",100,"drama, horror, mystery",6.7,"74","while attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.","karyn kusama","logan marshall-green, emayatzy corinealdi, michiel huisman, tammy blanchard",48524,NA
"23",23,"poltergeist",2015,"pg-13",93,"horror, thriller",4.9,"47","a family whose suburban home is haunted by evil forces must come together to rescue their youngest daughter after the apparitions take her captive.","gil kenan","sam rockwell, rosemarie dewitt, kennedi clements, saxon sharbino",47769,NA
"24",24,"chappie",2015,"r",120,"action, crime, drama",6.9,"41","in the near future, crime is patrolled by a mechanized police force. when one police droid, chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.","neill blomkamp","sharlto copley, dev patel, hugh jackman, sigourney weaver",195994,NA
"25",25,"inside out",2015,"pg",95,"animation, adventure, comedy",8.2,"94","after young riley is uprooted from her midwest life and moved to san francisco, her emotions - joy, fear, anger, disgust and sadness - conflict on how best to navigate a new city, house, and school.","pete docter, ronnie del carmen","amy poehler, bill hader, lewis black, mindy kaling",445104,NA
"26",26,"knock knock",2015,"r",99,"drama, horror, thriller",4.9,"53","a devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","eli roth","keanu reeves, lorenza izzo, ana de armas, aaron burns",58039,NA
"27",27,"terminator genisys",2015,"pg-13",126,"action, adventure, sci-fi",6.5,"38","when john connor, leader of the human resistance, sends sgt. kyle reese back to 1984 to protect sarah connor and safeguard the future, an unexpected turn of events creates a fractured timeline.","alan taylor","arnold schwarzenegger, jason clarke, emilia clarke, jai courtney",214126,NA
"28",28,"maze runner: the scorch trials",2015,"pg-13",131,"action, sci-fi, thriller",6.3,"43","after having escaped the maze, the gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.","wes ball","dylan o'brien, kaya scodelario, thomas brodie-sangster, giancarlo esposito",168420,NA
"29",29,"furious 7",2015,"pg-13",137,"action, crime, thriller",7.2,"67","deckard shaw seeks revenge against dominic toretto and his family for his comatose brother.","james wan","vin diesel, paul walker, dwayne johnson, jason statham",311643,NA
"30",30,"goosebumps",2015,"pg",103,"adventure, comedy, family",6.3,"60","a teenager teams up with the daughter of young adult horror author r. l. stine after the writer's imaginary demons are set free on the town of madison, delaware.","rob letterman","jack black, dylan minnette, odeya rush, ryan lee",60700,NA
"31",31,"ant-man",2015,"pg-13",117,"action, adventure, comedy",7.3,"64","armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar scott lang must embrace his inner hero and help his mentor, dr. hank pym, plan and pull off a heist that will save the world.","peyton reed","paul rudd, michael douglas, corey stoll, evangeline lilly",393060,NA
"32",32,"crimson peak",2015,"r",119,"drama, fantasy, horror",6.5,"66","in the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.","guillermo del toro","mia wasikowska, jessica chastain, tom hiddleston, charlie hunnam",103890,NA
"33",33,"legend",2015,"r",132,"biography, crime, drama",7,"55","identical twin gangsters ronald and reginald kray terrorize london during the 1960s.","brian helgeland","tom hardy, emily browning, taron egerton, paul anderson",117266,NA
"34",34,"sleeping with other people",2015,"r",101,"comedy, drama, romance",6.5,"64","a good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.","leslye headland","jason sudeikis, alison brie, jordan carlos, margarita levieva",30161,NA
"35",35,"fantastic four",2015,"pg-13",100,"action, adventure, sci-fi",4.3,"27","four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. the four must learn to harness their new abilities and work together to save earth from a former friend turned enemy.","josh trank","miles teller, kate mara, michael b. jordan, jamie bell",126761,NA
"36",36,"the man from u.n.c.l.e.",2015,"pg-13",116,"action, adventure, comedy",7.3,"56","in the early 1960s, cia agent napoleon solo and kgb operative illya kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.","guy ritchie","henry cavill, armie hammer, alicia vikander, elizabeth debicki",214489,NA
"37",37,"creed",2015,"pg-13",133,"drama, sport",7.6,"82","the former world heavyweight champion rocky balboa serves as a trainer and mentor to adonis johnson, the son of his late friend and former rival apollo creed.","ryan coogler","michael b. jordan, sylvester stallone, tessa thompson, phylicia rashad",184603,NA
"38",38,"jupiter ascending",2015,"pg-13",127,"action, adventure, sci-fi",5.3,"40","a young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of earth from an ancient and destructive industry.","lana wachowski, lilly wachowski","channing tatum, mila kunis, eddie redmayne, sean bean",154418,NA
"39",39,"the hunger games: mockingjay - part 2",2015,"pg-13",137,"action, adventure, sci-fi",6.6,"65","as the war of panem escalates to the destruction of other districts, katniss everdeen, the reluctant leader of the rebellion, must bring together an army against president snow, while all she holds dear hangs in the balance.","francis lawrence","jennifer lawrence, josh hutcherson, liam hemsworth, woody harrelson",215598,NA
"40",40,"tomorrowland",2015,"pg",130,"action, adventure, family",6.5,"60","bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","brad bird","george clooney, britt robertson, hugh laurie, raffey cassidy",148411,NA
"41",41,"the visit",2015,"pg-13",94,"horror, thriller",6.2,"55","two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.","m. night shyamalan","olivia dejonge, ed oxenbould, deanna dunagan, peter mcrobbie",88087,NA
"42",42,"san andreas",2015,"pg-13",114,"action, adventure, drama",6.1,"43","in the aftermath of a massive earthquake in california, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.","brad peyton","dwayne johnson, carla gugino, alexandra daddario, colton haynes",168539,NA
"43",43,"insidious: chapter 3",2015,"pg-13",97,"horror, mystery, thriller",6.1,"52","a prequel set before the haunting of the lambert family that reveals how gifted psychic elise rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.","leigh whannell","dermot mulroney, stefanie scott, angus sampson, leigh whannell",68291,NA
"44",44,"the danish girl",2015,"r",119,"biography, drama, history",7.1,"66","a fictitious love story loosely inspired by the lives of danish artists lili elbe and gerda wegener. lili and gerda's marriage and work evolve as they navigate lili's groundbreaking journey as a transgender pioneer.","tom hooper","eddie redmayne, alicia vikander, amber heard, ben whishaw",119319,NA
"45",45,"the devil's candy",2015,"not rated",79,"horror",6.5,"72","a struggling painter is possessed by satanic forces after he and his young family move into their dream home in rural texas, in this creepy haunted-house tale.","sean byrne","ethan embry, shiri appleby, pruitt taylor vince, kiara glasco",8344,NA
"46",46,"suburra",2015,NA,130,"crime, drama, thriller",7.4,NA,"a gangster known as ""samurai"" wants to turn the waterfront of rome into a new las vegas. all the local mob bosses have agreed to work for this common goal. but peace is not to last long.","stefano sollima","alessandro borghi, greta scarano, lidia vitale, giacomo ferrara",11073,NA
"47",47,"in the heart of the sea",2015,"pg-13",122,"action, adventure, biography",6.9,"47","a recounting of a new england whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel moby-dick.","ron howard","chris hemsworth, cillian murphy, brendan gleeson, ben whishaw",95614,NA
"48",48,"black mass",2015,"r",123,"biography, crime, drama",6.9,"68","the true story of whitey bulger, the brother of a state senator and the most infamous violent criminal in the history of south boston, who became an fbi informant to take down a mafia family invading his turf.","scott cooper","johnny depp, benedict cumberbatch, dakota johnson, joel edgerton",141721,NA
"49",49,"american ultra",2015,"r",96,"action, comedy, sci-fi",6.1,"50","a stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. but he's too well-trained and too high for them to handle.","nima nourizadeh","jesse eisenberg, kristen stewart, connie britton, john leguizamo",68185,NA
"50",50,"bridge of spies",2015,"pg-13",142,"drama, history, thriller",7.6,"81","during the cold war, an american lawyer is recruited to defend an arrested soviet spy in court, and then help the cia facilitate an exchange of the spy for the soviet captured american u2 spy plane pilot, francis gary powers.","steven spielberg","tom hanks, mark rylance, alan alda, amy ryan",230397,NA
"51",51,"hidden",2015,"r",84,"horror, thriller",6.4,NA,"a family takes refuge in a bomb shelter to avoid a dangerous outbreak.","matt duffer, ross duffer","alexander skarsgård, andrea riseborough, emily alyn lind, steven elliot",15203,NA
"52",52,"bone tomahawk",2015,"not rated",132,"adventure, drama, horror",7.1,"72","four men set out in the wild west to rescue a group of captives from cannibalistic cave dwellers.","s. craig zahler","kurt russell, patrick wilson, matthew fox, richard jenkins",52074,NA
"53",53,"southpaw",2015,"r",124,"drama, sport",7.4,"57","a champion boxer fights to get his daughter back from child protective services as well as revive his professional career, after a fatal incident sends him on a rampant path of destruction.","antoine fuqua","jake gyllenhaal, rachel mcadams, oona laurence, forest whitaker",178328,NA
"54",54,"everest",2015,"pg-13",121,"action, adventure, drama",7.1,"64","the story of new zealand's robert ""rob"" edwin hall, who on may 10, 1996, together with scott fischer, teamed up on a joint expedition to ascend mount everest.","baltasar kormákur","jason clarke, ang phula sherpa, thomas m. wright, martin henderson",162340,NA
"55",55,"green room",2015,"r",95,"crime, horror, thriller",7,"79","a punk rock band is forced to fight for survival after witnessing a murder at a neo-nazi skinhead bar.","jeremy saulnier","anton yelchin, imogen poots, alia shawkat, patrick stewart",70777,NA
"56",56,"mission: impossible - rogue nation",2015,"pg-13",131,"action, adventure, thriller",7.4,"75","ethan and team take on their most impossible mission yet, eradicating the syndicate - an international rogue organization as highly skilled as they are, committed to destroying the imf.","christopher mcquarrie","tom cruise, rebecca ferguson, jeremy renner, simon pegg",267460,NA
"57",57,"trainwreck",2015,"r",125,"comedy, drama, romance",6.2,"75","having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","judd apatow","amy schumer, bill hader, brie larson, colin quinn",110973,NA
"58",58,"pitch perfect 2",2015,"pg-13",115,"comedy, music",6.4,"63","after a humiliating commando performance at the kennedy center, the barden bellas enter an international competition that no american group has ever won in order to regain their status and right to perform.","elizabeth banks","anna kendrick, rebel wilson, hailee steinfeld, brittany snow",113288,NA
"59",59,"the age of adaline",2015,"pg-13",112,"drama, fantasy, romance",7.2,"51","a young woman, born at the turn of the 20th century, is rendered ageless after an accident. after many solitary years, she meets a man who complicates the eternal life she has settled into.","lee toland krieger","blake lively, michiel huisman, harrison ford, kathy baker",120260,NA
"60",60,"focus",2015,"r",105,"comedy, crime, drama",6.6,"56","in the midst of veteran con man nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","glenn ficarra, john requa","will smith, margot robbie, rodrigo santoro, adrian martinez",173314,NA
"61",61,"carol",2015,"r",118,"drama, romance",7.2,"95","an aspiring photographer develops an intimate relationship with an older woman in 1950s new york.","todd haynes","cate blanchett, rooney mara, sarah paulson, kyle chandler",83142,NA
"62",62,"straight outta compton",2015,"r",147,"biography, drama, history",7.9,"72","the group nwa emerges from the mean streets of compton in los angeles, california, in the mid-1980s and revolutionizes hip hop culture with their music and tales about life in the hood.","f. gary gray","o'shea jackson jr., corey hawkins, jason mitchell, neil brown jr.",148310,NA
"63",63,"spy",2015,"r",119,"action, comedy, crime",7,"75","a desk-bound cia analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.","paul feig","melissa mccarthy, rose byrne, jude law, jason statham",195305,NA
"64",64,"aaaaaaaah!",2015,NA,79,"comedy, thriller",4.6,NA,"ever imagined what life would be like if humans were apes in modern life? that is the portrayal in this deeply thought provoking mind boggle.","steve oram","jade alexander, julian barratt, missa blue, holli dempsey",617,NA
"65",65,"insurgent",2015,"pg-13",119,"action, adventure, sci-fi",6.3,"42","beatrice prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.","robert schwentke","shailene woodley, ansel elgort, theo james, kate winslet",179667,NA
"66",66,"the intern",2015,"pg-13",121,"comedy, drama",7.1,"51","70-year-old widower ben whittaker has discovered that retirement isn't all it's cracked up to be. seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by jules ostin.","nancy meyers","robert de niro, anne hathaway, rene russo, anders holm",168207,NA
"67",67,"the duff",2015,"pg-13",101,"comedy, romance",6.5,"56","a high school senior instigates a social pecking order revolution after finding out that she has been labeled the duff - designated ugly fat friend - by her prettier, more popular counterparts.","ari sandel","mae whitman, bella thorne, robbie amell, allison janney",61140,NA
"68",68,"manifesto",2015,"not rated",95,"drama",6.9,"72","cate blanchett performs manifestos as a series of striking monologues.","julian rosefeldt","cate blanchett, erika bauer, ruby bustamante, carl dietrich",1915,NA
"69",69,"krampus",2015,"pg-13",98,"comedy, fantasy, horror",6.2,"49","a boy who has a bad christmas ends up accidentally summoning a festive demon to his family home.","michael dougherty","adam scott, toni collette, david koechner, allison tolman",45033,NA
"70",70,"pan",2015,"pg",111,"adventure, family, fantasy",5.8,"36","12-year-old orphan peter is spirited away to the magical world of neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be forever known as peter pan.","joe wright","levi miller, hugh jackman, garrett hedlund, rooney mara",50144,NA
"71",71,"the gift",2015,"r",108,"drama, mystery, thriller",7.1,"77","a young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.","joel edgerton","jason bateman, rebecca hall, joel edgerton, allison tolman",104754,NA
"72",72,"the final girls",2015,"pg-13",88,"comedy, horror",6.6,"59","a young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. reunited, the women must fight off the film's maniacal killer.","todd strauss-schulson","taissa farmiga, malin akerman, adam devine, thomas middleditch",25527,NA
"73",73,"scouts guide to the zombie apocalypse",2015,"r",93,"action, comedy, horror",6.3,"32","three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.","christopher landon","tye sheridan, logan miller, joey morgan, sarah dumont",34468,NA
"74",74,"vacation",2015,"r",99,"adventure, comedy",6.1,"34","rusty griswold takes his own family on a road trip to ""walley world"" in order to spice things up with his wife and reconnect with his sons.","john francis daley, jonathan goldstein","ed helms, christina applegate, skyler gisondo, steele stebbins",78067,NA
"75",75,"the human centipede iii (final sequence)",2015,"not rated",102,"comedy, horror",2.8,"5","taking inspiration from the human centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.","tom six","dieter laser, laurence r. harvey, eric roberts, robert lasardo",10239,NA
"76",76,"brooklyn",2015,"pg-13",117,"drama, romance",7.5,"87","an irish immigrant lands in 1950s brooklyn, where she quickly falls into a romance with a local. when her past catches up with her, however, she must choose between two countries and the lives that exist within.","john crowley","saoirse ronan, emory cohen, domhnall gleeson, jim broadbent",100177,NA
"77",77,"the longest ride",2015,"pg-13",123,"drama, romance",7.1,"33","the lives of a young couple intertwine with a much older man, as he reflects back on a past love.","george tillman jr.","scott eastwood, britt robertson, alan alda, jack huston",61817,NA
"78",78,"joy",2015,"pg-13",124,"biography, drama",6.6,"56","joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.","david o. russell","jennifer lawrence, robert de niro, bradley cooper, edgar ramírez",103288,NA
"79",79,"secret in their eyes",2015,"pg-13",111,"crime, drama, mystery",6.2,"45","a tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","billy ray","chiwetel ejiofor, nicole kidman, julia roberts, dean norris",29841,NA
"80",80,"youth",2015,"r",124,"comedy, drama, music",7.3,"64","a retired orchestra conductor is on holiday with his daughter and his film best friend in the alps when he receives an invitation from queen elizabeth ii to perform for prince philip's birthday.","paolo sorrentino","michael caine, harvey keitel, rachel weisz, jane fonda",56046,NA
"81",81,"burnt",2015,"r",101,"comedy, drama",6.6,"42","adam jones (bradley cooper) is a chef who destroyed his career with drugs and diva behavior. he cleans up and returns to london, determined to redeem himself by spearheading a top restaurant that can gain three michelin stars.","john wells","bradley cooper, sienna miller, daniel brühl, riccardo scamarcio",81779,NA
"82",82,"point break",2015,"pg-13",114,"action, crime, sport",5.3,"34","a young fbi agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.","ericson core","edgar ramírez, luke bracey, ray winstone, teresa palmer",47407,NA
"83",83,"the ridiculous 6",2015,"tv-14",119,"comedy, western",4.8,"18","an outlaw who was raised by native americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad.","frank coraci","adam sandler, terry crews, jorge garcia, taylor lautner",32810,NA
"84",84,"child 44",2015,"r",137,"crime, drama, thriller",6.5,"41","a disgraced member of the russian military police investigates a series of child murders during the stalin-era soviet union.","daniel espinosa","tom hardy, gary oldman, noomi rapace, joel kinnaman",51059,NA
"85",85,"pixels",2015,"pg-13",105,"action, comedy, family",5.6,"27","when aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the earth in the form of the video games.","chris columbus","adam sandler, kevin james, michelle monaghan, peter dinklage",106924,NA
"86",86,"the night before",2015,"r",101,"adventure, comedy, fantasy",6.4,"58","on christmas eve, three lifelong friends spend the night in new york city looking for the holy grail of christmas parties.","jonathan levine","joseph gordon-levitt, seth rogen, jillian bell, lizzy caplan",47071,NA
"87",87,"the dressmaker",2015,"r",119,"comedy, drama",7.1,"47","a glamorous woman returns to her small town in rural australia. with her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.","jocelyn moorhouse","kate winslet, judy davis, liam hemsworth, hugo weaving",37463,NA
"88",88,"bahubali: the beginning",2015,NA,159,"action, adventure, drama",8.2,NA,"in ancient india, an adventurous and daring man becomes involved in a decades old feud between two warring people.","s.s. rajamouli","prabhas, rana daggubati, anushka shetty, tamannaah bhatia",82114,NA
"89",89,"ted 2",2015,"r",115,"comedy",6.3,"48","newlywed couple ted and tami-lynn want to have a baby, but in order to qualify to be a parent, ted will have to prove he's a person in a court of law.","seth macfarlane","mark wahlberg, seth macfarlane, amanda seyfried, jessica barth",144616,NA
"90",90,"self/less",2015,"pg-13",117,"action, mystery, sci-fi",6.5,"34","a dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.","tarsem singh","ryan reynolds, natalie martinez, matthew goode, ben kingsley",71285,NA
"91",91,"demolition",2015,"r",101,"comedy, drama",7,"49","a successful investment banker struggles after losing his wife in a tragic car crash. with the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.","jean-marc vallée","jake gyllenhaal, naomi watts, chris cooper, judah lewis",65224,NA
"92",92,"steve jobs",2015,"r",122,"biography, drama",7.2,"82","steve jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. the story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the imac.","danny boyle","michael fassbender, kate winslet, seth rogen, jeff daniels",122904,NA
"93",93,"the last witch hunter",2015,"pg-13",106,"action, adventure, fantasy",6,"34","the last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.","breck eisner","vin diesel, rose leslie, elijah wood, ólafur darri ólafsson",75717,NA
"94",94,"knight of cups",2015,"r",118,"drama, romance",5.7,"53","a writer indulging in all that los angeles and las vegas has to offer undertakes a search for love and self via a series of adventures with six different women.","terrence malick","christian bale, cate blanchett, natalie portman, brian dennehy",19035,NA
"95",95,"the stanford prison experiment",2015,"r",122,"biography, drama, history",6.9,"67","twenty-four male students out of seventy-five were selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the stanford psychology building.","kyle patrick alvarez","ezra miller, tye sheridan, billy crudup, olivia thirlby",24209,NA
"96",96,"victor frankenstein",2015,"pg-13",110,"drama, horror, sci-fi",6,"36","told from igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student viktor von frankenstein, and become eyewitnesses to the emergence of how frankenstein became the man - and the legend - we know today.","paul mcguigan","daniel radcliffe, james mcavoy, jessica brown findlay, andrew scott",41129,NA
"97",97,"magic mike xxl",2015,"r",115,"comedy, drama, music",5.6,"60","three years after mike bowed out of the stripper life at the top of his game, he and the remaining kings of tampa hit the road to myrtle beach to put on one last blow-out performance.","gregory jacobs","channing tatum, joe manganiello, matt bomer, adam rodriguez",44273,NA
"98",98,"paper towns",2015,"pg-13",109,"drama, mystery, romance",6.3,"56","after an all night adventure, quentin's life-long crush, margo, disappears, leaving behind clues that quentin and his friends follow on the journey of a life-time.","jake schreier","nat wolff, cara delevingne, austin abrams, justice smith",77386,NA
"99",99,"córki dancingu",2015,"not rated",92,"comedy, drama, horror",6.3,"72","in warsaw, a pair of mermaid sisters are adopted into a cabaret. while one seeks love with humans the other hungers to dine on the human population of the city.","agnieszka smoczynska","marta mazurek, michalina olszanska, kinga preis, andrzej konopka",2379,NA
"100",100,"hardcore henry",2015,"r",96,"action, adventure, sci-fi",6.7,"51","henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.","ilya naishuller","sharlto copley, tim roth, haley bennett, danila kozlovsky",65870,NA
