"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"dream a little dream",1989,"pg-13",114,"comedy, drama, romance",5.9,NA,"an accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. the problem? the kid prefers dreamworld limbo to real life.","marc rocco","corey feldman, jason robards, piper laurie, meredith salenger",5290,NA
"2",2,"little monsters",1989,"pg",100,"adventure, comedy, family",6.1,NA,"a boy discovers an incredible and gruesome world of monsters under his bed.","richard greenberg","fred savage, howie mandel, daniel stern, margaret whitton",9061,NA
"3",3,"pet sematary",1989,"r",103,"horror, thriller",6.6,"38","behind a young family's home in maine is a terrible secret that holds the power of life after death. when tragedy strikes, the threat of that power soon becomes undeniable.","mary lambert","dale midkiff, denise crosby, fred gwynne, brad greenquist",71303,NA
"4",4,"halloween 5",1989,"r",96,"horror, thriller",5.2,"31","one year after the events of halloween 4: the return of michael myers (1988), the shape returns to haddonfield once again in an attempt to kill his now-mute niece.","dominique othenin-girard                  :donald pleasence, danielle harris, ellie cornell, beau","donald pleasence, danielle harris, ellie cornell, beau starr",25806,NA
"5",5,"batman",1989,"pg-13",126,"action, adventure",7.6,"69","the dark knight of gotham city begins his war on crime with his first major enemy being the clownishly homicidal joker.","tim burton","michael keaton, jack nicholson, kim basinger, robert wuhl",290436,NA
"6",6,"dead poets society",1989,"pg",128,"comedy, drama",8,"79","english teacher john keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.","peter weir","robin williams, robert sean leonard, ethan hawke, josh charles",306155,NA
"7",7,"national lampoon's christmas vacation",1989,"pg-13",97,"comedy",7.6,"49","the griswold family's plans for a big family christmas predictably turn into a big disaster.","jeremiah s. chechik","chevy chase, beverly d'angelo, juliette lewis, johnny galecki",116337,NA
"8",8,"ghostbusters ii",1989,"pg",108,"action, comedy, fantasy",6.5,"56","the discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of ghostbusters to revive the business.","ivan reitman","bill murray, dan aykroyd, sigourney weaver, harold ramis",153645,NA
"9",9,"indiana jones and the last crusade",1989,"pg-13",127,"action, adventure, fantasy",8.3,"65","when dr. henry jones, sr. suddenly goes missing while pursuing the holy grail, eminent archaeologist dr. henry ""indiana"" jones, jr. must follow in his father's footsteps to stop the nazis from getting their hands on the holy grail first.","steven spielberg","harrison ford, sean connery, alison doody, denholm elliott",570338,NA
"10",10,"the 'burbs",1989,"pg",101,"comedy, mystery, thriller",6.9,"44","an overstressed suburbanite and his fellow neighbors are convinced that the new family on the block are part of a murderous satanic cult.","joe dante","tom hanks, bruce dern, carrie fisher, corey feldman",56155,NA
"11",11,"road house",1989,"r",114,"action, thriller",6.5,"36","a tough bouncer is hired to tame a dirty bar.","rowdy herrington","patrick swayze, kelly lynch, sam elliott, ben gazzara",47685,NA
"12",12,"the little mermaid",1989,"g",83,"animation, family, fantasy",7.6,NA,"a mermaid princess makes a faustian bargain with an unscrupulous sea-witch in order to meet a human prince on land.","ron clements, john musker","jodi benson, rene auberjonois, christopher daniel barnes, pat carroll",189765,NA
"13",13,"back to the future part ii",1989,"pg",108,"adventure, comedy, sci-fi",7.8,"57","after visiting 2015, marty mcfly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.","robert zemeckis","michael j. fox, christopher lloyd, lea thompson, thomas f. wilson",380123,NA
"14",14,"the abyss",1989,"pg-13",145,"adventure, drama, sci-fi",7.6,"62","a civilian diving team is enlisted to search for a lost nuclear submarine and face danger while encountering an alien aquatic species.","james cameron","ed harris, mary elizabeth mastrantonio, michael biehn, leo burmester",141269,NA
"15",15,"teen witch",1989,"pg-13",90,"comedy, family, fantasy",6.2,NA,"high school misfit louise, at a loss for romance, discovers magical abilities, but the teenage witch finds that she cannot conjure herself true love, so what?","dorian walker","robyn lively, dan gauthier, joshua john miller, caren kaye",6784,NA
"16",16,"friday the 13th part viii: jason takes manhattan",1989,"r",100,"adventure, horror, thriller",4.6,NA,"a boatful of graduating high school students bound for manhattan accidentally pull jason voorhees along for the ride.","rob hedden","jensen daggett, kane hodder, todd caldecott, tiffany paulsen",25874,NA
