"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"19",19,"batman & robin",1997,"pg-13",125,"action, sci-fi",3.7,"28","batman and robin try to keep their relationship together even as they must stop mr. freeze and poison ivy from freezing gotham city.","joel schumacher","arnold schwarzenegger, george clooney, chris o'donnell, uma thurman",203218,NA
"20",20,"austin powers: international man of mystery",1997,"pg-13",89,"adventure, comedy",7,"51","a 1960s hipster secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.","jay roach","mike myers, elizabeth hurley, michael york, mimi rogers",194298,NA
"21",21,"princess mononoke",1997,"pg-13",134,"animation, adventure, fantasy",8.4,"76","on a journey to find the cure for a tatarigami's curse, ashitaka finds himself in the middle of a war between the forest gods and tatara, a mining colony. in this quest he also meets san, the mononoke hime.","hayao miyazaki","yôji matsuda, yuriko ishida, yûko tanaka, billy crudup",254680,NA
"22",22,"the game",1997,"r",129,"drama, mystery, thriller",7.8,"61","after a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.","david fincher","michael douglas, deborah kara unger, sean penn, james rebhorn",287189,NA
"23",23,"contact",1997,"pg",150,"drama, mystery, sci-fi",7.4,"62","dr. ellie arroway, after years of searching, finds conclusive radio proof of extraterrestrial intelligence, sending plans for a mysterious machine.","robert zemeckis","jodie foster, matthew mcconaughey, tom skerritt, john hurt",218976,NA
"24",24,"donnie brasco",1997,"r",127,"biography, crime, drama",7.8,"76","an fbi undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","mike newell","al pacino, johnny depp, michael madsen, bruno kirby",240519,NA
"25",25,"anastasia",1997,"g",94,"animation, adventure, drama",7.1,"59","the last surviving child of the russian royal family joins two con men to reunite with her grandmother, the dowager empress, while the undead rasputin seeks her death.","don bluth, gary goldman","meg ryan, john cusack, christopher lloyd, kelsey grammer",95015,NA
"26",26,"face/off",1997,"r",138,"action, crime, sci-fi",7.3,"82","in order to foil an extortion plot, an fbi agent undergoes a facial transplant surgery and assumes the identity and physical appearance of a terrorist, but the plan turns from bad to worse when the same terrorist impersonates the fbi agent.","john woo","john travolta, nicolas cage, joan allen, alessandro nivola",303371,NA
"27",27,"jackie brown",1997,"r",154,"crime, drama, thriller",7.5,"64","a middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.","quentin tarantino","pam grier, samuel l. jackson, robert forster, bridget fonda",259214,NA
"28",28,"selena",1997,"pg",127,"biography, drama, music",6.7,"67","the true story of selena quintanilla-perez, a texas-born tejano singer who rose from cult status to performing at the astrodome, as well as having chart topping albums on the latin music charts.","gregory nava","jennifer lopez, edward james olmos, jon seda, jackie guerra",20711,NA
"29",29,"the lost world: jurassic park",1997,"pg-13",129,"action, adventure, sci-fi",6.5,"59","a research team is sent to the jurassic park site b island to study the dinosaurs there while another team approaches with another agenda.","steven spielberg","jeff goldblum, julianne moore, pete postlethwaite, vince vaughn",306857,NA
"30",30,"my best friend's wedding",1997,"pg-13",105,"comedy, drama, romance",6.3,"50","when a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.","p.j. hogan","julia roberts, dermot mulroney, cameron diaz, rupert everett",106889,NA
"31",31,"liar liar",1997,"pg-13",86,"comedy, fantasy",6.8,"70","a fast-track lawyer can't lie for 24 hours due to his son's birthday wish after he turns his son down for the last time.","tom shadyac","jim carrey, maura tierney, justin cooper, cary elwes",239321,NA
"32",32,"mrs brown",1997,"pg",101,"biography, drama, history",7.3,"71","queen victoria is deeply depressed after the death of her husband, disappearing from public. her servant brown, who adores her, through caress and admiration brings her back to life, but ...                see full summary »","john madden","judi dench, billy connolly, geoffrey palmer, antony sher",11712,NA
"33",33,"midnight in the garden of good and evil",1997,"r",155,"crime, drama, mystery",6.6,"57","a visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.","clint eastwood","john cusack, kevin spacey, jack thompson, irma p. hall",33445,NA
"34",34,"con air",1997,"r",115,"action, crime, thriller",6.8,"52","newly paroled ex-con and former u.s. ranger cameron poe finds himself trapped in a prisoner transport plane when the passengers seize control.","simon west","nicolas cage, john cusack, john malkovich, colm meaney",240494,NA
"35",35,"air force one",1997,"r",124,"action, drama, thriller",6.5,"61","hijackers seize the plane carrying the president of the united states and his family, but he - an ex-soldier - works from hiding to defeat them.","wolfgang petersen","harrison ford, gary oldman, glenn close, wendy crewson",156480,NA
"36",36,"tomorrow never dies",1997,"pg-13",119,"action, adventure, thriller",6.5,"52","james bond heads to stop a media mogul's plan to induce war between china and the uk in order to obtain exclusive global media coverage.","roger spottiswoode","pierce brosnan, jonathan pryce, michelle yeoh, teri hatcher",158452,NA
"37",37,"spawn",1997,"r",96,"action, horror",5.2,"34","an elite mercenary is killed, but comes back from hell as a reluctant soldier of the devil.","mark a.z. dippé","john leguizamo, michael jai white, martin sheen, theresa randle",56506,NA
"38",38,"lost highway",1997,"r",134,"mystery, thriller",7.6,"52","after a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life.","david lynch","bill pullman, patricia arquette, john roselius, louis eppolito",108300,NA
"39",39,"funny games",1997,"unrated",108,"crime, drama, thriller",7.6,"69","two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.","michael haneke","susanne lothar, ulrich mühe, arno frisch, frank giering",49689,NA
"40",40,"the rainmaker",1997,"pg-13",135,"crime, drama, thriller",7.1,"72","an underdog lawyer takes on a fraudulent insurance company.","francis ford coppola","matt damon, danny devito, claire danes, jon voight",50364,NA
"41",41,"perfect blue",1997,"r",81,"animation, horror, mystery",7.9,NA,"a retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.","satoshi kon","junko iwao, rica matsumoto, shinpachi tsuji, masaaki ôkura",34473,NA
"42",42,"gummo",1997,"r",89,"comedy, drama",6.7,"19","lonely residents of a tornado-stricken ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives.","harmony korine","nick sutton, jacob sewell, lara tosh, jacob reynolds",26561,NA
"43",43,"vegas vacation",1997,"pg",93,"comedy",5.9,"20","in the fourth outing for the vacation franchise, the griswolds have to survive vegas fever when they go to las vegas for a fun family vacation.","stephen kessler","chevy chase, beverly d'angelo, randy quaid, ethan embry",36405,NA
"44",44,"the postman",1997,"r",177,"action, adventure, drama",6,"29","a nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic america.","kevin costner","kevin costner, will patton, larenz tate, olivia williams",60076,NA
"45",45,"anaconda",1997,"pg-13",89,"action, adventure, horror",4.7,"37","a ""national geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.","luis llosa","jon voight, jennifer lopez, eric stoltz, ice cube",80073,NA
"46",46,"dante's peak",1997,"pg-13",108,"action, adventure, thriller",5.9,"43","a vulcanologist arrives at a countryside town recently named the second most desirable place to live in america, and discovers that the long dormant volcano, dante's peak, may wake up at any moment.","roger donaldson","pierce brosnan, linda hamilton, jamie renée smith, jeremy foley",67644,NA
"47",47,"private parts",1997,"r",109,"biography, comedy, drama",6.8,"67","the autobiographical story of howard stern, the radio rebel who is now also a tv personality, an author and a movie star.","betty thomas","howard stern, mary mccormack, robin quivers, fred norris",30801,NA
"48",48,"orgazmo",1997,"nc-17",94,"comedy, sci-fi",6.2,"48","naive young mormon joe young is recruited to act in porn movies.","trey parker","trey parker, dian bachar, robyn lynne raab, michael dean jacobs",31626,NA
"49",49,"home alone 3",1997,"pg",102,"comedy, crime, family",4.3,NA,"alex pruitt, a young boy of nine living in chicago, fends off thieves who seek a top-secret chip in his toy car to support a north korean terrorist organization's next deed.","raja gosnell","alex d. linz, olek krupa, rya kihlstedt, lenny von dohlen",83917,NA
"50",50,"the edge",1997,"r",117,"action, adventure, drama",6.9,NA,"an intellectual billionaire and two lesser men struggle to band together and survive after getting stranded in the alaskan wilderness with a blood-thirsty kodiak bear hunting them down.","lee tamahori","anthony hopkins, alec baldwin, elle macpherson, harold perrineau",59718,NA
"51",51,"mimic",1997,"r",105,"horror, sci-fi",5.9,"55","three years ago, entomologist dr. susan tyler genetically created an insect to kill cockroaches carrying a virulent disease. now, the insects are out to destroy their only predator, mankind.","guillermo del toro","mira sorvino, jeremy northam, alexander goodwin, giancarlo giannini",39443,NA
"52",52,"the full monty",1997,"r",91,"comedy, drama",7.2,"75","six unemployed steel workers form a male striptease act. the women cheer them on to go for ""the full monty"" - total nudity.","peter cattaneo","robert carlyle, tom wilkinson, mark addy, william snape",87333,NA
"53",53,"amistad",1997,"r",155,"drama, history",7.3,"63","in 1839, the revolt of mende captives aboard a spanish owned ship causes a major controversy in the united states when the ship is captured off the coast of long island. the courts must decide whether the mende are slaves or legally free.","steven spielberg","djimon hounsou, matthew mcconaughey, anthony hopkins, morgan freeman",61018,NA
"54",54,"two girls and a guy",1997,"nc-17",84,"comedy, drama",5.6,"66","two girls, carla and lou meet on the street outside a loft waiting for their boyfriends. in a short time, they find out that they're waiting for the same guy - young actor blake, who said ...                see full summary »","james toback","robert downey jr., heather graham, natasha gregson wagner, angel david",6233,NA
"55",55,"the devil's own",1997,"r",111,"action, crime, drama",6.1,"53","a police officer uncovers the real identity of his house-guest, an i.r.a. terrorist in hiding.","alan j. pakula","harrison ford, brad pitt, margaret colin, rubén blades",49600,NA
"56",56,"seven years in tibet",1997,"pg-13",136,"adventure, biography, drama",7,"55","true story of heinrich harrer, an austrian mountain climber who became friends with the dalai lama at the time of china's takeover of tibet.","jean-jacques annaud","brad pitt, david thewlis, bd wong, mako",104348,NA
"57",57,"kiss the girls",1997,"r",115,"crime, drama, mystery",6.6,"46","police hunting for a serial kidnapper are helped when a victim manages to escape for the first time.","gary fleder","morgan freeman, ashley judd, cary elwes, alex mcarthur",54747,NA
"58",58,"children of heaven",1997,"pg",89,"drama, family",8.4,NA,"after a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. when he can't, he tries a new way to ""win"" a new pair.","majid majidi","mohammad amir naji, amir farrokh hashemian, bahare seddiqi, nafise jafar-mohammadi",38232,NA
"59",59,"jungle 2 jungle",1997,"pg",105,"comedy, family",5.1,NA,"a man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to new york city, turning his life upside down in the process.","john pasquin","tim allen, martin short, jobeth williams, lolita davidovich",19490,NA
"60",60,"mortal kombat: annihilation",1997,"pg-13",95,"action, adventure, fantasy",3.7,"11","a group of martial arts warriors have only six days to save the earth from an extra-dimensional invasion.","john r. leonetti","robin shou, talisa soto, james remar, sandra hess",39047,NA
"61",61,"open your eyes",1997,"r",117,"drama, mystery, romance",7.8,NA,"a very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.","alejandro amenábar","eduardo noriega, penélope cruz, chete lera, fele martínez",56238,NA
"62",62,"romy and michele's high school reunion",1997,"r",92,"comedy",6.2,"59","two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.","david mirkin","mira sorvino, lisa kudrow, janeane garofalo, alan cumming",36173,NA
"63",63,"george of the jungle",1997,"pg",92,"action, adventure, comedy",5.4,"53","a man raised in the jungle by apes falls in love with a wealthy american heiress.","sam weisman","brendan fraser, leslie mann, thomas haden church, richard roundtree",60549,NA
"64",64,"bean",1997,"pg-13",89,"adventure, comedy, family",6.4,"52","the bumbling mr. bean travels to america when he is given the responsibility of bringing a highly valuable painting to a los angeles museum.","mel smith","rowan atkinson, peter macnicol, john mills, pamela reed",81833,NA
"65",65,"money talks",1997,"r",97,"action, comedy, crime",6.2,NA,"sought by police and criminals, a small-time huckster makes a deal with a tv newsman for protection.","brett ratner","charlie sheen, chris tucker, heather locklear, elise neal",23874,NA
"66",66,"chasing amy",1997,"r",113,"comedy, drama, romance",7.3,"71","holden and banky are comic book artists. everything's going good for them until they meet alyssa, also a comic book artist. holden falls for her, but his hopes are crushed when he finds out she's a lesbian.","kevin smith","ben affleck, joey lauren adams, ethan suplee, scott mosier",120029,NA
"67",67,"g.i. jane",1997,"r",125,"action, drama, war",5.9,"62","a female senator succeeds in enrolling a woman into combined reconnaissance team training where everyone expects her to fail.","ridley scott","demi moore, viggo mortensen, anne bancroft, jason beghe",64535,NA
"68",68,"mousehunt",1997,"pg",98,"comedy, family",6.4,"54","two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.","gore verbinski","nathan lane, lee evans, vicki lewis, maury chaykin",44442,NA
"69",69,"the saint",1997,"pg-13",116,"action, adventure, romance",6.2,"50","simon templar (the saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the russian government, as well as the woman who holds its secret.","phillip noyce","val kilmer, elisabeth shue, rade serbedzija, valeriy nikolaev",54713,NA
"70",70,"good burger",1997,"pg",95,"comedy, family",5.7,NA,"two dim-witted teenagers are forced to save the fast food restaurant they work at from going out of business, despite a new-and-improved burger joint opening across the street that want to be the ""top dog"" in the fast food industry.","brian robbins","kel mitchell, kenan thompson, sinbad, abe vigoda",22378,NA
"71",71,"cop land",1997,"r",105,"crime, drama, thriller",6.9,"64","the sheriff of a suburban new jersey community populated by new york city police officers slowly discovers the town is a front for mob connections and corruption.","james mangold","sylvester stallone, harvey keitel, ray liotta, robert de niro",74289,NA
"72",72,"the peacemaker",1997,"r",124,"action, thriller",5.9,"43","a us army colonel and a civilian woman supervising him must track down stolen russian nuclear weapons before they're used by terrorists.","mimi leder","george clooney, nicole kidman, marcel iures, aleksandr baluev",48654,NA
"73",73,"an american werewolf in paris",1997,"r",105,"comedy, fantasy, horror",5.1,"31","an american man unwittingly gets involved with french werewolves who have developed a serum allowing them to transform at will.","anthony waller","tom everett scott, julie delpy, vince vieluf, phil buckman",20332,NA
"74",74,"the ice storm",1997,"r",112,"drama",7.5,"72","in suburban new canaan, connecticut, 1973, middle class families experimenting with casual sex and substance abuse find their lives beyond their control.","ang lee","kevin kline, joan allen, sigourney weaver, henry czerny",48659,NA
"75",75,"the borrowers",1997,"pg",89,"adventure, comedy, family",5.8,NA,"a secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.","peter hewitt","john goodman, jim broadbent, mark williams, celia imrie",17427,NA
"76",76,"conspiracy theory",1997,"r",135,"action, mystery, thriller",6.7,"49","a man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. unfortunately, in order to save himself, he has to figure out which theory it is.","richard donner","mel gibson, julia roberts, patrick stewart, cylk cozart",81871,NA
"77",77,"grosse pointe blank",1997,"r",107,"action, comedy, crime",7.4,"76","martin blank is a professional assassin. he is sent on a mission to a small detroit suburb, grosse pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.","george armitage","john cusack, minnie driver, dan aykroyd, joan cusack",77936,NA
"78",78,"absolute power",1997,"r",121,"action, crime, drama",6.7,"52","a career thief witnesses a horrific crime involving the u.s. president.","clint eastwood","clint eastwood, gene hackman, ed harris, laura linney",42625,NA
"79",79,"the relic",1997,"r",110,"horror, mystery, sci-fi",5.7,"55","a homicide detective and an anthropologist try to destroy a south american lizard-like god, who's on a people eating rampage in a chicago museum.","peter hyams","penelope ann miller, tom sizemore, linda hunt, james whitmore",20696,NA
"80",80,"wag the dog",1997,"r",97,"comedy, drama",7.1,"73","shortly before an election, a spin-doctor and a hollywood producer join efforts to fabricate a war in order to cover up a presidential sex scandal.","barry levinson","dustin hoffman, robert de niro, anne heche, denis leary",71045,NA
"81",81,"volcano",1997,"pg-13",104,"action, drama, sci-fi",5.4,"55","a volcano erupts in downtown los angeles, threatening to destroy the city.","mick jackson","tommy lee jones, anne heche, gaby hoffmann, don cheadle",62775,NA
"82",82,"wishmaster",1997,"r",90,"fantasy, horror",5.7,NA,"a demonic djinn attempts to grant its owner three wishes, which will allow him to summon his brethren to earth.","robert kurtzman","tammy lauren, andrew divoff, robert englund, chris lemmon",16477,NA
"83",83,"the jackal",1997,"r",124,"action, crime, drama",6.4,"36","an imprisoned ira fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.","michael caton-jones","bruce willis, richard gere, sidney poitier, diane venora",93225,NA
"84",84,"speed 2: cruise control",1997,"pg-13",121,"action, adventure, crime",3.8,"23","a computer hacker breaks into the computer system of the seabourn legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.","jan de bont","sandra bullock, jason patric, willem dafoe, temuera morrison",64438,NA
"85",85,"flubber",1997,"pg",93,"comedy, family, sci-fi",5.2,"37","an absent-minded professor discovers ""flubber"", a rubber-like super-bouncy substance.","les mayfield","robin williams, marcia gay harden, christopher mcdonald, ted levine",70372,NA
"86",86,"rocketman",1997,"pg",95,"comedy, family, sci-fi",5.9,NA,"fred z. randall is a geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to mars as a member of the first manned flight there.","stuart gillard","harland williams, jessica lundy, william sadler, jeffrey demunn",7784,NA
"87",87,"air bud",1997,"pg",98,"comedy, drama, family",5.1,NA,"a young boy and a talented stray dog with an amazing basketball playing ability become instant friends. rebounding from his father's accidental death, 12-year-old josh framm moves with his ...                see full summary »","charles martin smith","michael jeter, kevin zegers, wendy makkena, bill cobbs",13984,NA
"88",88,"u turn",1997,"r",125,"crime, drama, thriller",6.8,"54","a man heading to vegas to pay off his gambling debt before the russian mafia kills him, is forced to stop in an arizona town where everything that can go wrong, does go wrong.","oliver stone","sean penn, jennifer lopez, nick nolte, billy bob thornton",44249,NA
"89",89,"beverly hills ninja",1997,"pg-13",88,"action, comedy",5.5,"27","a man tries to rescue a woman with a little help from his half brother.","dennis dugan","chris farley, nicollette sheridan, robin shou, nathaniel parker",33073,NA
"90",90,"in & out",1997,"pg-13",90,"comedy, romance",6.3,"70","a midwestern teacher questions his sexuality after a former student makes a comment about him at the academy awards.","frank oz","kevin kline, joan cusack, tom selleck, matt dillon",34030,NA
"91",91,"the boxer",1997,"r",113,"drama, romance, sport",7.1,"75","young danny flynn is released from prison after 14 years after ""taking the rap"" for the ira and tries to rebuild his life in his old belfast neighborhood.","jim sheridan","daniel day-lewis, daragh donnelly, frank coughlan, sean kearns",15528,NA
"92",92,"the castle",1997,"r",85,"comedy, drama",7.7,NA,"a working-class family from melbourne, australia fights city hall after being told they must vacate their beloved family home to allow for infrastructural expansion.","rob sitch","michael caton, anne tenney, stephen curry, anthony simcoe",12816,NA
"93",93,"picture perfect",1997,"pg-13",105,"comedy, drama, romance",5.5,"44","a young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.","glenn gordon caron","jennifer aniston, jay mohr, kevin bacon, olympia dukakis",16955,NA
"94",94,"breakdown",1997,"r",93,"action, crime, drama",6.9,"73","a man searches for his missing wife after his car breaks down in the middle of the desert.","jonathan mostow","kurt russell, j.t. walsh, kathleen quinlan, m.c. gainey",41117,NA
"95",95,"wild america",1997,"pg",106,"action, adventure, comedy",6.3,NA,"three brothers who are obsessed with animals are given permission from their parents to travel around america with a camera documenting wildlife.","william dear","jonathan taylor thomas, devon sawa, scott bairstow, frances fisher",5783,NA
"96",96,"soul food",1997,"r",115,"comedy, drama",7,"68","one person can keep a family together and, when that one person is gone, a family can be torn apart.","george tillman jr.","vanessa williams, vivica a. fox, nia long, michael beach",5793,NA
"97",97,"fools rush in",1997,"pg-13",109,"comedy, drama, romance",6,"37","after a one night stand with alex, isabel realizes that she is pregnant and they decide to get married. however, along with the marriage comes compromise of one's own cultural traditions.","andy tennant","matthew perry, salma hayek, jon tenney, carlos gómez",29060,NA
"98",98,"b*a*p*s",1997,"pg-13",91,"comedy",4.1,NA,"two tacky homegirls move to l.a. to become dancers; instead they scam a dying millionaire but eventually become b*a*p*s (black american princesses).","robert townsend","halle berry, natalie desselle reid, martin landau, ian richardson",3010,NA
"99",99,"another nine & a half weeks",1997,"r",105,"drama, romance",2.8,NA,"when john travels to paris to attend an art sale hosted by his old flame, he begins a torrid affair with a gorgeous woman (angie everhart) who used to be her best friend. as the erotic ...                see full summary »","anne goursaud","mickey rourke, agathe de la fontaine, angie everhart, steven berkoff",3737,NA
"100",100,"nothing to lose",1997,"r",98,"action, adventure, comedy",6.7,NA,"when a man (robbins) believes he has discovered that his wife is having an affair with his boss, it sets off a chain reaction of events. first he wanders into a ghetto where a robber (...                see full summary »","steve oedekerk","martin lawrence, tim robbins, john c. mcginley, giancarlo esposito",38264,NA
