"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"11",11,"little orphant annie",1918,NA,57,"drama",7,NA,"surrounded by a group of children, poet james whitcomb riley narrates the story of little orphant annie, who loses her mother at an early age and is sent to an orphanage. annie charms the ...                see full summary »","colin campbell","colleen moore, tom santschi, harry lonsdale, eugenie besserer",30,NA
"12",12,"the house of hate",1918,NA,NA,NA,NA,NA,"a young heiress of an american gun factory is threatened by a masked man after her father was murdered. this criminal might be a member of her family or a german agent, who wants to get ...                see full summary »","george b. seitz","pearl white, antonio moreno, john webb dillion, paul clerget",8,NA
"13",13,"salome",1918,NA,80,"drama",5.8,NA,"when herodias divorces her husband and marries his brother herod antipas, governor of judea, the prophet john the baptist protests and is imprisoned. salome, daughter of herodias and both ...                see full summary »","j. gordon edwards","theda bara, g. raymond nye, alan roscoe, herbert heyes",19,NA
"14",14,"otets sergiy",1918,NA,112,"biography, drama, history",7,NA,"prince kasatsky is a just and proud youth, shock and disappointment with the world bring him to church, he becomes father sergius. it is a story of his piety and temptation.","yakov protazanov, alexandre volkoff","ivan mozzhukhin, olga kondorova, v. dzheneyeva, vladimir gajdarov",320,NA
"15",15,"the blue bird",1918,NA,75,"fantasy",6.9,NA,"two peasant children, mytyl and tyltyl, are led by berylune, a fairy, to search for the blue bird of happiness. berylune gives tyltyl a cap with a diamond setting, and when tyltyl turns the...                see full summary »","maurice tourneur","tula belle, robin macdougall, edwin e. reed, emma lowry",616,NA
"16",16,"riders of the purple sage",1918,NA,57,NA,NA,NA,"lassiter, a texas ranger, goes after the sect which has abducted his sister millie. during his search, he encounters jane withersteen, who owns a rich estate. lassiter saves a man named ...                see full summary »","frank lloyd",NA,NA,NA
"17",17,"the forbidden city",1918,NA,62,"drama, romance",6.5,NA,"a chinese mandarin hopes to regain favor with the emporer by betrothing her to him, but he doesn't know she's secretly married to the american consul and pregnant.","sidney franklin","norma talmadge, thomas meighan, e. alyn warren, michael rayle",252,NA
"18",18,"mickey",1918,NA,93,"comedy, drama",7.1,NA,"mickey, an orphan who has been brought up in a mining settlement, is sent to new york to live with her aunt.","f. richard jones, james young","mabel normand, george nichols, laura la varnie, lew cody",934,NA
"19",19,"the squaw man",1918,NA,60,"western",4.8,NA,"captain wynnegate leaves england, accepting the blame for embezzling charity funds though knowing that his cousin sir henry is guilty. out west he and the indian girl nat-u-rich save each ...                see full summary »","cecil b. demille","elliott dexter, ann little, katherine macdonald, theodore roberts",12,NA
"20",20,"the married virgin",1918,NA,71,"drama",6.5,NA,"an already engaged young woman is blackmailed into marrying a count in order to save her father from imprisonment.","joseph maxwell","vera sisson, rudolph valentino, frank newburg, kathleen kirkham",586,NA
"21",21,"chase me charlie",1918,NA,NA,NA,NA,NA,"chase me charlie was an anthology consisting of excerpts from several of chaplin's short films made for the essanay company, including the tramp, shanghaied, in the park and the bank.","charles chaplin, langford reed","charles chaplin, edna purviance, leo white, ben turpin",72,NA
"22",22,"my four years in germany",1918,NA,NA,NA,NA,NA,"the experiences of the american ambassador to germany, james gerard, are recounted in this semi-documentary.","william nigh","halbert brown, willard dashiell, louis dean, earl schenck",26,NA
"23",23,"le ballon rouge",1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,"tih minh",1918,NA,418,"adventure, mystery",7.4,NA,"jacques d'athys, a french adventurer, returns to his home in nice after an expedition to indochina where he has picked up a eurasian fiancée and a book that, unbeknownst to him, contains a ...                see full summary »","louis feuillade","mary harald, rené cresté, georges biscot, édouard mathé",188,NA
"25",25,"la dixième symphonie",1918,NA,80,"drama",6.1,NA,"composer enrid damor knows nothing of the past life of his new wife eve dinant : she lived as a debauchee with an adventurer, fred ryce. fred ryce meets damor's daughter, claire, and tries ...                see full summary »","abel gance","séverin-mars, jean toulout, emmy lynn, andré lefaur",92,NA
"26",26,"hell bent",1918,NA,50,"western",6.4,NA,"add a plot","john ford","harry carey, duke r. lee, neva gerber, vester pegg",51,NA
"27",27,"the romance of tarzan",1918,NA,70,"action, adventure",6.9,NA,"tarzan and jane are to sail for england. they are attacked by natives and tarzan is believed to have been killed. the greystoke relatives return to england, the porters (jane's family) goes...                see full summary »","wilfred lucas","elmo lincoln, enid markey, thomas jefferson, cleo madison",17,NA
"28",28,"las máscaras negras",1918,NA,146,NA,NA,NA,"add a plot","josé maría codina, juan maría codina",NA,NA,NA
"29",29,"mästerkatten i stövlar",1918,NA,NA,NA,NA,NA,"add a plot","john w. brunius","sam ask, gustaf bengtsson, john w. brunius, palle brunius",5,NA
"30",30,"the brass bullet",1918,NA,NA,NA,NA,NA,"add a plot","ben f. wilson",NA,NA,NA
"31",31,"eye for eye",1918,NA,70,"drama, romance",6.7,NA,"the daughter of an arab sheik falls in love with a french naval officer, thus breaking the strict rule of social law of her people, as well as her religion. she follows him to france, where...                see full summary »","albert capellani, alla nazimova","alla nazimova, charles bryant, donald gallaher, sally crute",6,NA
"32",32,"the greatest thing in life",1918,NA,70,"drama, romance, war",6.8,NA,"jeannette peret, daughter of a cigar-store owner, leaves her greenwich village home for france in hopes of finding there the love which eludes her at home. she becomes enamored of le bebe, ...                see full summary »","d.w. griffith","david butler, lillian gish, robert harron, peaches jackson",16,NA
"33",33,"the kaiser, the beast of berlin",1918,NA,70,"drama, history, war",5.7,NA,"a propagandistic view of the first world war, showing the political greed of the german kaiser wilhelm, the resistance of some of his own soldiers, and fanciful prediction of the nature of ...                see full summary »","rupert julian","rupert julian, elmo lincoln, nigel de brulier, lon chaney",16,NA
"34",34,"the great love",1918,NA,70,"drama, war",6.8,NA,"an idealistic young american during world war i, itching to fight the germans and not wanting to wait until the u. s. joined the war, journeys to canada and enlists in the british army. he ...                see full summary »","d.w. griffith","george fawcett, lillian gish, robert harron, gloria hope",12,NA
"35",35,"lost on dress parade",1918,NA,NA,NA,NA,NA,"towers chandler saves a little out of his weekly pay from an architect's office and uses it to have a night on the town every few weeks. on one outing he meets a shop girl. when he boasts ...                see full summary »","martin justice",NA,NA,NA
"36",36,"the eagle's eye",1918,NA,600,NA,NA,NA,"a criminologist and a government agent team up to expose a ring of german spies.","george lessey, wellington a. playter, leopold wharton, theodore wharton",NA,NA,NA
"37",37,"il lupo e la sirenetta",1918,NA,NA,NA,NA,NA,"add a plot","emilio graziani-walter",NA,NA,NA
"38",38,"heart of humanity",1918,NA,110,"drama, war",5.7,NA,"an american woman is terrorized by the ravages of war and a lecherous prussian lieutenant when she becomes a red cross nurse overseas during the great war.","allen holubar","dorothy phillips, william stowell, robert anderson, walt whitman",41,NA
"39",39,"the whispering chorus",1918,"not rated",86,"drama",6.6,NA,"john trimble has embezzled and obtains another identity by having a mutilated body buried in his place. he is later arrested for murdering himself. during the trial his mother, before dying...                see full summary »","cecil b. demille","raymond hatton, kathlyn williams, edythe chapman, elliott dexter",202,NA
"40",40,"to hell with the kaiser!",1918,NA,70,NA,NA,NA,"a farce in which the german kaiser and the crown prince are defeated made sport of by a plucky american girl and several american prisoners of war.","george irving",NA,NA,NA
"41",41,"heredity",1918,NA,50,NA,NA,NA,"add a plot","william p.s. earle",NA,NA,NA
"42",42,"queen of the sea",1918,NA,50,"fantasy",5.4,NA,"add a plot","john g. adolfi","annette kellerman, hugh thompson, mildred keats, walter law",5,NA
"43",43,"the goat",1918,NA,50,NA,NA,NA,"chuck mccarthy is a stunt double for movie actor marmaduke x. caruthers, and as such suffers all the indignities and injuries that the public thinks are being overcome by caruthers. chuck ...                see full summary »","donald crisp",NA,NA,NA
"44",44,"station content",1918,NA,50,"drama",6.7,NA,"songstesss, kitty manning leaves her husband and takes up with his boss, a railroad president. she has second thoughts and redeems herself by preventing a train wreck and is able to save ...                see full summary »","arthur hoyt","gloria swanson, lee hill, arthur millett, nellie allen",12,NA
"45",45,"wolves of kultur",1918,NA,182,"action, adventure",6.2,NA,"add a plot","joseph a. golden","leah baird, charles hutchison, sheldon lewis, betty howe",11,NA
"46",46,"a pair of silk stockings",1918,NA,60,"comedy, romance",6.5,NA,"a pair of silk stockings is a 1918 american silent marital comedy film starring constance talmadge and harrison ford. it was directed by walter edwards and produced and distributed by ...                see full summary »","walter edwards","constance talmadge, harrison ford, wanda hawley, vera doria",440,NA
"47",47,"wild women",1918,NA,50,"comedy, western",4.4,NA,"cheyenne harry and his pals, bent on helping their friend rawhide jack, attend a rodeo with the intent to win the prize and to hand the winnings over to jack. harry is the successful winner...                see full summary »","john ford","harry carey, molly malone, martha mattox, ed jones",22,NA
"48",48,"ein nächtliches ereignis",1918,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"49",49,"the lure of the circus",1918,NA,54,NA,NA,NA,"add a plot","j.p. mcgowan",NA,NA,NA
"50",50,"boston blackie's little pal",1918,NA,NA,NA,NA,NA,"add a plot","e. mason hopper","bert lytell, rhea mitchell, rosemary theby, joey jacobs",6,NA
"51",51,"shifting sands",1918,NA,60,"drama",7.4,NA,"marcia grey is wrongly convicted on trumped-up evidence of a german. after serving her term, she rebuilds her life and marries well. the german then attempts to blackmail her into helping ...                see full summary »","albert parker","gloria swanson, joe king, harvey clark, leone carton",642,NA
"52",52,"die ehe der gräfin wetterberg",1918,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"53",53,"the life story of david lloyd george",1918,NA,152,"biography, drama, history",6.8,NA,"bio-pic of britain's world war 1 prime minister.","maurice elvey","norman page, alma reville, ernest thesiger, douglas munro",55,NA
"54",54,"der teilhaber",1918,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"55",55,"one thousand dollars",1918,NA,NA,NA,NA,NA,"add a plot","kenneth s. webb",NA,NA,NA
"56",56,"ein flammentraum",1918,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"57",57,"das gestohlene hotel",1918,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"58",58,"der gelbe schein",1918,NA,NA,NA,NA,NA,"add a plot","eugen illés, victor janson, paul l. stein","pola negri, harry liedtke, victor janson, adolf e. licho",48,NA
"59",59,"mania. die geschichte einer zigarettenarbeiterin",1918,NA,85,"drama",6.1,NA,"add a plot","eugen illés","pola negri, arthur schröder, ernst wendt, werner hollmann",22,NA
"60",60,"rimrock jones",1918,NA,NA,NA,NA,NA,"add a plot","donald crisp",NA,NA,NA
"61",61,"amarilly of clothes-line alley",1918,"unrated",67,"comedy, romance",6.6,NA,"amarilly comes from a large family in a working-class neighborhood. she is happy with her family and her boyfriend terry, a bartender in a cafe. but one day she meets gordon, a sculptor who...                see full summary »","marshall neilan","mary pickford, william scott, kate price, ida waterman",687,NA
"62",62,"the admirable crichton",1918,NA,NA,NA,NA,NA,"when a lord and family are shipwrecked on an island their butler becomes a king.","g.b. samuelson","basil gill, mary dibley, james lindsay, lennox pawle",7,NA
"63",63,"das eskimobaby",1918,NA,65,"comedy",6.7,NA,"young polar explorar brings eskimo ivigtut to his parents in berlin. after experiencing western culture, she finds herself pregnant but the explorer comes to her rescue.","walter schmidthässler","asta nielsen, freddy wingardh",25,NA
"64",64,"the phantom riders",1918,NA,50,"western",4.7,NA,"the head of a band of cattle rustlers is defied, prompting him to call his phantom riders together and route the defier's cattle, and then seek their owner intent on taking his life.","john ford","harry carey, william steele, molly malone, buck connors",21,NA
"65",65,"adam bede",1918,NA,60,NA,NA,NA,"a squire's grandson saves a farmer's niece from the charge of murdering her bastard baby.","maurice elvey",NA,NA,NA
"66",66,"the craving",1918,NA,50,"drama, horror",4.8,NA,"add a plot","francis ford, john ford","francis ford, mae gaston, peter gerald, duke worne",30,NA
"67",67,"az ezredes",1918,NA,NA,NA,NA,NA,"add a plot","michael curtiz","sándor góth, lászló z. molnár, károly huszár, bela lugosi",33,NA
"68",68,"a fight for millions: episode no. 1, the snare",1918,NA,NA,"action, drama",6.8,NA,"add a plot","william duncan","william duncan, edith johnson, joe ryan, willie calles",5,NA
"69",69,"thieves' gold",1918,NA,50,"western",4,NA,"add a plot","john ford","harry carey, molly malone, vester pegg, john cook",20,NA
"70",70,"woman",1918,NA,70,"drama, war",5.9,NA,"a series of stories reflecting the changing position of women in the world, including the familiar tales of adam and eve, messalina and claudius, abelard and heloise, cyrene and the ...                see full summary »","maurice tourneur","warren cook, florence billings, ethel hallor, henry west",8,NA
"71",71,"marriages are made",1918,NA,NA,NA,NA,NA,"add a plot","carl harbaugh",NA,NA,NA
"72",72,"old wives for new",1918,"not rated",60,"drama",6.6,NA,"charles murdock neglects his fat and lazy wife in favor of juliet raeburn but, when juliet's name is involved in murder, he marries viola and takes her to paris.","cecil b. demille","elliott dexter, florence vidor, sylvia ashton, wanda hawley",129,NA
"73",73,"over the top",1918,NA,NA,NA,NA,NA,"add a plot","wilfrid north","arthur guy empey, lois meredith, james morrison, arthur donaldson",5,NA
"74",74,"lili",1918,NA,NA,NA,NA,NA,"add a plot","cornelius hintner","ida andorffy, irén barta, sándor góth, károly huszár",7,NA
"75",75,"the safety curtain",1918,NA,60,"drama, romance",7.5,NA,"puck is a music hall dancer, married to an abusive husband. one night the music hall catches fire. puck is rescued by an army officer and her husband perishes. puck marries the officer and ...                see full summary »","sidney franklin","norma talmadge, eugene o'brien, anders randolf, gladden james",20,NA
"76",76,"the unbeliever",1918,NA,80,"drama, war",6.1,NA,"a wealthy young american, bred to class distinction and racial intolerance, enters the marines during the first world war. in the course of his training and his experiences in the trenches ...                see full summary »","alan crosland","marguerite courtot, raymond mckee, erich von stroheim, kate lester",78,NA
"77",77,"the ghosts of yesterday",1918,NA,72,NA,NA,NA,"after his wife/model has died of starvation with her portrait unfinished, an impoverished artist meets another woman with a striking resemblance to her.","charles miller",NA,NA,NA
"78",78,"lulu",1918,NA,NA,NA,NA,NA,"add a plot","michael curtiz","bela lugosi, klára peterdy, norbert dán, rózsi ilosvay",13,NA
"79",79,"huck and tom",1918,NA,NA,NA,NA,NA,"the adventures of huckleberry finn and tom sawyer.","william desmond taylor","jack pickford, robert gordon, george hackathorne, alice marvin",10,NA
"80",80,"the scarlet drop",1918,NA,50,"drama, western",3.7,NA,"a man declined admission to fight in the american civil war joins a gang of marauders and winds up as a fugitive.","john ford","harry carey, molly malone, vester pegg, betty schade",19,NA
"81",81,"arizona",1918,NA,50,NA,NA,NA,"an army lieutenant at a remote post in arizona tells a young woman that he does not love her, so she contrives to marry his commanding officer, who is also his best friend.","douglas fairbanks, albert parker",NA,NA,NA
"82",82,"headin' south",1918,NA,50,NA,NA,NA,"add a plot","allan dwan, arthur rosson",NA,NA,NA
"83",83,"les travailleurs de la mer",1918,NA,NA,NA,NA,NA,"add a plot","andré antoine, léonard antoine",NA,NA,NA
"84",84,"bound in morocco",1918,NA,64,NA,NA,NA,"a young man traveling in morocco comes to the rescue of a beautiful harem girl.","allan dwan",NA,NA,NA
"85",85,"im lebenswirbel",1918,NA,NA,NA,NA,NA,"marriage between margit and artist erik lind is interrupted by her infatuation with squire *arvid sund. she gives up the relationship because of erik's illness and death. arvid's brother however, brings the two back together.","heinz schall","asta nielsen, bruno eichgrün, walter wolffgram",8,NA
"86",86,"johanna enlists",1918,NA,72,"comedy, romance",6.6,NA,"a young girl, stifling on her father's backwoods farm, is reinvigorated by the arrival of an army regiment, come to train in the area.","william desmond taylor","mary pickford, anne schaefer, fred huntley, monte blue",561,NA
"87",87,"le scandale",1918,NA,NA,NA,NA,NA,"add a plot","jacques de baroncelli",NA,NA,NA
"88",88,"molchi, grust... molchi",1918,NA,45,"drama",6.3,NA,"add a plot","pyotr chardynin, cheslav sabinsky","pyotr chardynin, konstantin khokhlov, vera kholodnaya, ivan khudoleyev",68,NA
"89",89,"a woman's fool",1918,NA,50,"comedy, western",4.1,NA,"add a plot","john ford","harry carey, betty schade, molly malone, millard k. wilson",22,NA
"90",90,"who loved him best?",1918,NA,50,NA,NA,NA,"add a plot","dell henderson",NA,NA,NA
"91",91,"the lady of the dugout",1918,NA,60,"western",6.8,NA,"add a plot","w.s. van dyke","al j. jennings, frank jennings, corinne grant, ben alexander",33,NA
"92",92,"ruggles of red gap",1918,NA,70,NA,NA,NA,"harry leon wilson has written nothing more diverting than this story of the irreproachable english valet who is lost in a poker game to a rough-and-ready westerner and taken to red gap ...                see full summary »","lawrence c. windom",NA,NA,NA
"93",93,"az élet királya",1918,NA,NA,NA,NA,NA,"a corrupt young man somehow keeps his youthful beauty, but a special painting gradually reveals his inner ugliness to all.","alfréd deésy",NA,NA,NA
"94",94,"marion de lorme",1918,NA,NA,NA,NA,NA,"add a plot","henry krauss",NA,NA,NA
"95",95,"99",1918,NA,NA,NA,NA,NA,"add a plot","michael curtiz","victor varconi, lajos réthey, jenö balassa, bela lugosi",13,NA
"96",96,"every mother's son",1918,NA,NA,NA,NA,NA,"add a plot","raoul walsh",NA,NA,NA
"97",97,"the she devil",1918,NA,NA,NA,NA,NA,"lolette ( theda bara ), an exotic and spirited peasant girl lives in the small spanish village of juanguera . although ardently courted by the native swains, and particularly a bandit ...                see full summary »","j. gordon edwards",NA,NA,NA
"98",98,"rai bez adama",1918,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"99",99,"hindle wakes",1918,NA,NA,NA,NA,NA,"a mill girl leaves home rather than marry the owner's son, with whom she spent a holiday.","maurice elvey",NA,NA,NA
"100",100,"le masque de l'amour",1918,NA,NA,NA,NA,NA,"add a plot","rené plaissetty",NA,NA,NA
