"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"32",32,"father of the bride",1991,"pg",105,"comedy, family, romance",6.5,"51","with his oldest daughter's wedding approaching, a father finds himself reluctant to let go.","charles shyer","steve martin, diane keaton, martin short, kimberly williams-paisley",58831,NA
"33",33,"the fisher king",1991,"r",137,"comedy, drama, fantasy",7.6,"61","a former radio dj, suicidally despondent because of a terrible mistake he made, finds redemption in helping a deranged homeless man who was an unwitting victim of that mistake.","terry gilliam","jeff bridges, robin williams, adam bryant, paul lombardi",68130,NA
"34",34,"star trek vi: the undiscovered country",1991,"pg",113,"action, adventure, sci-fi",7.2,"65","on the eve of retirement, kirk and mccoy are charged with assassinating the klingon high chancellor and imprisoned. the enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.","nicholas meyer","william shatner, leonard nimoy, deforest kelley, james doohan",59929,NA
"35",35,"where the day takes you",1991,"r",105,"crime, drama, thriller",6.8,NA,"a group of teen-age runaways try to survive in the streets of los angeles. drugs, prostitution, violence and bureaucratic indifference all pose threats to the kids, who nevertheless prefer ...                see full summary »","marc rocco","dermot mulroney, robert knepper, laura san giacomo, sean astin",2566,NA
"36",36,"double impact",1991,"r",110,"action, crime",5.5,NA,"twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.","sheldon lettich","jean-claude van damme, geoffrey lewis, alonna shaw, corinna everson",31789,NA
"37",37,"dutch",1991,"pg-13",107,"comedy, drama",6.4,NA,"to get to know his girlfriend's son, a working-class good guy volunteers to pick him up from a prep school, only to learn that her son isn't the nicest kid.","peter faiman","ed o'neill, ethan embry, jobeth williams, christopher mcdonald",10093,NA
"38",38,"city slickers",1991,"pg-13",113,"comedy",6.7,"70","on the verge of turning 40, an unhappy manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.","ron underwood","billy crystal, jack palance, daniel stern, bruno kirby",41599,NA
"39",39,"barton fink",1991,"r",116,"comedy, drama, thriller",7.7,"69","a renowned new york playwright is enticed to california to write for the movies and discovers the hellish truth of hollywood.","joel coen, ethan coen","john turturro, john goodman, judy davis, michael lerner",96583,NA
"40",40,"don't tell mom the babysitter's dead",1991,"pg-13",102,"comedy",6.1,NA,"five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.","stephen herek","christina applegate, joanna cassidy, john getz, josh charles",23210,NA
"41",41,"what about bob?",1991,"pg",99,"comedy",7,"60","a successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation.","frank oz","bill murray, richard dreyfuss, julie hagerty, charlie korsmo",53982,NA
"42",42,"the commitments",1991,"r",118,"comedy, drama, music",7.6,NA,"when jimmy rabbitte wants to start a band, he has open auditions at his house.","alan parker","robert arkins, michael aherne, angeline ball, maria doyle kennedy",27922,NA
"43",43,"the man in the moon",1991,"pg-13",99,"drama, romance",7.4,NA,"a coming of age story set in the south of usa when elvis was king.","robert mulligan","sam waterston, tess harper, gail strickland, reese witherspoon",13045,NA
"44",44,"drop dead fred",1991,"pg-13",103,"comedy, drama, fantasy",5.8,NA,"a young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.","ate de jong","phoebe cates, rik mayall, marsha mason, tim matheson",23264,NA
"45",45,"career opportunities",1991,"pg-13",83,"comedy, romance",5.9,NA,"josie, the daughter of the town's wealthiest businessman, faces problems at home and wishes to leave home, but is disorientated. her decision is finalized after she falls asleep in a target...                see full summary »","bryan gordon","frank whaley, jennifer connelly, dermot mulroney, kieran mulroney",7622,NA
"46",46,"bugsy",1991,"r",136,"biography, crime, drama",6.8,NA,"the story of how bugsy siegel started las vegas.","barry levinson","warren beatty, annette bening, harvey keitel, ben kingsley",22309,NA
"47",47,"backdraft",1991,"r",137,"action, crime, drama",6.7,"38","two chicago firefighter brothers who don't get along have to work together while a dangerous arsonist is on the loose.","ron howard","kurt russell, william baldwin, robert de niro, donald sutherland",61952,NA
"48",48,"the indian runner",1991,"r",127,"drama",7.1,NA,"a vietnam vet comes home to his small town and finds himself in conflict with rules that his brother has vowed to uphold.","sean penn","david morse, viggo mortensen, valeria golino, patricia arquette",7283,NA
"49",49,"delicatessen",1991,"r",99,"comedy, crime",7.7,"66","post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.","marc caro, jean-pierre jeunet","marie-laure dougnac, dominique pinon, pascal benezech, jean-claude dreyfus",70584,NA
"50",50,"the naked gun 2½: the smell of fear",1991,"pg-13",85,"comedy, crime",6.8,"65","lieutenant drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.","david zucker","leslie nielsen, priscilla presley, george kennedy, o.j. simpson",89634,NA
"51",51,"new jack city",1991,"r",97,"action, crime, drama",6.6,"61","a crime lord ascends to power and becomes megalomaniacal while a maverick police detective vows to stop him.","mario van peebles","wesley snipes, ice-t, allen payne, chris rock",25995,NA
"52",52,"teenage mutant ninja turtles ii: the secret of the ooze",1991,"pg",88,"action, adventure, comedy",6,NA,"the turtles and the shredder battle once again, this time for the last canister of the ooze that created the turtles, with which shredder wants to unleash an army of new mutants.","michael pressman","paige turco, david warner, michelan sisti, leif tilden",45069,NA
"53",53,"samurai cop",1991,"unrated",96,"action, crime, thriller",4.7,NA,"joe marshall and frank washington are two police detectives who must stop the ruthless activities of the katana, a renegade yakuza gang composed of violent and sadistic killers who want to lead the drug trade in los angeles","amir shervan","robert z'dar, mathew karedas, janis farley, mark frazer",4037,NA
"54",54,"regarding henry",1991,"pg-13",108,"drama, romance",6.7,"47","after being shot, a man loses his memory and must relearn speech and mobility, but he has a loving family to support him.","mike nichols","harrison ford, annette bening, michael haley, stanley swerdlow",25132,NA
"55",55,"bill & ted's bogus journey",1991,"pg",93,"adventure, comedy, fantasy",6.2,"60","a tyrant from the future creates evil android doubles of bill and ted and sends them back to eliminate the originals.","peter hewitt","keanu reeves, alex winter, william sadler, joss ackland",53123,NA
"56",56,"necessary roughness",1991,"pg-13",108,"comedy, sport",6.1,NA,"due to ncaa sanctions, the texas state university fightin' armadillos must form a football team from their actual student body, with no scholarships to help, to play their football schedule...                see full summary »","stan dragoti","scott bakula, hector elizondo, robert loggia, harley jane kozak",8780,NA
"57",57,"doc hollywood",1991,"pg-13",104,"comedy, drama, romance",6.1,NA,"a young doctor causes a traffic accident in a small town and is sentenced to work for some days at the town hospital.","michael caton-jones","michael j. fox, julie warner, barnard hughes, woody harrelson",27787,NA
"58",58,"slacker",1991,"r",97,"comedy, drama",7.1,"69","a day in the life of austin, texas as the camera roams from place to place and provides a brief look at the overeducated, the social misfits, the outcasts and the oddballs.","richard linklater","richard linklater, rudy basquez, jean caffeine, jan hockey",16497,NA
"59",59,"oscar",1991,"pg",109,"comedy, crime",6.4,NA,"a gangster attempts to keep the promise he made to his dying father: that he would give up his life of crime and ""go straight"".","john landis","sylvester stallone, ornella muti, peter riegert, chazz palminteri",25257,NA
"60",60,"white fang",1991,"pg",107,"adventure, drama",6.7,NA,"jack london's classic adventure story about the friendship developed between a yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.","randal kleiser","ethan hawke, klaus maria brandauer, seymour cassel, susan hogan",16774,NA
"61",61,"hudson hawk",1991,"r",100,"action, adventure, comedy",5.8,"17","a cat burglar is forced to steal da vinci works of art for a world domination plot.","michael lehmann","bruce willis, danny aiello, andie macdowell, james coburn",45830,NA
"62",62,"dead again",1991,"r",107,"crime, drama, mystery",7,"66","an amnesiac and a private eye find they might have a past life connection.","kenneth branagh","kenneth branagh, emma thompson, andy garcia, derek jacobi",22866,NA
"63",63,"mobsters",1991,"r",104,"crime, drama",5.9,NA,"from start to finish, it's a story of friendship between 4 street-wise males who don't mind using violence to achieve the lives that they want. they trust no one but each other which is vital to their success as mobsters.","michael karbelnikoff","christian slater, patrick dempsey, rodney eastman, costas mandylor",7272,NA
"64",64,"critters 3",1991,"pg-13",86,"comedy, horror, sci-fi",4.3,NA,"the tiny fur ball aliens that will eat anything or anyone set their sights on a los angeles apartment tower.","kristine peterson","john calvin, aimee brooks, christian cousins, joseph cousins",9023,NA
"65",65,"showdown in little tokyo",1991,"r",79,"action, comedy, crime",6.1,NA,"two cops have to work together to bring down the yakuza, while trying to protect a beautiful women.","mark l. lester","dolph lundgren, brandon lee, cary-hiroyuki tagawa, tia carrere",13529,NA
"66",66,"curly sue",1991,"pg",101,"comedy, drama, family",5.7,NA,"a homeless man and his young companion, who survive by conning people, meet a woman who may need them even more than they need her.","john hughes","jim belushi, kelly lynch, alisan porter, john getz",17820,NA
"67",67,"defending your life",1991,"pg",112,"comedy, drama, fantasy",7.3,NA,"in an afterlife way station resembling a block of hotels, the lives of the recently-deceased are examined in a court-like setting.","albert brooks","albert brooks, meryl streep, rip torn, michael durrell",14589,NA
"68",68,"highlander ii: the quickening",1991,"r",91,"action, adventure, fantasy",4.1,NA,"in the future, highlander connor macleod must prevent the destruction of earth under an anti-ozone shield.","russell mulcahy","christopher lambert, sean connery, virginia madsen, michael ironside",38736,NA
"69",69,"the double life of veronique",1991,"r",98,"drama, fantasy, music",7.9,"86","two parallel stories about two identical women; one living in poland, the other in france. they don't know each other, but their lives are nevertheless profoundly connected.","krzysztof kieslowski","irène jacob, wladyslaw kowalski, halina gryglaszewska, kalina jedrusik",32036,NA
"70",70,"dying young",1991,"r",111,"drama, romance",5.9,NA,"after she discovers that her boyfriend has betrayed her, hilary o'neil is looking for a new start and a new job. she begins to work as a private nurse for a young man suffering from blood ...                see full summary »","joel schumacher","julia roberts, campbell scott, vincent d'onofrio, colleen dewhurst",12640,NA
"71",71,"rock-a-doodle",1991,"g",77,"animation, adventure, comedy",6,NA,"in order to defeat the grand duke of owls, a young boy transformed into a cat teams up with a group of barnyard animals to find a rooster who can raise the sun.","don bluth, gary goldman, dan kuenster","glen campbell, christopher plummer, phil harris, eddie deezen",6766,NA
"72",72,"out for justice",1991,"r",91,"action, crime, drama",6,NA,"the gruesome murder of a brooklyn detective will turn the case into a personal vendetta when the deceased's best friend and fellow officer will unleash an all-out attack against a psychotic mafia enforcer's brutal gang.","john flynn","steven seagal, william forsythe, jerry orbach, jo champa",18275,NA
"73",73,"an american tail: fievel goes west",1991,"g",75,"animation, adventure, family",6.5,NA,"a family of emigre mice decide to move out to the west, unaware that they are falling into a trap perpetrated by a smooth talking cat.","phil nibbelink, simon wells","james stewart, john cleese, amy irving, phillip glasser",19056,NA
"74",74,"switch",1991,"r",103,"comedy, fantasy",5.7,NA,"steve brooks is a sexist and the prototype macho. unfortunately one day he is killed by one of his girlfriends. in heaven, though, there is no place for men like him and he is sent back to ...                see full summary »","blake edwards","ellen barkin, jimmy smits, jobeth williams, lorraine bracco",7207,NA
"75",75,"cool as ice",1991,"pg",91,"comedy, music, romance",2.8,NA,"a rap-oriented remake of the wild one (1953), with heavy emphasis on the fact that vanilla ice has assumed the marlon brando role.","david kellogg","vanilla ice, kristin minter, naomi campbell, deezer d",7971,NA
"76",76,"soapdish",1991,"pg-13",97,"comedy, romance",6.5,"65","an ambitious television soap actress connives with her producer to scuttle the career of the show's long-time star, but nothing works as they plan.","michael hoffman","sally field, kevin kline, robert downey jr., cathy moriarty",12379,NA
"77",77,"wild hearts can't be broken",1991,"g",88,"drama, family, romance",7.2,NA,"thrilled by a performance she sees at a fair, sonora tries to land a spot as a daredevil who rides horses off of high dives.","steve miner","gabrielle anwar, michael schoeffling, cliff robertson, dylan kussman",4112,NA
"78",78,"harley davidson and the marlboro man",1991,"r",98,"action, crime, drama",6,NA,"forced by the imminent foreclosure of their friend's bar, two lifelong buddies will decide to rob a bank's armoured car, not knowing that its cargo is not money but a new street drug.","simon wincer","mickey rourke, don johnson, chelsea field, daniel baldwin",15633,NA
"79",79,"frankie and johnny",1991,"r",118,"comedy, drama, romance",6.7,"66","johnny has just been released from prison, and gets a job in a café beside waitress frankie. frankie is a bit of a loner, but johnny is determined their romance will blossom.","garry marshall","al pacino, michelle pfeiffer, hector elizondo, nathan lane",24452,NA
"80",80,"the hard way",1991,"r",111,"action, comedy, crime",6.3,NA,"an action movie star researching a role is allowed to tag along with a hardboiled new york city policeman, who finds him superficial and irritating.","john badham","michael j. fox, james woods, stephen lang, annabella sciorra",15612,NA
"81",81,"he said, she said",1991,"pg-13",115,"comedy, drama, romance",5.6,NA,"dan and lorie are journalists working in the same office. more often than not they have opposing view of the issue in question. deciding that this is hot stuff, a television producer gives ...                see full summary »","ken kwapis, marisa silver","kevin bacon, elizabeth perkins, nathan lane, anthony lapaglia",5320,NA
"82",82,"problem child 2",1991,"pg-13",90,"comedy, family",4.6,NA,"junior's back in his first adventure since his last! junior and ben move to mortville which seems like the perfect town to live in. the healys have a nice new house--and junior get's a cool...                see full summary »","brian levant","john ritter, michael oliver, jack warden, laraine newman",17973,NA
"83",83,"l.a. story",1991,"pg-13",95,"comedy, drama, fantasy",6.7,"66","with the help of a talking freeway billboard, a wacky weatherman tries to win the heart of an english newspaper reporter, who is struggling to make sense of the strange world of early 1990s los angeles.","mick jackson","steve martin, victoria tennant, richard e. grant, sarah jessica parker",26420,NA
"84",84,"rush",1991,"r",120,"action, crime, drama",6.7,NA,"two small-town texas cops go undercover to catch a major drug dealer and are sucked into the drug culture, compromising their assignment.","lili fini zanuck","jason patric, jennifer jason leigh, sam elliott, max perlich",6723,NA
"85",85,"the five heartbeats",1991,"r",121,"drama, music",7.5,NA,"the story of the rise and fall of an african american vocal group.","robert townsend","robert townsend, michael wright, leon, harry lennix",2938,NA
"86",86,"stone cold",1991,"r",92,"action, crime, drama",5.9,NA,"a tough alabama cop is blackmailed by the fbi into going undercover in a violent mississippi biker gang.","craig r. baxley","brian bosworth, lance henriksen, william forsythe, arabella holzbog",5588,NA
"87",87,"only yesterday",1991,"pg",118,"animation, drama, romance",7.7,"90","a twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in tokyo.","isao takahata","miki imai, toshirô yanagiba, yoko honna, mayumi izuka",16333,NA
"88",88,"popcorn",1991,"r",91,"comedy, horror",5.7,NA,"a murderer begins killing off teenagers at a horror movie marathon they have organized in an abandoned theater.","mark herrier, alan ormsby","jill schoelen, tom villard, dee wallace, derek rydall",2848,NA
"89",89,"not without my daughter",1991,"pg-13",116,"drama, thriller",6.2,NA,"an american woman, trapped in islamic iran by her brutish husband, must find a way to escape with her daughter as well.","brian gilbert","sally field, alfred molina, sheila rosenthal, roshan seth",10409,NA
"90",90,"whore",1991,"nc-17",85,"drama",5.5,NA,"the prostitute liz works on the streets of los angeles. she recalls her life in flashback, when she marries an alcoholic man. she leaves him with their son. then she works as waitress in a ...                see full summary »","ken russell","theresa russell, benjamin mouton, antonio fargas, elizabeth morehead",2930,NA
"91",91,"suburban commando",1991,"pg",90,"action, comedy, sci-fi",4.4,NA,"an interstellar hero from a distant world visits earth, and tries to fit in with a mundane, yet kind, suburban family.","burt kennedy","hulk hogan, christopher lloyd, shelley duvall, larry miller",8103,NA
"92",92,"paradise",1991,"pg-13",111,"drama",6.7,NA,"melanie griffith and don johnson (at the time married to each other) play lily and ben reed, a young couple torn apart by a family tragedy. it would take a miracle to rekindle their love ...                see full summary »","mary agnes donoghue","melanie griffith, don johnson, elijah wood, thora birch",2381,NA
"93",93,"raise the red lantern",1991,"pg",125,"drama, history, romance",8.2,NA,"a young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.","yimou zhang","li gong, jingwu ma, saifei he, cuifen cao",22825,NA
"94",94,"ricochet",1991,"r",102,"action, crime, drama",6.1,NA,"a district attorney is terrorized by the criminal he put away years ago when he was a cop.","russell mulcahy","denzel washington, john lithgow, ice-t, kevin pollak",13578,NA
"95",95,"the guyver",1991,"pg-13",88,"sci-fi, action, comedy",4.9,NA,"a young man discovers a mechanical device that merges with his own body, turning him into a cyborg superhero. when strange creatures start appearing, trying to take the device back, he ...                see full summary »","screaming mad george, steve wang","greg joung paik, jimmie walker, peter spellos, michael berryman",3926,NA
"96",96,"shakes the clown",1991,"r",87,"comedy, crime, drama",5.6,NA,"shakes plods about his duties as party clown, and uses all of his free time getting seriously drunk. binky, another clown, wins the spot on a local kiddie show, which depresses shakes even ...                see full summary »","bobcat goldthwait","bobcat goldthwait, julie brown, bruce baum, steve bean",3977,NA
"97",97,"flirting",1991,"r",99,"drama, romance",7.3,NA,"danny has been sent to boarding school, in this sequel to the year my voice broke. against a backdrop of bullying and sadistic teachers danny strikes up an affair with an african girl, ...                see full summary »","john duigan","noah taylor, thandie newton, nicole kidman, bartholomew rose",5066,NA
"98",98,"delirious",1991,"pg",96,"comedy, fantasy",5.8,NA,"a soap opera writer gets hit on the head and wakes up as a character in his own show.","tom mankiewicz","john candy, mariel hemingway, emma samms, raymond burr",6406,NA
"99",99,"the doctor",1991,"pg-13",122,"drama",6.9,NA,"a self-centered doctor is diagnosed with cancer and is able to sympathize with patients and better understand a life outside his career.","randa haines","william hurt, christine lahti, elizabeth perkins, mandy patinkin",4338,NA
"100",100,"if looks could kill",1991,"pg-13",88,"action, comedy",5.7,NA,"when michael corben, along with the rest of his high-school french class, set out for a trip to france, he runs headlong into international intrigue: agent michael corbin has just been ...                see full summary »","william dear","richard grieco, linda hunt, roger rees, robin bartlett",5584,NA
