"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"17",17,"conquest of the planet of the apes",1972,"pg",88,"action, sci-fi",6.1,"49","in a futuristic world that has embraced ape slavery, caesar, the son of the late simians cornelius and zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.","j. lee thompson","roddy mcdowall, don murray, ricardo montalban, natalie trundy",25816,NA
"18",18,"the getaway",1972,"pg",123,"action, crime, thriller",7.5,NA,"a recently released ex-con and his loyal wife go on the run after a heist goes awry.","sam peckinpah","steve mcqueen, ali macgraw, ben johnson, sally struthers",22995,NA
"19",19,"the chinese connection",1972,"r",107,"action, drama, romance",7.4,NA,"a young man seeks vengence for the death of his teacher.","wei lo","bruce lee, nora miao, james tien, maria yi",20338,NA
"20",20,"ben",1972,"pg",94,"horror, thriller",5.3,NA,"a lonely boy befriends ben, the leader of a violent pack of killer rats.","phil karlson","lee montgomery, joseph campanella, arthur o'connell, rosemary murphy",1796,NA
"21",21,"the life and times of judge roy bean",1972,"pg",120,"comedy, drama, romance",7,NA,"in vinegaroon, texas, former outlaw roy bean appoints himself the judge for the region and dispenses his brand of justice as he sees fit.","john huston","paul newman, ava gardner, roy jenson, gary combs",5806,NA
"22",22,"baron blood",1972,"pg",90,"horror",6,NA,"a young man, visiting the castle of a murderous ancestor in austria, accidentally brings his dead relative back to life - searching for new victims.","mario bava","joseph cotten, elke sommer, massimo girotti, luciano pigozzi",2554,NA
"23",23,"silent running",1972,"gp",89,"drama, sci-fi",6.7,NA,"in a future where all flora is extinct on earth, an astronaut is given orders to destroy the last of earth's botany, kept in a greenhouse aboard a spacecraft.","douglas trumbull","bruce dern, cliff potts, ron rifkin, jesse vint",22641,NA
"24",24,"asylum",1972,"pg",88,"horror",6.5,NA,"in order to secure a job at a mental institution, a young psychiatrist must interview four patients inside the asylum.","roy ward baker","barbara parkins, richard todd, sylvia syms, peter cushing",4361,NA
"25",25,"horror express",1972,"r",88,"horror, sci-fi",6.5,NA,"in 1906, in china, a british anthropologist discovers a frozen prehistoric creature and must transport it to europe by train.","eugenio martín","christopher lee, peter cushing, alberto de mendoza, silvia tortosa",6910,NA
"26",26,"the discreet charm of the bourgeoisie",1972,"pg",102,"comedy",8,"93","a surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.","luis buñuel","fernando rey, delphine seyrig, paul frankeur, bulle ogier",30101,NA
"27",27,"fritz the cat",1972,"unrated",78,"animation, comedy, drama",6.3,NA,"a hypocritical swinging college student cat raises hell in a satiric vision of various elements on the 1960s.","ralph bakshi","skip hinnant, rosetta lenoire, john mccurry, judy engles",9048,NA
"28",28,"the mechanic",1972,"pg",100,"action, crime, thriller",7,NA,"an aging hitman befriends a young man who wants to be a professional killer. eventually it becomes clear that someone has betrayed them.","michael winner","charles bronson, jan-michael vincent, keenan wynn, jill ireland",9827,NA
"29",29,"what's up, doc?",1972,"g",94,"comedy",7.8,NA,"the accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.","peter bogdanovich","barbra streisand, ryan o'neal, madeline kahn, kenneth mars",15621,NA
"30",30,"cries & whispers",1972,"r",91,"drama",8.2,NA,"when a woman dying of cancer in early twentieth-century sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.","ingmar bergman","harriet andersson, liv ullmann, kari sylwan, ingrid thulin",22236,NA
"31",31,"sleuth",1972,"pg",138,"mystery, thriller",8.1,NA,"a man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.","joseph l. mankiewicz","laurence olivier, michael caine, alec cawthorne, john matthews",39255,NA
"32",32,"the canterbury tales",1972,"nc-17",111,"comedy, drama, history",6.5,NA,"pasolini's artistic, sometimes violent, always vividly cinematic retelling of some of chaucer's most erotic tales.","pier paolo pasolini","hugh griffith, laura betti, ninetto davoli, franco citti",5211,NA
"33",33,"everything you always wanted to know about sex * but were afraid to ask",1972,"r",88,"comedy",6.8,"66","seven segments related to one another only in that they all purport to be based on sections of the book by david reuben. the segments range from ""do aphrodisiacs work?"" in which a court ...                see full summary »","woody allen","woody allen, gene wilder, louise lasser, john carradine",33646,NA
"34",34,"slaughterhouse-five",1972,"r",104,"comedy, drama, sci-fi",7,NA,"a man named billy pilgrim tells the story of how he became unstuck in time and was abducted by aliens.","george roy hill","michael sacks, ron leibman, eugene roche, sharon gans",10387,NA
"35",35,"1776",1972,"g",141,"drama, family, history",7.6,NA,"a musical retelling of the american revolution's political struggle in the continental congress to declare independence.","peter h. hunt","william daniels, howard da silva, ken howard, donald madden",6651,NA
"36",36,"dr. phibes rises again",1972,"pg",89,"comedy, horror",6.5,NA,"the vengeful doctor rises again, seeking the scrolls of life in an attempt to resurrect his deceased wife.","robert fuest","vincent price, robert quarry, peter cushing, beryl reid",4488,NA
"37",37,"frogs",1972,"pg",91,"horror, mystery, romance",4.3,NA,"a group of hapless victims celebrate a birthday on an island estate crawling with killer amphibians, birds, insects, and reptiles.","george mccowan","ray milland, sam elliott, joan van ark, adam roarke",4830,NA
"38",38,"avanti!",1972,"r",140,"comedy, romance",7.2,NA,"a successful businessman goes to italy to arrange for the return of his tycoon-father's body only to discover dad died with his mistress of long standing.","billy wilder","jack lemmon, juliet mills, clive revill, edward andrews",7631,NA
"39",39,"sisters",1972,"r",93,"horror, mystery, thriller",7,NA,"a journalist witnesses a brutal murder in a neighboring apartment, but the police do not believe that the crime took place. with the help of a private detective, she seeks out the truth.","brian de palma","margot kidder, jennifer salt, charles durning, william finley",11823,NA
"40",40,"virgin witch",1972,"r",88,"horror",4.9,NA,"christine gets her big chance at modeling when she applies at sybil waite's agency. together with christine's sister betty they go to a house in the country for the weekend for a photo ...                see full summary »","ray austin","ann michelle, vicki michelle, keith buckley, patricia haines",813,NA
"41",41,"the heartbreak kid",1972,"pg",106,"comedy, drama, romance",6.9,NA,"three days into his miami honeymoon, new york jewish lenny meets tall, blonde kelly. this confirms him in his opinion that he has made a serious mistake and he decides he wants kelly ...                see full summary »","elaine may","charles grodin, cybill shepherd, jeannie berlin, audra lindley",3096,NA
"42",42,"joe kidd",1972,"pg",88,"western",6.5,"52","an ex-bounty hunter reluctantly helps a wealthy landowner and his henchmen track down a mexican revolutionary leader.","john sturges","clint eastwood, robert duvall, john saxon, don stroud",13640,NA
"43",43,"chato's land",1972,"pg",100,"western",6.7,NA,"in 1870s new mexico, a half-breed kills a bigoted sheriff in self-defense but the posse that eventually hunts him finds itself in dangerous territory.","michael winner","charles bronson, jack palance, james whitmore, simon oakland",3736,NA
"44",44,"play it as it lays",1972,"r",99,"comedy, drama",6.8,NA,"a hollywood actress undergoes a psychic breakdown and recalls the traumatic events which led to her stay at a sanitarium.","frank perry","tuesday weld, anthony perkins, tammy grimes, adam roarke",412,NA
"45",45,"boxcar bertha",1972,"r",88,"crime, drama, romance",6.1,NA,"during the great depression, a union leader and a young woman become criminals to exact revenge on the management of a railroad.","martin scorsese","barbara hershey, david carradine, barry primus, bernie casey",6820,NA
"46",46,"don't torture a duckling",1972,"not rated",105,"horror, mystery, thriller",7.2,NA,"a reporter and a promiscuous young woman try to solve a series of child killings in a remote southern italian town that's rife with superstition and distrust of outsiders.","lucio fulci","florinda bolkan, barbara bouchet, tomas milian, irene papas",5774,NA
"47",47,"beware! the blob",1972,"gp",91,"comedy, horror, sci-fi",4.1,NA,"a technician brings a frozen specimen of the original blob back from the north pole. when his wife accidentally defrosts the thing, it terrorizes the populace, including the local hippies, kittens, and bowlers.","larry hagman","robert walker jr., gwynne gilford, richard stahl, richard webb",1359,NA
"48",48,"play it again, sam",1972,"pg",85,"comedy, romance",7.7,NA,"a neurotic film critic obsessed with the movie casablanca (1942) attempts to get over his wife leaving him by dating again with the help of a married couple and his illusory idol, humphrey bogart.","herbert ross","woody allen, diane keaton, tony roberts, jerry lacy",21385,NA
"49",49,"night of the lepus",1972,"pg",88,"horror, sci-fi, thriller",4,NA,"giant mutant rabbits terrorize the south-west.","william f. claxton","stuart whitman, janet leigh, rory calhoun, deforest kelley",3416,NA
"50",50,"raw meat",1972,"r",87,"horror",6,NA,"there's something pretty grisly going on under london in the tube tunnels between holborn and russell square. when a top civil servant becomes the latest to disappear down there scotland ...                see full summary »","gary sherman","donald pleasence, norman rossington, david ladd, sharon gurney",2838,NA
"51",51,"che?",1972,"r",112,"comedy",5.8,NA,"a young american woman (sydne rome) traveling through italy finds herself in a strange mediterranean villa where nothing seems right. her visit becomes an absurd, decadent, oversexed ...                see full summary »","roman polanski","marcello mastroianni, sydne rome, hugh griffith, romolo valli",2826,NA
"52",52,"your vice is a locked room and only i have the key",1972,"not rated",96,"thriller",6.8,NA,"a series of murders are committed near the estate of a degenerate author and his wife.","sergio martino","edwige fenech, anita strindberg, luigi pistilli, ivan rassimov",2040,NA
"53",53,"the magnificent seven ride!",1972,"pg",100,"action, western",5.6,NA,"forced by personal circumstances, marshal chris adams recruits a writer and five prisoners to help him eliminate a gang of mexican bandits.","george mccowan","lee van cleef, stefanie powers, michael callan, mariette hartley",1982,NA
"54",54,"tutti i colori del buio",1972,"r",88,"horror, thriller",6.8,NA,"a woman recovering from a car accident in which she lost her unborn child finds herself pursued by a coven of devil worshipers.","sergio martino","george hilton, edwige fenech, ivan rassimov, julián ugarte",1960,NA
"55",55,"un flic",1972,"pg",98,"crime, thriller",7.1,"72","bank robbery in small town ends with one of the robbers being wounded. the loot from the robbery is just an asset for the even more spectacular heist. simon, gang leader and paris night ...                see full summary »","jean-pierre melville","alain delon, richard crenna, catherine deneuve, riccardo cucciolla",5806,NA
"56",56,"lady sings the blues",1972,"r",144,"biography, drama, music",7.1,NA,"the story of the troubled life and career of the legendary jazz singer, billie holiday.","sidney j. furie","diana ross, billy dee williams, richard pryor, james t. callahan",3062,NA
"57",57,"vampire circus",1972,"pg",84,"horror",6.5,NA,"as the plague sweeps the countryside, a quarantined village is visited by a mysterious traveling circus. soon, young children begin to disappear, and the locals suspect the circus troupe might be hiding a horrifying secret.","robert young","adrienne corri, thorley walters, anthony higgins, john moulder-brown",2791,NA
"58",58,"season of the witch",1972,"r",130,"drama",5.5,"40","a bored, unhappy suburban housewife gets mixed up in witchcraft and murder.","george a. romero","jan white, raymond laine, ann muffly, joedda mcclain",1606,NA
"59",59,"the big bird cage",1972,"r",88,"action, crime, drama",6.1,NA,"grier and haig are thieving mercenaries who engineer a prison break from the outside.","jack hill","pam grier, anitra ford, candice roman, teda bracci",1625,NA
"60",60,"super fly",1972,"r",93,"action, crime, drama",6.5,NA,"the daily routine of cocaine dealer priest who wants to score one more super deal and retire.","gordon parks jr.","ron o'neal, carl lee, sheila frazier, julius harris",4785,NA
"61",61,"straight on till morning",1972,"r",96,"thriller",6.1,NA,"a timid, withdrawn woman meets a man she believes is finally the love of her life, unaware that he is a vicious serial killer.","peter collinson","rita tushingham, shane briant, james bolam, katya wyeth",726,NA
"62",62,"children shouldn't play with dead things",1972,"pg",87,"comedy, horror",5.5,NA,"six friends in a theatrical troupe dig up a corpse on an abandoned island to use in a mock satanic ritual. it backfires with deadly consequences.","bob clark","alan ormsby, valerie mamches, jeff gillen, anya ormsby",3394,NA
"63",63,"the other",1972,"pg",108,"drama, horror, mystery",7,NA,"down in the farm country of the us twins are born. one of them turns out to be good, while the other becomes rather evil.","robert mulligan","uta hagen, diana muldaur, chris udvarnoky, martin udvarnoky",4583,NA
"64",64,"man of la mancha",1972,"pg",132,"drama, fantasy, musical",6.6,NA,"the funny story of mad but kind and chivalrous elderly nobleman don quixote who, aided by his squire sancho panza, fights windmills that are seen as dragons to save prostitute dulcinea who is seen as a noblewoman.","arthur hiller","peter o'toole, sophia loren, james coco, harry andrews",3201,NA
"65",65,"butterflies are free",1972,"pg",109,"comedy, drama, music",7.3,NA,"a blind man moves into his own apartment against the wishes of his overprotective mother, and befriends the freethinking young woman next door.","milton katselas","goldie hawn, edward albert, eileen heckart, paul michael glaser",3775,NA
"66",66,"the bitter tears of petra von kant",1972,"not rated",124,"drama, romance",7.8,NA,"an arrogant fashion designer falls in love with an icy beauty who wants to be a model.","rainer werner fassbinder","margit carstensen, hanna schygulla, katrin schaake, eva mattes",6405,NA
"67",67,"roma",1972,"r",120,"comedy, drama",7.4,NA,"a fluid, unconnected and sometimes chaotic procession of scenes detailing the various people and events of life in italy's capital.","federico fellini","britta barnes, peter gonzales falcon, fiona florence, pia de doses",9445,NA
"68",68,"prime cut",1972,"r",88,"action, crime, drama",6.8,NA,"a vicious kansas city slaughterhouse owner and his hick family are having a bloody ""beef"" with the chicago crime syndicate over profits from their joint illegal operations. top enforcer nick devlin is sent to straighten things out.","michael ritchie","lee marvin, gene hackman, sissy spacek, angel tompkins",3585,NA
"69",69,"bad company",1972,"pg",93,"adventure, drama, western",7.1,NA,"a god-fearing ohio boy dodging the civil war draft arrives in jefferson city where he joins up with a hardscrabble group of like runaways heading west.","robert benton","jeff bridges, barry brown, jim davis, david huddleston",2876,NA
"70",70,"the candidate",1972,"pg",110,"comedy, drama",7.1,NA,"bill mckay is a candidate for the u.s. senate from california. he has no hope of winning, so he is willing to tweak the establishment.","michael ritchie","robert redford, peter boyle, melvyn douglas, don porter",8134,NA
"71",71,"fat city",1972,"pg",96,"drama, sport",7.5,NA,"two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.","john huston","stacy keach, jeff bridges, susan tyrrell, candy clark",5985,NA
"72",72,"what the peeper saw",1972,"r",89,"crime, drama, horror",6,NA,"a wealthy author's second wife begins to suspect that her 12 year old stepson may have murdered his mother, who mysteriously died in a bathtub accident.","james kelley, andrea bianchi","mark lester, britt ekland, hardy krüger, lilli palmer",500,NA
"73",73,"junior bonner",1972,"pg",100,"drama, western",6.8,NA,"ace bonner returns to arizona several years after he abandoned his family, junior bonner is a wild young man. against the typical rodeo championship, family drama erupts.","sam peckinpah","steve mcqueen, robert preston, ida lupino, ben johnson",4201,NA
"74",74,"henry viii and his six wives",1972,"pg",125,"drama",7.1,NA,"on his deathbed, king henry viii looks back over his eventful life and his six marriages.","waris hussein","keith michell, donald pleasence, charlotte rampling, jane asher",613,NA
"75",75,"the legend of boggy creek",1972,"g",85,"drama, horror, mystery",4.9,NA,"a documentary-style drama about the ""fouke monster"", a bigfoot-type creature that has been sighted in and around fouke, arkansas since the 1950s.","charles b. pierce","willie e. smith, john p. hixon, vern stierman, chuck pierce jr.",2190,NA
"76",76,"the thing with two heads",1972,"pg",91,"comedy, sci-fi",4.1,NA,"doctors are forced to transplant the head of a dying, racist surgeon onto the body of a black death row inmate.","lee frost","roosevelt grier, ray milland, don marshall, roger perry",1942,NA
"77",77,"the king of marvin gardens",1972,"r",103,"drama",6.6,NA,"a daydreamer convinces his radio personality brother to help fund one of his get-rich-quick schemes.","bob rafelson","jack nicholson, bruce dern, ellen burstyn, julia anne robinson",4035,NA
"78",78,"sweet sugar",1972,"r",90,"action, drama",5.7,NA,"prostitute sugar is set up by a corrupt politician. she is convinced of the futility of appealing her case in the courts and signs on to a chain gang run by the notorious dr. john who ...                see full summary »","michel levesque","phyllis davis, ellaraino, timothy brown, pamela collins",272,NA
"79",79,"the genesis children",1972,"x",85,"drama",5.3,NA,"a group of teen boys go to rome in this controversial art film.","anthony aikman","vincent child, greg hill, peter glawson, david johnson",304,NA
"80",80,"silent night, bloody night",1972,"r",81,"horror, mystery, thriller",5.3,NA,"a man inherits a mansion, which once was a mental home. he visits the place and begins to investigate some crimes that happened in old times, scaring the people living in the region.","theodore gershuny","patrick o'neal, james patterson, mary woronov, astrid heeren",2167,NA
"81",81,"the salzburg connection",1972,"pg",93,"crime, drama, mystery",5.3,NA,"a list of agents and collaborators, hidden by the nazis in an austrian lake in 1945, is sought after by various interested parties during the cold war.","lee h. katzin","barry newman, anna karina, klaus maria brandauer, karen jensen",231,NA
"82",82,"bluebeard",1972,"r",125,"crime, drama, thriller",5.6,NA,"a world war i pilot whom everybody envies as a ""ladykiller"" actually is one - after he beds the women he's after, he murders them.","edward dmytryk","richard burton, raquel welch, virna lisi, nathalie delon",953,NA
"83",83,"sounder",1972,"g",105,"drama, family",7.7,NA,"the oldest son of a loving and strong family of black sharecroppers comes of age in the depression-era south after his father is imprisoned for stealing food.","martin ritt","cicely tyson, paul winfield, kevin hooks, carmen mathews",2816,NA
"84",84,"treasure island",1972,"g",94,"adventure, family",6,NA,"young jim hawkins has an unforgettable encounter with pirate captain long john silver and his murderous mates.","andrea bianchi, john hough, antonio margheriti","orson welles, kim burfield, lionel stander, walter slezak",890,NA
"85",85,"images",1972,"r",101,"drama, horror",7.3,NA,"schizophrenic housewife, engulfed by terrorizing apparitions, kills off each, unknowing if these demons are merely figments of her hallucinatory imagination or part of reality.","robert altman","susannah york, rene auberjonois, marcel bozzuffi, hugh millais",3434,NA
"86",86,"what have you done to solange?",1972,"r",107,"horror, mystery, thriller",7.1,NA,"in london, the italian gym teacher enrico 'henry' rosseni is having a love affair with his eighteen year-old student elizabeth seccles, who is the daughter of the owner of the catholic ...                see full summary »","massimo dallamano","fabio testi, cristina galbó, karin baal, joachim fuchsberger",3198,NA
"87",87,"tombs of the blind dead",1972,"pg",86,"horror",6.2,NA,"in the 13th century there existed a legion of evil knights known as the templars, who quested for eternal life by drinking human blood and committing sacrifices. executed for their unholy ...                see full summary »","amando de ossorio","césar burner, lone fleming, maría elena arpón, josé thelman",4394,NA
"88",88,"brother sun, sister moon",1972,"pg",121,"biography, drama, history",7.2,NA,"this is a dramatization of events in the life of st. francis of assisi from before his conversion experience through his audience with the pope, including his friendship with st. clare.","franco zeffirelli","graham faulkner, judi bowker, leigh lawson, kenneth cranham",3449,NA
"89",89,"the hot rock",1972,"gp",101,"action, comedy, crime",6.8,NA,"dortmunder and his pals plan to steal a huge diamond from a museum. but this turns out to be only the first time they have to steal it...","peter yates","robert redford, george segal, ron leibman, paul sand",4076,NA
"90",90,"scooby-doo meets batman",1972,NA,83,"animation",7.1,NA,NA,NA,"nicole jaffe, casey kasem, don messick, heather north",116,NA
"91",91,"child's play",1972,"pg",100,"drama, horror, mystery",6,NA,"at an exclusive boys' school, a new gym teacher is drawn into a feud between two older instructors, and he discovers that everything at the school is not quite as staid, tranquil and harmless as it seems.","sidney lumet","james mason, robert preston, beau bridges, ron weyand",719,NA
"92",92,"the red queen kills seven times",1972,"pg",100,"horror, mystery, thriller",6.7,NA,"when two sisters inherit their family castle, a string of murders committed by a mysterious dark haired woman in a red cloak decimates their circle of friends. is the killer their ancestor,...                see full summary »","emilio miraglia","barbara bouchet, ugo pagliai, marina malfatti, marino masé",1259,NA
"93",93,"alice's adventures in wonderland",1972,"g",95,"adventure, family, fantasy",5.8,NA,"alice (fiona fullerton) falls down a rabbit hole and into a magical dream world populated by surreal characters and bewildering adventures. it's a journey of self-discovery for alice as she...                see full summary »","william sterling","fiona fullerton, michael jayston, hywel bennett, michael crawford",1289,NA
"94",94,"across 110th street",1972,"r",102,"action, crime, drama",7,NA,"two new york city cops go after amateur crooks who are trying to rip off the mafia and start a gang war.","barry shear","anthony quinn, yaphet kotto, anthony franciosa, frank adu",3902,NA
"95",95,"amuck",1972,"r",98,"mystery, thriller",6.3,NA,"a writer's secretary tries to find her missing friend and uncovers a murder plot.","silvio amadio","farley granger, barbara bouchet, rosalba neri, nino segurini",553,NA
"96",96,"the blood spattered bride",1972,"r",82,"horror",6.2,NA,"newlywed susan is haunted by visions of mircalla karnstein, a centuries-old bride who murdered her husband on their wedding night.","vicente aranda","simón andreu, maribel martín, alexandra bastedo, dean selmier",1091,NA
"97",97,"savage messiah",1972,"r",97,"biography, drama",7.2,NA,"biographical film of the life of french sculptor henri gaudier-brzeska.","ken russell","dorothy tutin, scott antony, helen mirren, lindsay kemp",988,NA
"98",98,"all the way boys",1972,"pg",105,"action, adventure, comedy",6.7,NA,"the ""trinity"" crew makes another modern era film. plata and salud are pilots ditching aircraft for insurance money. they wind up crashing for real in the jungles of south america. the plot ...                see full summary »","giuseppe colizzi","terence hill, bud spencer, reinhard kolldehoff, carlos muñoz",4967,NA
"99",99,"the gore gore girls",1972,"x",81,"comedy, crime, horror",5.4,NA,"a young reporter enlists the help of a top notch private eye to solve the murder of a female stripper at a chicago nightclub.","herschell gordon lewis","frank kress, amy farrell, hedda lubin, henny youngman",1799,NA
"100",100,"the case of the bloody iris",1972,"not rated",94,"mystery, thriller",6.6,NA,"beautiful young model jennifer lansbury and her goofy friend marilyn ricci move into a swanky high-rise apartment after the previous tenant gets brutally murdered. pretty soon jennifer is ...                see full summary »","giuliano carnimeo","edwige fenech, george hilton, annabella incontrera, paola quattrini",1493,NA
