"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"american psycho",2000,"r",102,"crime, drama",7.6,"64","a wealthy new york investment banking executive, patrick bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","mary harron","christian bale, justin theroux, josh lucas, bill sage",393601,NA
"2",2,"unbreakable",2000,"pg-13",106,"drama, mystery, sci-fi",7.2,"62","a man learns something extraordinary about himself after a devastating accident.","m. night shyamalan","bruce willis, samuel l. jackson, robin wright, spencer treat clark",282468,NA
"3",3,"requiem for a dream",2000,"r",102,"drama",8.3,"68","the drug-induced utopias of four coney island people are shattered when their addictions run deep.","darren aronofsky","ellen burstyn, jared leto, jennifer connelly, marlon wayans",634754,NA
"4",4,"road trip",2000,"r",93,"adventure, comedy",6.5,"55","four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.","todd phillips","breckin meyer, seann william scott, amy smart, paulo costanzo",140964,NA
"5",5,"scary movie",2000,"r",88,"comedy",6.2,"48","a year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.","keenen ivory wayans","anna faris, jon abrahams, marlon wayans, carmen electra",200515,NA
"6",6,"gladiator",2000,"r",155,"action, adventure, drama",8.5,"67","when a roman general is betrayed, and his family murdered by an emperor's corrupt son, he comes to rome as a gladiator to seek revenge.","ridley scott","russell crowe, joaquin phoenix, connie nielsen, oliver reed",1088,NA
"7",7,"memento",2000,"r",113,"mystery, thriller",8.5,"80","a man juggles searching for his wife's murderer and keeping his short-term memory loss from being an obstacle.","christopher nolan","guy pearce, carrie-anne moss, joe pantoliano, mark boone junior",935598,NA
"8",8,"snatch",2000,"r",102,"comedy, crime",8.3,"55","unscrupulous boxing promoters, violent bookmakers, a russian gangster, incompetent amateur robbers, and supposedly jewish jewelers fight to track down a priceless stolen diamond.","guy ritchie","jason statham, brad pitt, benicio del toro, dennis farina",658748,NA
"9",9,"almost famous",2000,"r",122,"adventure, comedy, drama",7.9,"90","a high-school boy is given the chance to write a story for rolling stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.","cameron crowe","billy crudup, patrick fugit, kate hudson, frances mcdormand",221032,NA
"10",10,"how the grinch stole christmas",2000,"pg",104,"comedy, family, fantasy",6.1,"46","on the outskirts of whoville, there lives a green, revenge-seeking grinch who plans on ruining the christmas holiday for all of the citizens of the town.","ron howard","jim carrey, taylor momsen, kelley, jeffrey tambor",156413,NA
"11",11,"x-men",2000,"pg-13",104,"action, adventure, sci-fi",7.4,"64","two mutants come to a private academy for their kind whose resident superhero team must oppose a terrorist organization with similar powers.","bryan singer","patrick stewart, hugh jackman, ian mckellen, famke janssen",495557,NA
"12",12,"what lies beneath",2000,"pg-13",130,"drama, fantasy, horror",6.6,"51","the wife of a university research scientist believes that her lakeside vermont home is haunted by a ghost - or that she is losing her mind.","robert zemeckis","harrison ford, michelle pfeiffer, katharine towne, miranda otto",103959,NA
"13",13,"cast away",2000,"pg-13",143,"adventure, drama, romance",7.8,"73","a fedex executive must transform himself physically and emotionally to survive a crash landing on a deserted island.","robert zemeckis","tom hanks, helen hunt, paul sanchez, lari white",432544,NA
"14",14,"scream 3",2000,"r",116,"horror, mystery",5.5,"56","while sidney and her friends visit the hollywood set of stab 3, the third film based on the woodsboro murders, a new ghostface begins to terrorize them once again.","wes craven","david arquette, neve campbell, courteney cox, liev schreiber",105931,NA
"15",15,"remember the titans",2000,"pg",113,"biography, drama, sport",7.8,"48","the true story of a newly appointed african-american coach and his high school team on their first season as a racially integrated unit.","boaz yakin","denzel washington, will patton, wood harris, ryan hurst",172545,NA
"16",16,"final destination",2000,"r",98,"horror, thriller",6.7,"36","after a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have death hunt them down, one by one.","james wong","devon sawa, ali larter, kerr smith, kristen cloke",195630,NA
"17",17,"the patriot",2000,"r",165,"action, drama, history",7.2,"63","peaceful farmer benjamin martin is driven to lead the colonial militia during the american revolution when a sadistic british officer murders his son.","roland emmerich","mel gibson, heath ledger, joely richardson, jason isaacs",222568,NA
"18",18,"dracula 2000",2000,"r",99,"action, fantasy, horror",4.9,"26","a group of thieves break into a chamber expecting to find paintings, but instead they release the count himself, who travels to new orleans to find his nemesis' daughter, mary van helsing.","patrick lussier","gerard butler, justine waddell, jonny lee miller, christopher plummer",28780,NA
"19",19,"erin brockovich",2000,"r",131,"biography, drama",7.3,"73","an unemployed single mother becomes a legal assistant and almost single-handedly brings down a california power company accused of polluting a city's water supply.","steven soderbergh","julia roberts, albert finney, david brisbin, dawn didawick",146243,NA
"20",20,"miss congeniality",2000,"pg-13",109,"action, comedy, crime",6.2,"43","an fbi agent must go undercover in the miss united states beauty pageant to prevent a group from bombing the event.","donald petrie","sandra bullock, michael caine, benjamin bratt, candice bergen",151871,NA
"21",21,"the whole nine yards",2000,"r",98,"comedy, crime",6.7,"47","a struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts.","jonathan lynn","bruce willis, matthew perry, rosanna arquette, michael clarke duncan",95913,NA
"22",22,"o brother, where art thou?",2000,"pg-13",107,"adventure, comedy, crime",7.8,"69","in the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","joel coen, ethan coen","george clooney, john turturro, tim blake nelson, john goodman",243471,NA
"23",23,"what women want",2000,"pg-13",127,"comedy, fantasy, romance",6.4,"47","after an accident, a chauvinistic executive gains the ability to hear what women are really thinking.","nancy meyers","mel gibson, helen hunt, marisa tomei, alan alda",169895,NA
"24",24,"the cell",2000,"r",107,"horror, sci-fi, thriller",6.3,"40","an fbi agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.","tarsem singh","jennifer lopez, vince vaughn, vincent d'onofrio, colton james",84612,NA
"25",25,"coyote ugly",2000,"pg-13",100,"comedy, drama, music",5.6,"27","aspiring songwriter violet sanford, after getting a job at a women-run nyc bar that teases its male patrons, comes out of her shell.","david mcnally","piper perabo, adam garcia, john goodman, maria bello",95649,NA
"26",26,"chocolat",2000,"pg-13",121,"drama, romance",7.3,"64","a woman and her daughter open a chocolate shop in a small french village that shakes up the rigid morality of the community.","lasse hallström","juliette binoche, judi dench, alfred molina, carrie-anne moss",159444,NA
"27",27,"the beach",2000,"r",119,"adventure, drama, romance",6.6,"43","vicenarian richard travels to thailand and finds himself in possession of a strange map. rumours state that it leads to a solitary beach paradise, a tropical bliss. excited and intrigued, he sets out to find it.","danny boyle","leonardo dicaprio, daniel york, patcharawan patarakijjanon, virginie ledoyen",192535,NA
"28",28,"bring it on",2000,"pg-13",98,"comedy, romance, sport",6,"52","a champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.","peyton reed","kirsten dunst, eliza dushku, jesse bradford, gabrielle union",74960,NA
"29",29,"battle royale",2000,"not rated",114,"adventure, drama, sci-fi",7.7,"81","in the future, the japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""battle royale"" act.","kinji fukasaku","tatsuya fujiwara, aki maeda, tarô yamamoto, takeshi kitano",148623,NA
"30",30,"charlie's angels",2000,"pg-13",98,"action, adventure, comedy",5.5,"52","three women, detectives with a mysterious boss, retrieve stolen voice-id software, using martial arts, tech skills, and sex appeal.","mcg","cameron diaz, drew barrymore, lucy liu, bill murray",153576,NA
"31",31,"pay it forward",2000,"pg-13",123,"drama",7.2,"40","a young boy attempts to make the world a better place after his teacher gives him that chance.","mimi leder","kevin spacey, haley joel osment, helen hunt, jay mohr",102066,NA
"32",32,"in the mood for love",2000,"pg",98,"drama, romance",8.1,"85","two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. however, they agree to keep their bond platonic so as not to commit similar wrongs.","kar-wai wong","tony chiu-wai leung, maggie cheung, ping lam siu, tung cho 'joe' cheung",87810,NA
"33",33,"hollow man",2000,"r",112,"action, horror, sci-fi",5.7,"24","scientists discover how to make people invisible, but their test subject becomes an insane killer who stalks them.","paul verhoeven","kevin bacon, elisabeth shue, josh brolin, kim dickens",108246,NA
"34",34,"gone in sixty seconds",2000,"pg-13",118,"action, crime, thriller",6.5,"35","a retired master car thief must come back to the industry and steal 50 cars with his crew in one night to save his brother's life.","dominic sena","nicolas cage, angelina jolie, giovanni ribisi, t.j. cross",231773,NA
"35",35,"the emperor's new groove",2000,"g",78,"animation, adventure, comedy",7.3,"70","emperor kuzco is turned into a llama by his ex-administrator yzma, and must now regain his throne with the help of pacha, the gentle llama herder.","mark dindal","david spade, john goodman, eartha kitt, patrick warburton",142942,NA
"36",36,"high fidelity",2000,"r",113,"comedy, drama, music",7.5,"79","rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.","stephen frears","john cusack, iben hjejle, todd louiso, jack black",150878,NA
"37",37,"meet the parents",2000,"pg-13",108,"comedy, romance",7,"73","male nurse greg focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.","jay roach","ben stiller, robert de niro, teri polo, blythe danner",276455,NA
"38",38,"mission: impossible ii",2000,"pg-13",123,"action, adventure, thriller",6.1,"59","a secret agent is sent to sydney, to find and destroy a genetically modified disease called ""chimera"".","john woo","tom cruise, dougray scott, thandie newton, ving rhames",261735,NA
"39",39,"ginger snaps",2000,"unrated",108,"drama, fantasy, horror",6.8,"70","two death-obsessed sisters, outcasts in their suburban neighborhood, must deal with the tragic consequences when one of them is bitten by a deadly werewolf.","john fawcett","emily perkins, katharine isabelle, kris lemche, mimi rogers",35656,NA
"40",40,"little nicky",2000,"pg-13",90,"comedy, fantasy",5.3,"38","after two of the devil's three sons escape hell to wreak havoc on earth, the devil must send his third son, the mild-mannered nicky, to bring them back before it's too late.","steven brill","adam sandler, patricia arquette, harvey keitel, rhys ifans",85839,NA
"41",41,"crouching tiger, hidden dragon",2000,"pg-13",120,"action, adventure, fantasy",7.9,"93","a young chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.","ang lee","yun-fat chow, michelle yeoh, ziyi zhang, chen chang",228782,NA
"42",42,"the family man",2000,"pg-13",125,"comedy, drama, fantasy",6.7,"42","a fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.","brett ratner","nicolas cage, téa leoni, don cheadle, jeremy piven",90921,NA
"43",43,"battlefield earth",2000,"pg-13",118,"action, adventure, sci-fi",2.4,"9","after enslavement and near extermination by an alien race in the year 3000, humanity begins to fight back.","roger christian","john travolta, forest whitaker, barry pepper, kim coates",68370,NA
"44",44,"the little vampire",2000,"pg",95,"adventure, comedy, family",5.7,"45","a lonely boy becomes best friends with a vampire.","uli edel","jonathan lipnicki, rollo weeks, richard e. grant, jim carter",7944,NA
"45",45,"pitch black",2000,"r",109,"horror, sci-fi",7.1,"49","a commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. but then, they learn that a month-long eclipse is about to occur.","david twohy","radha mitchell, cole hauser, vin diesel, keith david",204040,NA
"46",46,"amores perros",2000,"r",154,"drama, thriller",8.1,"83","a horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","alejandro gonzález iñárritu","emilio echevarría, gael garcía bernal, goya toledo, álvaro guerrero",188889,NA
"47",47,"dude, where's my car?",2000,"pg-13",83,"comedy, mystery, sci-fi",5.5,"30","two potheads wake up after a night of partying and cannot remember where they parked their car.","danny leiner","ashton kutcher, seann william scott, jennifer garner, marla sokoloff",122369,NA
"48",48,"billy elliot",2000,"r",110,"drama, music, romance",7.7,"74","a talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.","stephen daldry","jamie bell, julie walters, jean heywood, jamie draven",104997,NA
"49",49,"me, myself & irene",2000,"r",116,"comedy",6.6,"49","a nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.","bobby farrelly, peter farrelly","jim carrey, renée zellweger, anthony anderson, mongo brownlee",197470,NA
"50",50,"traffic",2000,"r",147,"crime, drama, thriller",7.6,"86","a conservative judge is appointed by the president to spearhead america's escalating war against drugs, only to discover that his teenage daughter is a crack addict. two dea agents protect an informant. a jailed drug baron's wife attempts to carry on the family business.","steven soderbergh","michael douglas, benicio del toro, catherine zeta-jones, jacob vargas",178078,NA
"51",51,"malèna",2000,"r",109,"comedy, drama, romance",7.5,"54","amidst the war climate, a teenage boy discovering himself becomes love-stricken by malèna, a sensual woman living in a small, narrow-minded italian town.","giuseppe tornatore","monica bellucci, giuseppe sulfaro, luciano federico, matilde piana",72222,NA
"52",52,"dancer in the dark",2000,"r",140,"crime, drama, musical",8,"61","an east european girl goes to america with her young son, expecting it to be like a hollywood film.","lars von trier","björk, catherine deneuve, david morse, peter stormare",85814,NA
