"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"they live by night",1948,"not rated",95,"crime, film-noir, romance",7.6,NA,"an escaped convict, injured during a robbery, falls in love with the woman who nurses him back to health, but their relationship seems doomed from the beginning.","nicholas ray","cathy o'donnell, farley granger, howard da silva, jay c. flippen",5146,NA
"2",2,"rope",1948,"approved",80,"crime, drama, mystery",8,NA,"two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.","alfred hitchcock","james stewart, john dall, farley granger, dick hogan",104970,NA
"3",3,"abbott and costello meet frankenstein",1948,"passed",83,"comedy, fantasy, horror",7.6,NA,"two hapless freight handlers find themselves encountering dracula, the frankenstein monster and the wolf man.","charles barton","bud abbott, lou costello, lon chaney jr., bela lugosi",11919,NA
"4",4,"bicycle thieves",1948,"not rated",89,"drama",8.3,NA,"in post-war italy, a working-class man's bicycle is stolen. he and his son set out to find it.","vittorio de sica","lamberto maggiorani, enzo staiola, lianella carell, elena altieri",107849,NA
"5",5,"the treasure of the sierra madre",1948,"not rated",126,"adventure, drama, western",8.3,NA,"fred dobbs and bob curtin, two americans searching for work in mexico, convince an old prospector to help them mine for gold in the sierra madre mountains.","john huston","humphrey bogart, walter huston, tim holt, bruce bennett",88168,NA
"6",6,"the red shoes",1948,"not rated",134,"drama, music, romance",8.3,NA,"a young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.","michael powell, emeric pressburger","anton walbrook, marius goring, moira shearer, jean short",22063,NA
"7",7,"red river",1948,"not rated",133,"action, adventure, romance",7.8,NA,"dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in missouri. but his tyrannical behavior along the way causes a mutiny, led by his adopted son.","howard hawks, arthur rosson","john wayne, montgomery clift, joanne dru, walter brennan",23201,NA
"8",8,"i remember mama",1948,"approved",134,"drama, family",8.2,NA,"the ups and downs of a norwegian immigrant family, circa 1910.","george stevens","irene dunne, barbara bel geddes, oskar homolka, philip dorn",4227,NA
"9",9,"the babe ruth story",1948,"approved",106,"biography, drama, sport",5.4,NA,"the famed slugger is played by bendix, who resembles ruth slightly in looks and not at all in baseball ability. the film traces the ""life and times"" of ruth, including his famous ""called ...                see full summary »","roy del ruth","william bendix, claire trevor, charles bickford, sam levene",796,NA
"10",10,"key largo",1948,"unrated",100,"action, crime, drama",7.9,NA,"a man visits his old friend's hotel and finds a gangster running things. as a hurricane approaches, the two end up confronting each other.","john huston","humphrey bogart, edward g. robinson, lauren bacall, lionel barrymore",31081,NA
"11",11,"oliver twist",1948,"not rated",105,"drama",7.8,NA,"an orphan named oliver twist meets a pickpocket on the streets of london. from there, he joins a household of boys who are trained to steal for their master.","david lean","robert newton, alec guinness, kay walsh, john howard davies",9330,NA
"12",12,"fort apache",1948,"approved",128,"western",7.6,NA,"at fort apache, an honorable and veteran war captain finds conflict when his regime is placed under the command of a young, glory hungry lieutenant colonel with no respect for the local indian tribe.","john ford","john wayne, henry fonda, shirley temple, pedro armendáriz",13618,NA
"13",13,"romance on the high seas",1948,"approved",99,"comedy, musical, romance",7,NA,"romantic misunderstandings abound when spouses suspect each other of being unfaithful, and a nightclub singer takes a cruise under a false identity.","michael curtiz, busby berkeley","jack carson, janis paige, doris day, don defore",1371,NA
"14",14,"hamlet",1948,"unrated",154,"drama",7.8,NA,"prince hamlet struggles over whether or not he should kill his uncle, whom he suspects has murdered his father, the former king.","laurence olivier","laurence olivier, jean simmons, john laurie, esmond knight",12778,NA
"15",15,"portrait of jennie",1948,"approved",86,"drama, romance, fantasy",7.7,NA,"a mysterious girl inspires a struggling artist.","william dieterle","jennifer jones, joseph cotten, ethel barrymore, lillian gish",5071,NA
"16",16,"whispering smith",1948,"passed",88,"western",6.7,NA,"legendary railroad detective whispering smith becomes convinced that old friend and colleague murray sinclair has joined a criminal band to loot the railroad.","leslie fenton","alan ladd, robert preston, brenda marshall, donald crisp",800,NA
"17",17,"the fallen idol",1948,"not rated",95,"drama, film-noir, mystery",7.8,"88","a butler working in a foreign embassy in london falls under suspicion when his wife accidentally falls to her death, the only witness being an impressionable young boy.","carol reed","ralph richardson, michèle morgan, sonia dresdel, bobby henrey",6160,NA
"18",18,"raw deal",1948,"approved",79,"crime, drama, film-noir",7.4,NA,"joe sullivan has taken the rap for rick who double-crosses him with a flawed escape plan and other means intended to get rid of him.","anthony mann","dennis o'keefe, claire trevor, marsha hunt, john ireland",3046,NA
"19",19,"sorry, wrong number",1948,"approved",89,"drama, film-noir, mystery",7.5,NA,"while on the telephone, an invalid woman overhears what she thinks is a murder plot and attempts to prevent it.","anatole litvak","barbara stanwyck, burt lancaster, ann richards, wendell corey",7923,NA
