"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the exorcist",1973,"r",122,"horror",8,"82","when a girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.","william friedkin","ellen burstyn, max von sydow, linda blair, lee j. cobb",306534,NA
"2",2,"westworld",1973,"pg",88,"action, sci-fi, thriller",7,"77","a robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.","michael crichton","yul brynner, richard benjamin, james brolin, norman bartold",40506,NA
"3",3,"american graffiti",1973,"pg",110,"comedy, drama",7.5,"97","a couple of high school grads spend one final night cruising the strip with their buddies before they go off to college.","george lucas","richard dreyfuss, ron howard, paul le mat, charles martin smith",68459,NA
"4",4,"the wicker man",1973,"r",88,"horror, mystery, thriller",7.6,NA,"a police sergeant is sent to a scottish island village in search of a missing girl whom the townsfolk claim never existed. stranger still are the rites that take place there.","robin hardy","edward woodward, christopher lee, diane cilento, britt ekland",53035,NA
"5",5,"the sting",1973,"pg",129,"comedy, crime, drama",8.3,"80","two grifters team up to pull off the ultimate con.","george roy hill","paul newman, robert redford, robert shaw, charles durning",194886,NA
"6",6,"the holy mountain",1973,"r",114,"adventure, drama, fantasy",7.9,NA,"in a corrupt, greed-fueled world, a powerful alchemist leads a christ-like character and seven materialistic figures to the holy mountain, where they hope to achieve enlightenment.","alejandro jodorowsky","alejandro jodorowsky, horacio salinas, zamira saunders, juan ferrara",27014,NA
"7",7,"don't look now",1973,"r",110,"drama, horror, thriller",7.3,NA,"a married couple grieving the recent death of their young daughter are in venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.","nicolas roeg","julie christie, donald sutherland, hilary mason, clelia matania",38101,NA
"8",8,"soylent green",1973,"pg",97,"crime, mystery, sci-fi",7.1,NA,"in the world ravaged by the greenhouse effect and overpopulation, an nypd detective investigates the murder of a big company ceo.","richard fleischer","charlton heston, edward g. robinson, leigh taylor-young, chuck connors",48374,NA
"9",9,"papillon",1973,"r",151,"biography, crime, drama",8,NA,"a man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.","franklin j. schaffner","steve mcqueen, dustin hoffman, victor jory, don gordon",103399,NA
"10",10,"the mackintosh man",1973,"pg",98,"thriller",6.4,NA,"a member of british intelligence assumes a fictitious criminal identity and allows himself to be caught, imprisoned, and freed in order to infiltrate a spy organization and expose a traitor.","john huston","paul newman, dominique sanda, james mason, harry andrews",3353,NA
"11",11,"enter the dragon",1973,"r",102,"action, crime, drama",7.7,NA,"a martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.","robert clouse","bruce lee, john saxon, jim kelly, ahna capri",82728,NA
"12",12,"serpico",1973,"r",130,"biography, crime, drama",7.8,"87","an honest new york cop named frank serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.","sidney lumet","al pacino, john randolph, jack kehoe, biff mcguire",87867,NA
"13",13,"robin hood",1973,"g",83,"animation, adventure, comedy",7.6,NA,"the story of the legendary outlaw is portrayed with the characters as humanoid animals.","wolfgang reitherman","brian bedford, phil harris, roger miller, peter ustinov",93242,NA
"14",14,"live and let die",1973,"pg",121,"action, adventure, thriller",6.8,"55","007 is sent to stop a diabolically brilliant heroin magnate armed with a complex organization and a reliable psychic tarot card reader.","guy hamilton","roger moore, yaphet kotto, jane seymour, clifton james",80969,NA
"15",15,"the legend of hell house",1973,"pg",95,"horror",6.8,NA,"physicist lionel barrett and his wife lead a team of mediums into the belasco house, which is supposedly haunted by the victims of its late owner, a six-foot-five serial killer.","john hough","roddy mcdowall, gayle hunnicutt, pamela franklin, clive revill",10121,NA
"16",16,"the last detail",1973,"r",104,"comedy, drama",7.6,"89","two navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.","hal ashby","jack nicholson, randy quaid, otis young, clifton james",17955,NA
"17",17,"high plains drifter",1973,"r",105,"mystery, western",7.6,NA,"a gunfighting stranger comes to the small settlement of lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.","clint eastwood","clint eastwood, verna bloom, marianna hill, mitchell ryan",40489,NA
"18",18,"mean streets",1973,"r",112,"crime, drama, thriller",7.4,NA,"a small-time hood aspires to work his way up the ranks of a local mob.","martin scorsese","robert de niro, harvey keitel, david proval, amy robinson",75572,NA
"19",19,"immoral tales",1973,"not rated",103,"drama, romance",5.8,NA,"an erotic collection of short stories, an anthology comprised of tantalizing tales about sexual desire and its diverse manifestations.","walerian borowczyk","lise danvers, fabrice luchini, charlotte alexandra, paloma picasso",2733,NA
"20",20,"badlands",1973,"pg",94,"crime, drama",7.9,"90","an impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the south dakota badlands.","terrence malick","martin sheen, sissy spacek, warren oates, ramon bieri",52583,NA
"21",21,"paper moon",1973,"pg",102,"comedy, crime, drama",8.2,NA,"during the great depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","peter bogdanovich","ryan o'neal, tatum o'neal, madeline kahn, john hillerman",27125,NA
"22",22,"the day of the jackal",1973,"pg",143,"crime, drama, thriller",7.8,"80","a professional assassin codenamed ""jackal"" plots to kill charles de gaulle, the president of france.","fred zinnemann","edward fox, terence alexander, michel auclair, alan badel",31643,NA
"23",23,"the way we were",1973,"pg",118,"drama, romance",7.1,NA,"two desperate people have a wonderful romance, but their political views and convictions drive them apart.","sydney pollack","barbra streisand, robert redford, bradford dillman, lois chiles",18065,NA
"24",24,"fantastic planet",1973,"pg",72,"animation, sci-fi",7.8,NA,"on a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.","rené laloux","barry bostwick, jennifer drake, eric baugin, jean topart",16426,NA
"25",25,"amarcord",1973,"r",123,"comedy, drama",8,NA,"a series of comedic and nostalgic vignettes set in a 1930s italian coastal town.","federico fellini","magali noël, bruno zanin, pupella maggio, armando brancia",32281,NA
"26",26,"magnum force",1973,"r",124,"action, crime, mystery",7.2,NA,"dirty harry is on the trail of vigilante cops who are not above going beyond the law to kill the city's undesirables.","ted post","clint eastwood, hal holbrook, mitchell ryan, david soul",46964,NA
"27",27,"the three musketeers",1973,"pg",106,"action, adventure",7.3,NA,"a young swordsman comes to paris and faces villains, romance, adventure and intrigue with three musketeer friends.","richard lester","oliver reed, raquel welch, richard chamberlain, michael york",13156,NA
"28",28,"la grande bouffe",1973,"nc-17",130,"comedy, drama",7.2,NA,"a group of men go to a villa in the french countryside where they resolve to eat themselves to death.","marco ferreri","marcello mastroianni, michel piccoli, philippe noiret, ugo tognazzi",9619,NA
"29",29,"battle for the planet of the apes",1973,"g",93,"action, sci-fi",5.5,"40","one decade after a worldwide series of ape revolutions and a brutal nuclear war among humans, caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.","j. lee thompson","roddy mcdowall, claude akins, natalie trundy, severn darden",24932,NA
"30",30,"the crazies",1973,"r",103,"action, horror, sci-fi",6.1,"63","the military attempts to contain a manmade combat virus that causes death and permanent insanity in those infected, as it overtakes a small pennsylvania town.","george a. romero","lane carroll, will macmillan, harold wayne jones, lloyd hollar",8828,NA
"31",31,"jesus christ superstar",1973,"g",108,"drama, history, musical",7.3,NA,"film version of the musical stage play, presenting the last few weeks of christ's life, told in an anachronistic manner.","norman jewison","ted neeley, carl anderson, yvonne elliman, barry dennen",21084,NA
"32",32,"the long goodbye",1973,"r",112,"comedy, crime, drama",7.7,NA,"detective philip marlowe tries to help a friend who is accused of murdering his wife.","robert altman","elliott gould, nina van pallandt, sterling hayden, mark rydell",20289,NA
"33",33,"walking tall",1973,"r",125,"action, crime, drama",7,NA,"based on the life of tennessee sheriff buford pusser whom almost single-handily cleaned up his small town of crime and corruption, but at a personal cost of his family life and nearly his own life.","phil karlson","joe don baker, elizabeth hartman, leif garrett, dawn lyn",3806,NA
"34",34,"the satanic rites of dracula",1973,"r",87,"horror",5.6,NA,"in london in the 1970s, scotland yard police investigators think they have uncovered a case of vampirism. they call in an expert vampire researcher named van helsing (a descendant of the ...                see full summary »","alan gibson","christopher lee, peter cushing, michael coles, william franklyn",4124,NA
"35",35,"my name is nobody",1973,"pg",116,"comedy, western",7.5,NA,"a young, easygoing gunman (hill) worships and competes with an old gunfighter (fonda) who only wants to retire.","tonino valerii","terence hill, henry fonda, jean martin, r.g. armstrong",19185,NA
"36",36,"charlotte's web",1973,"g",94,"animation, family, musical",6.9,NA,"a gentle and wise grey spider with a flair for promotion pledges to save a young pig from slaughter for dinner food.","charles a. nichols, iwao takamoto","debbie reynolds, henry gibson, paul lynde, rex allen",14457,NA
"37",37,"sssssss",1973,"pg",99,"horror, sci-fi",5.4,NA,"a college student becomes lab assistant to a scientist who is working on a serum that can transform humans into snakes.","bernard l. kowalski","strother martin, dirk benedict, heather menzies-urich, richard b. shull",2643,NA
"38",38,"theater of blood",1973,"r",104,"comedy, drama, horror",7.3,NA,"a shakespearean actor takes poetic revenge on the critics who denied him recognition.","douglas hickox","vincent price, diana rigg, ian hendry, harry andrews",7453,NA
"39",39,"sleeper",1973,"pg",89,"comedy, sci-fi",7.3,"77","a nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.","woody allen","woody allen, diane keaton, john beck, mary gregory",35580,NA
"40",40,"scarecrow",1973,"r",112,"drama",7.3,"72","max, an ex-con drifter with a penchant for brawling is amused by lion, a homeless ex-sailor, and they partner up as they head east together.","jerry schatzberg","gene hackman, al pacino, dorothy tristan, ann wedgeworth",12583,NA
"41",41,"the golden voyage of sinbad",1973,"g",105,"action, adventure, fantasy",6.8,NA,"sinbad and his crew intercept a homunculus carrying a golden tablet. koura, the creator of the homunculus and practitioner of evil magic, wants the tablet back and pursues sinbad. meanwhile...                see full summary »","gordon hessler","john phillip law, caroline munro, tom baker, douglas wilmer",6665,NA
"42",42,"godspell",1973,"g",103,"musical",6.5,NA,"an adaption of the musical, in a modern-day song-and-dance recreation of the gospel of st. matthew.","david greene","victor garber, lynne thigpen, katie hanley, david haskell",2702,NA
"43",43,"emperor of the north",1973,"pg",118,"action, adventure, drama",7.4,NA,"in 1933, during the depression, shack the brutal conductor of the number 19 train has a personal vendetta against the best train hopping hobo tramp in the northwest, a no. 1.","robert aldrich","lee marvin, ernest borgnine, keith carradine, charles tyner",4690,NA
"44",44,"coffy",1973,"r",91,"action, crime, thriller",6.9,NA,"a black nurse takes vigilante justice against inner-city drug dealers after her sister becomes their latest victim.","jack hill","pam grier, booker bradshaw, robert doqui, william elliott",7596,NA
"45",45,"gordon's war",1973,"r",90,"adventure, crime",6.6,NA,"four vietnam vets go to war against the drug dealers and pimps of harlem.","ossie davis","paul winfield, carl lee, david downing, tony king",305,NA
"46",46,"scream blacula scream",1973,"pg",96,"fantasy, horror",5.7,NA,"the vampire mamuwalde (blacula) is stirred by african voodoo, and is forced to kill again.","bob kelljan","william marshall, don mitchell, pam grier, michael conrad",1716,NA
"47",47,"turkish delight",1973,"r",108,"drama, romance",7.1,NA,"sort of a cross between ""love story"" and an earthy rembrandt painting, this movie stars rutger hauer as a gifted dutch sculptor who has a stormy, erotic, and star-crossed romance with a ...                see full summary »","paul verhoeven","monique van de ven, rutger hauer, tonny huurdeman, wim van den brink",8429,NA
"48",48,"anita: swedish nymphet",1973,"x",95,"drama",5.2,NA,"anita is a girl of only 16 years, and while she has developed early physically, to a mature woman, she is psychologically completly ruthless. her relationship the her parents and her ...                see full summary »","torgny wickman","christina lindberg, stellan skarsgård, danièle vlaminck, michel david",1233,NA
"49",49,"flesh for frankenstein",1973,"r",95,"horror",5.9,NA,"baron frankenstein creates two ""zombies"" - one male, one female - planning to mate them in order to create a master race.","paul morrissey, antonio margheriti","joe dallesandro, udo kier, dalila di lazzaro, monique van vooren",4614,NA
"50",50,"the last american hero",1973,"pg",95,"drama, sport",6.4,NA,"a young hellraiser quits his moonshine business to try to become the best nascar racer the south has ever seen.","lamont johnson","jeff bridges, valerie perrine, geraldine fitzgerald, ned beatty",1184,NA
"51",51,"pat garrett & billy the kid",1973,"r",122,"biography, drama, western",7.4,NA,"an aging pat garrett is hired as a lawman on behalf of a group of wealthy new mexico cattle barons--his sole purpose being to bring down his old friend billy the kid.","sam peckinpah","james coburn, kris kristofferson, richard jaeckel, katy jurado",14717,NA
"52",52,"day for night",1973,"pg",115,"comedy, drama, romance",8.1,NA,"a committed film struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.","françois truffaut","jacqueline bisset, jean-pierre léaud, françois truffaut, valentina cortese",15995,NA
"53",53,"charley varrick",1973,"pg",111,"action, crime, drama",7.5,NA,"a man, his wife, and their friend, stage a bloody bank robbery, unaware they are stealing money from the mob.","don siegel","walter matthau, joe don baker, felicia farr, andrew robinson",8570,NA
"54",54,"the vault of horror",1973,"r",87,"horror",6.6,NA,"an anthology of five horror stories shared by five men trapped in the basement of an office building.","roy ward baker","terry-thomas, tom baker, dawn addams, michael craig",3639,NA
"55",55,"lady snowblood",1973,"not rated",97,"action, drama, thriller",7.7,NA,"a young girl is born and raised to be an instrument of revenge.","toshiya fujita","meiko kaji, toshio kurosawa, masaaki daimon, miyoko akaza",9173,NA
