"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"14",14,"sweet home alabama",2002,"pg-13",108,"comedy, romance",6.2,"45","a young woman who's reinvented herself as a new york socialite must return home to alabama to obtain a divorce from her husband, after seven years of separation.","andy tennant","reese witherspoon, patrick dempsey, josh lucas, candice bergen",89434,NA
"15",15,"star wars: episode ii - attack of the clones",2002,"pg",142,"action, adventure, fantasy",6.6,"54","ten years after initially meeting, anakin skywalker shares a forbidden romance with padmé, while obi-wan investigates an assassination attempt on the senator and discovers a secret clone army crafted for the jedi.","george lucas","hayden christensen, natalie portman, ewan mcgregor, christopher lee",514034,NA
"16",16,"cabin fever",2002,"r",93,"comedy, horror",5.6,"56","a group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.","eli roth","jordan ladd, rider strong, james debello, cerina vincent",66019,NA
"17",17,"red dragon",2002,"r",124,"crime, drama, thriller",7.2,"60","a retired f.b.i. agent with psychological gifts, is assigned to help track down ""the tooth fairy"", a mysterious serial killer. aiding him, is imprisoned forensic psychiatrist dr. hannibal ""the cannibal"" lecter.","brett ratner","anthony hopkins, edward norton, ralph fiennes, harvey keitel",216860,NA
"18",18,"signs",2002,"pg-13",106,"drama, mystery, sci-fi",6.7,"59","a family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.","m. night shyamalan","mel gibson, joaquin phoenix, rory culkin, abigail breslin",293706,NA
"19",19,"8 mile",2002,"r",110,"drama, music",7,"77","a young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.","curtis hanson","eminem, brittany murphy, kim basinger, mekhi phifer",206454,NA
"20",20,"minority report",2002,"pg-13",145,"action, adventure, crime",7.7,"80","in a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.","steven spielberg","tom cruise, colin farrell, samantha morton, max von sydow",433089,NA
"21",21,"treasure planet",2002,"pg",95,"animation, adventure, family",7.1,"60","a disney animated version of ""treasure island"". the only difference is that the film is set in outer space with alien worlds and other galactic wonders.","ron clements, john musker","joseph gordon-levitt, emma thompson, martin short, roscoe lee browne",80484,NA
"22",22,"chicago",2002,"pg-13",113,"comedy, crime, musical",7.2,"82","murderesses velma kelly and roxie hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s chicago.","rob marshall","renée zellweger, catherine zeta-jones, richard gere, taye diggs",185827,NA
"23",23,"resident evil",2002,"r",100,"action, horror, sci-fi",6.7,"33","a special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","paul w.s. anderson","milla jovovich, michelle rodriguez, ryan mccluskey, oscar pearce",217288,NA
"24",24,"the count of monte cristo",2002,"pg-13",131,"action, adventure, drama",7.7,"61","a young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","kevin reynolds","jim caviezel, guy pearce, richard harris, james frain",112084,NA
"25",25,"panic room",2002,"r",112,"crime, drama, thriller",6.8,"65","a divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.","david fincher","jodie foster, kristen stewart, forest whitaker, dwight yoakam",221705,NA
"26",26,"unfaithful",2002,"r",124,"drama, thriller",6.7,"63","a new york suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.","adrian lyne","richard gere, diane lane, olivier martinez, erik per sullivan",68117,NA
"27",27,"ghost ship",2002,"r",91,"horror",5.5,"28","a salvage crew that discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the bering sea soon notices, as they prepare to tow it back to land, that strange things happen.","steve beck","julianna margulies, gabriel byrne, ron eldard, desmond harrington",80945,NA
"28",28,"road to perdition",2002,"r",117,"crime, drama, thriller",7.7,"72","bonds of loyalty are put to the test when a hitman's son witnesses what his father does for a living.","sam mendes","tom hanks, tyler hoechlin, rob maxey, liam aiken",214912,NA
"29",29,"men in black ii",2002,"pg-13",88,"action, adventure, comedy",6.1,"49","agent j needs help so he is sent to find agent k and restore his memory.","barry sonnenfeld","tommy lee jones, will smith, rip torn, lara flynn boyle",285467,NA
"30",30,"the hot chick",2002,"pg-13",104,"comedy, fantasy",5.5,"29","an attractive and popular teenager who is mean-spirited toward others finds herself in the body of an older man, and must find a way to get back to her original body.","tom brady","rob schneider, rachel mcadams, anna faris, matthew lawrence",79762,NA
"31",31,"the bourne identity",2002,"pg-13",119,"action, mystery, thriller",7.9,"68","a man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and regain his memory.","doug liman","franka potente, matt damon, chris cooper, clive owen",444703,NA
"32",32,"secretary",2002,"r",107,"comedy, drama, romance",7,"63","a young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.","steven shainberg","james spader, maggie gyllenhaal, jeremy davies, lesley ann warren",72431,NA
"33",33,"punch-drunk love",2002,"r",95,"comedy, drama, romance",7.3,"78","a psychologically troubled novelty supplier is nudged towards a romance with an english woman, all the while being extorted by a phone-sex line run by a crooked mattress salesman, and purchasing stunning amounts of pudding.","paul thomas anderson","adam sandler, emily watson, philip seymour hoffman, jason andrews",119591,NA
"34",34,"equilibrium",2002,"r",107,"action, drama, sci-fi",7.5,"33","in a fascist future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system.","kurt wimmer","christian bale, sean bean, emily watson, taye diggs",278872,NA
"35",35,"the hours",2002,"pg-13",110,"drama, romance",7.6,"81","the story of how the novel ""mrs. dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.","stephen daldry","meryl streep, nicole kidman, julianne moore, stephen dillane",108862,NA
"36",36,"insomnia",2002,"r",118,"drama, mystery, thriller",7.2,"78","two los angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.","christopher nolan","al pacino, robin williams, hilary swank, martin donovan",236888,NA
"37",37,"queen of the damned",2002,"r",101,"drama, fantasy, horror",5.3,"30","the vampire lestat becomes a rock star whose music wakes up the queen of all vampires.","michael rymer","aaliyah, stuart townsend, marguerite moreau, vincent perez",46604,NA
"38",38,"frida",2002,"r",123,"biography, drama, romance",7.4,"61","a biography of artist frida kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.","julie taymor","salma hayek, alfred molina, geoffrey rush, mía maestro",67347,NA
"39",39,"die another day",2002,"pg-13",133,"action, adventure, thriller",6.1,"56","james bond is sent to investigate the connection between a north korean terrorist and a diamond mogul, who is funding the development of an international space weapon.","lee tamahori","pierce brosnan, halle berry, rosamund pike, toby stephens",180132,NA
"40",40,"austin powers in goldmember",2002,"pg-13",94,"action, adventure, comedy",6.2,"62","upon learning that his father has been kidnapped, austin powers must travel to 1975 and defeat the aptly named villain goldmember - who is working with dr. evil.","jay roach","mike myers, beyoncé, seth green, michael york",172862,NA
"41",41,"blade ii",2002,"r",117,"action, horror, sci-fi",6.7,"52","blade forms an uneasy alliance with the vampire council in order to combat the reapers, who are feeding on vampires.","guillermo del toro","wesley snipes, kris kristofferson, ron perlman, leonor varela",172329,NA
"42",42,"adaptation.",2002,"r",114,"comedy, drama",7.7,"83","a lovelorn screenwriter becomes desperate as he tries and fails to adapt 'the orchid thief' by susan orlean for the screen.","spike jonze","nicolas cage, meryl streep, chris cooper, tilda swinton",154355,NA
"43",43,"the transporter",2002,"pg-13",92,"action, crime, thriller",6.8,"51","frank is hired to ""transport"" packages for unknown clients and has made a very good living doing so. but when asked to move a package that begins moving, complications arise.","louis leterrier, corey yuen","jason statham, qi shu, matt schulze, françois berléand",254207,NA
"44",44,"maid in manhattan",2002,"pg-13",105,"comedy, drama, romance",5.1,"45","a senatorial candidate falls for a hotel maid, thinking she is a socialite, when he sees her trying on a wealthy woman's dress.","wayne wang","jennifer lopez, ralph fiennes, natasha richardson, stanley tucci",73299,NA
"45",45,"mr. deeds",2002,"pg-13",96,"comedy, romance",5.8,"24","a sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.","steven brill","adam sandler, winona ryder, john turturro, allen covert",118660,NA
"46",46,"ice age",2002,"pg",81,"animation, adventure, comedy",7.6,"60","set during the ice age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.","chris wedge, carlos saldanha","denis leary, john leguizamo, ray romano, goran visnjic",359864,NA
"47",47,"about a boy",2002,"pg-13",101,"comedy, drama, romance",7.1,"75","a cynical, immature young man is taught how to act like a grown-up by a little boy.","chris weitz, paul weitz","hugh grant, nicholas hoult, toni collette, sharon small",151560,NA
"48",48,"lilo & stitch",2002,"pg",85,"animation, adventure, comedy",7.2,"73","a hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.","dean deblois, chris sanders","daveigh chase, chris sanders, tia carrere, david ogden stiers",132356,NA
"49",49,"we were soldiers",2002,"r",138,"action, drama, history",7.2,"65","the story of the first major battle of the american phase of the vietnam war and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.","randall wallace","mel gibson, madeleine stowe, greg kinnear, sam elliott",112241,NA
"50",50,"40 days and 40 nights",2002,"r",96,"comedy, romance",5.6,"53","after a brutal break-up, a young man vows to stay celibate during the forty days of lent, but finds the girl of his dreams and is unable to do anything about it.","michael lehmann","josh hartnett, shannyn sossamon, paulo costanzo, adam trese",64635,NA
"51",51,"the sweetest thing",2002,"r",88,"comedy, romance",5.1,"32","a girl finds she is forced to educate herself on the etiquette of wooing the opposite sex when she finally meets mr. right.","roger kumble","cameron diaz, thomas jane, christina applegate, lillian adams",48923,NA
"52",52,"bend it like beckham",2002,"pg-13",112,"comedy, drama, romance",6.7,"66","the daughter of orthodox sikh rebels against her parents' traditionalism and joins a football team.","gurinder chadha","parminder nagra, keira knightley, jonathan rhys meyers, anupam kher",94745,NA
"53",53,"xxx",2002,"pg-13",124,"action, adventure, thriller",5.8,"48","an extreme sports athlete, xander cage, is recruited by the government on a special mission.","rob cohen","vin diesel, asia argento, marton csokas, samuel l. jackson",156763,NA
"54",54,"the scorpion king",2002,"pg-13",92,"action, adventure, fantasy",5.5,"45","a desert warrior rises up against the evil army that is destroying his homeland. he captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.","chuck russell","dwayne johnson, steven brand, michael clarke duncan, kelly hu",111466,NA
"55",55,"star trek: nemesis",2002,"pg-13",116,"action, adventure, sci-fi",6.4,"51","the enterprise is diverted to the romulan homeworld romulus, supposedly because they want to negotiate a peace treaty.","stuart baird","patrick stewart, jonathan frakes, brent spiner, levar burton",62871,NA
"56",56,"cube²: hypercube",2002,"r",94,"sci-fi, thriller",5.6,NA,"eight strangers awaken with no memory and find themselves in a puzzling cube shaped room where the laws of physics do not always apply.","andrzej sekula","kari matchett, geraint wyn davies, grace lynn kung, matthew ferguson",54528,NA
"57",57,"abandon",2002,"pg-13",99,"drama, music, mystery",4.9,"36","a senior at an elite college, already under severe pressure to complete her thesis and land a prestigious job, must confront the sudden reappearance of her old boyfriend, after his two-year...                see full summary »","stephen gaghan","katie holmes, benjamin bratt, charlie hunnam, zooey deschanel",8220,NA
"58",58,"the sum of all fears",2002,"pg-13",124,"action, drama, thriller",6.4,"45","cia analyst jack ryan must stop the plans of a neo nazis faction that threatens to induce a catastrophic conflict between the united states and russia's newly elected president by detonating a nuclear weapon at a football game in baltimore.","phil alden robinson","ben affleck, morgan freeman, ian mongrain, russell bobbitt",91387,NA
"59",59,"reign of fire",2002,"pg-13",101,"action, adventure, fantasy",6.2,"39","a brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.","rob bowman","matthew mcconaughey, christian bale, izabella scorupco, gerard butler",113663,NA
"60",60,"phone booth",2002,"r",81,"crime, mystery, thriller",7.1,"56","stuart shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle.","joel schumacher","colin farrell, kiefer sutherland, forest whitaker, radha mitchell",223021,NA
"61",61,"orange county",2002,"pg-13",82,"comedy, drama",6.2,"48","a guidance counselor mistakenly sends out the wrong transcripts to stanford university under the name of an over-achieving high schooler.","jake kasdan","colin hanks, jack black, schuyler fisk, bret harrison",43072,NA
"62",62,"ying xiong",2002,"pg-13",107,"action, adventure, history",7.9,"85","a defense officer, nameless, was summoned by the king of qin regarding his success of terminating three warriors.","yimou zhang","jet li, tony chiu-wai leung, maggie cheung, ziyi zhang",157973,NA
"63",63,"my big fat greek wedding",2002,"pg",95,"comedy, drama, romance",6.6,"62","a young greek woman falls in love with a non-greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.","joel zwick","nia vardalos, john corbett, michael constantine, christina eleusiniotis",108299,NA
"64",64,"van wilder",2002,"r",92,"comedy, romance",6.4,"26","the most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.","walt becker","ryan reynolds, tara reid, tim matheson, kal penn",93632,NA
"65",65,"the time machine",2002,"pg-13",96,"action, adventure, sci-fi",5.9,"42","hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.","simon wells","guy pearce, yancey arias, mark addy, phyllida law",108352,NA
"66",66,"dog soldiers",2002,"r",105,"action, horror, thriller",6.8,NA,"a routine military exercise turns into a nightmare in the scotland wilderness.","neil marshall","sean pertwee, kevin mckidd, emma cleasby, liam cunningham",47992,NA
"67",67,"asterix and obelix meet cleopatra",2002,"pg",107,"adventure, comedy, family",6.6,NA,"astérix and obélix go to egypt to help architect numérobis who is building a palace for cleopatra.","alain chabat","gérard depardieu, christian clavier, jamel debbouze, monica bellucci",40882,NA
"68",68,"tuck everlasting",2002,"pg",90,"drama, romance, family",6.7,"66","a young woman meets and falls in love with a young man who is part of a family of immortals.","jay russell","alexis bledel, jonathan jackson, sissy spacek, william hurt",19048,NA
"69",69,"confessions of a dangerous mind",2002,"r",113,"biography, comedy, crime",7.1,"67","an adaptation of the cult memoir of game show impresario chuck barris, in which he purports to have been a cia hitman.","george clooney","sam rockwell, drew barrymore, george clooney, julia roberts",74970,NA
"70",70,"blue crush",2002,"pg-13",104,"drama, romance, sport",5.6,"61","as a hard-core surfer girl prepares for a big competition, she finds herself falling for a football player.","john stockwell","kate bosworth, michelle rodriguez, matthew davis, sanoe lake",27261,NA
"71",71,"ken park",2002,"not rated",93,"drama",5.9,NA,"ken park is about several californian skateboarders' lives and relationships with and without their parents.","larry clark, edward lachman","adam chubbuck, james bullard, seth gray, eddie daniels",26282,NA
"72",72,"infernal affairs",2002,"r",101,"crime, drama, mystery",8.1,"75","a story between a mole in the police department and an undercover cop. their objectives are the same: to find out who is the mole, and who is the cop.","wai-keung lau, alan mak","andy lau, tony chiu-wai leung, anthony chau-sang wong, eric tsang",100961,NA
"73",73,"eight legged freaks",2002,"pg-13",99,"action, comedy, horror",5.4,"53","venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.","ellory elkayem","david arquette, kari wuhrer, scott terra, scarlett johansson",46562,NA
"74",74,"spirit: stallion of the cimarron",2002,"g",83,"animation, adventure, family",7.1,"52","a wild stallion is captured by humans and slowly loses the will to resist training. yet throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.","kelly asbury, lorna cook","matt damon, james cromwell, daniel studi, chopper bernet",50663,NA
"75",75,"the mothman prophecies",2002,"pg-13",119,"drama, horror, mystery",6.5,"52","a reporter is drawn to a small west virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.","mark pellington","richard gere, laura linney, david eigenberg, bob tracey",67348,NA
"76",76,"may",2002,"r",93,"drama, horror",6.7,"58","a lonely young woman traumatized by a difficult childhood and her increasingly desperate attempts to connect with the people around her is sent into a murderous tailspin.","lucky mckee","angela bettis, jeremy sisto, anna faris, james duval",28655,NA
"77",77,"25th hour",2002,"r",135,"drama",7.7,"67","cornered by the dea, convicted new york drug dealer montgomery brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.","spike lee","edward norton, barry pepper, philip seymour hoffman, rosario dawson",156628,NA
"78",78,"john q",2002,"pg-13",116,"crime, drama, thriller",7.1,"30","john quincy archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.","nick cassavetes","denzel washington, robert duvall, gabriela oltean, kimberly elise",106923,NA
"79",79,"murder by numbers",2002,"r",115,"crime, mystery, thriller",6.1,"50","two gifted high school students execute a ""perfect"" murder - then become engaged in an intellectual contest with a seasoned homicide detective.","barbet schroeder","sandra bullock, ben chaplin, ryan gosling, michael pitt",46372,NA
"80",80,"solaris",2002,"pg-13",99,"drama, mystery, romance",6.2,"65","a troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.","steven soderbergh","george clooney, natascha mcelhone, ulrich tukur, viola davis",71153,NA
"81",81,"killing me softly",2002,"r",100,"drama, mystery, romance",5.5,NA,"a woman faces deadly consequences for abandoning her loving relationship with her boyfriend to pursue exciting sexual scenarios with a mysterious celebrity mountaineer.","kaige chen","heather graham, joseph fiennes, natascha mcelhone, ulrich thomsen",15239,NA
"82",82,"the new guy",2002,"pg-13",88,"comedy",5.9,"24","a high school senior branded uncool in the ninth grade gets himself expelled so he changes his image to cool kid at the town's other high school.","ed decter","dj qualls, lyle lovett, eliza dushku, zooey deschanel",30102,NA
"83",83,"about schmidt",2002,"r",125,"comedy, drama",7.2,"85","a man upon retirement, embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.","alexander payne","jack nicholson, hope davis, dermot mulroney, kathy bates",112367,NA
"84",84,"ali g indahouse",2002,"r",85,"comedy, romance",6.2,NA,"ali g unwittingly becomes a pawn in the chancellor's plot to overthrow the prime minister of great britain. however, ali is embraced by the nation as a voice of the youth, making the pm and his government more popular than ever.","mark mylod","sacha baron cohen, emilio rivera, gina la piana, dana de celis",73494,NA
"85",85,"the santa clause 2",2002,"g",104,"comedy, family, fantasy",5.6,"48","scott calvin has been a humble santa claus for nearly ten years, but it might come to an end if he doesn't find a mrs. claus.","michael lembeck","tim allen, spencer breslin, elizabeth mitchell, eric lloyd",38475,NA
"86",86,"paid in full",2002,"r",97,"action, crime, drama",7.1,"49","a young man from harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.","charles stone iii","mekhi phifer, wood harris, chi mcbride, kevin carroll",8199,NA
"87",87,"big fat liar",2002,"pg",88,"adventure, comedy, family",5.4,"36","after a young boy's school essay erroneously finds its way into the hands of a hollywood producer who turns the idea into a hit film, the boy travels to los angeles to claim his credit.","shawn levy","frankie muniz, amanda bynes, paul giamatti, amanda detmer",30692,NA
"88",88,"the rules of attraction",2002,"r",110,"comedy, drama, romance",6.7,"50","the incredibly spoiled and overprivileged students of camden college are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.","roger avary","james van der beek, ian somerhalder, shannyn sossamon, jessica biel",46031,NA
"89",89,"two weeks notice",2002,"pg-13",101,"comedy, romance",6.1,"42","a lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.","marc lawrence","sandra bullock, hugh grant, alicia witt, dana ivey",92185,NA
"90",90,"high crimes",2002,"pg-13",115,"crime, drama, mystery",6.3,"48","high powered lawyer claire kubik finds her world turned upside down when her husband, who has been living under a false name, is arrested by military police and placed on trial for the murder of villagers while he was in the marines.","carl franklin","jim caviezel, morgan freeman, ashley judd, adam scott",32822,NA
"91",91,"s1m0ne",2002,"pg-13",117,"comedy, drama, sci-fi",6.1,"49","a producer's film is endangered when his star walks off, so he decides to digitally create an actress to substitute for the star, becoming an overnight sensation that everyone thinks is a real person.","andrew niccol","al pacino, catherine keener, rachel roberts, benjamin salisbury",54171,NA
"92",92,"undisputed",2002,"r",94,"action, crime, drama",6.2,"58","when heavyweight champion george ""iceman"" chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ.","walter hill","wesley snipes, ving rhames, peter falk, michael rooker",24657,NA
"93",93,"k-19: the widowmaker",2002,"pg-13",138,"drama, history, thriller",6.7,"58","when russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.","kathryn bigelow","harrison ford, sam spruell, peter stebbings, christian camargo",52236,NA
"94",94,"talk to her",2002,"r",112,"drama, mystery, romance",8,"86","two men share an odd friendship while they care for two women who are both in deep comas.","pedro almodóvar","rosario flores, javier cámara, darío grandinetti, leonor watling",91955,NA
"95",95,"friday after next",2002,"r",85,"comedy, drama",5.8,"35","craig and day day have finally moved out of their parents houses and into their own crib. the cousins work nights at a local mall as security guards. when their house is robbed on christmas...                see full summary »","marcus raboy","ice cube, mike epps, john witherspoon, don 'd.c.' curry",21379,NA
"96",96,"narc",2002,"r",105,"crime, drama, mystery",7.2,"70","when the trail goes cold on a murder investigation of a policeman an undercover narcotics officer is lured back to the force to help solve the case.","joe carnahan","ray liotta, jason patric, chi mcbride, dan leis",35449,NA
"97",97,"enough",2002,"pg-13",115,"crime, drama, thriller",5.7,"25","after running away fails, a terrified woman (jennifer lopez) empowers herself in order to battle her abusive husband (billy campbell).","michael apted","jennifer lopez, billy campbell, tessa allen, juliette lewis",33129,NA
"98",98,"femme fatale",2002,"r",114,"crime, drama, mystery",6.3,"59","a woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.","brian de palma","rebecca romijn, antonio banderas, peter coyote, eriq ebouaney",30074,NA
"99",99,"swept away",2002,"r",89,"comedy, romance",3.6,"18","a snooty socialite is stranded on a mediterranean island with a communist sailor.","guy ritchie","madonna, adriano giannini, bruce greenwood, elizabeth banks",13779,NA
"100",100,"ju-on: the grudge",2002,"r",92,"horror",6.7,"48","a mysterious and vengeful spirit marks and pursues anybody who dares enter the house in which it resides.","takashi shimizu","megumi okina, misaki itô, misa uehara, yui ichikawa",34549,NA
