"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"42",42,"the deadly companions",1961,"approved",93,"western",6.1,NA,"an ex-army officer accidentally kills a woman's son and tries to make up for it by escorting the funeral procession through dangerous indian territory.","sam peckinpah","maureen o'hara, brian keith, steve cochran, chill wills",1617,NA
"43",43,"the colossus of rhodes",1961,NA,127,"adventure, drama, history",5.9,NA,"while on holiday in rhodes, athenian war hero darios becomes involved in two different plots to overthrow the tyrannical king, one from rhodian patriots and the other from sinister phoenician agents.","sergio leone","rory calhoun, lea massari, georges marchal, conrado san martín",2087,NA
"44",44,"accattone",1961,"not rated",117,"drama",7.8,NA,"a pimp with no other means to provide for himself finds his life spiraling out of control when his prostitute is sent to prison.","pier paolo pasolini","franco citti, franca pasut, silvana corsini, paola guidi",5870,NA
"45",45,"homicidal",1961,"unrated",87,"horror, mystery, thriller",6.9,NA,"the brutal stabbing murder of a justice-of-the-peace sparks an investigation of dark family secrets in a sleepy small town in southern california.","william castle","glenn corbett, patricia breslin, eugenie leontovich, alan bunce",2129,NA
"46",46,"fanny",1961,"not rated",134,"drama, romance",7,NA,"a love triangle between a young woman, a rich 60-something man and an aspiring sailor set in early 20th century marseilles.","joshua logan","leslie caron, maurice chevalier, charles boyer, horst buchholz",1579,NA
"47",47,"lola",1961,"not rated",90,"drama, romance",7.6,"73","a bored young man meets with his former girlfriend, now a cabaret dancer and single mother, and soon finds himself falling back in love with her.","jacques demy","anouk aimée, marc michel, jacques harden, alan scott",3699,NA
"48",48,"scream of fear",1961,"approved",81,"horror, thriller",7.4,NA,"a wheelchair-bound young woman returns to her father's estate after ten years, and although she's told he's away, she keeps seeing his dead body on the estate.","seth holt","susan strasberg, ann todd, ronald lewis, christopher lee",2730,NA
"49",49,"lover come back",1961,"approved",107,"comedy, drama, romance",7.3,NA,"a series of misunderstandings leaves an advertising executive with a campaign for a product which has not yet been invented, while he romances his rival in the guise of its inventor.","delbert mann","rock hudson, doris day, tony randall, edie adams",5387,NA
"50",50,"master of the world",1961,"not rated",102,"sci-fi, adventure",6,NA,"in 1868, an american scientist and his team become hostages of fanatical pacifist robur who uses his airship albatross to destroy military targets on earth.","william witney","vincent price, charles bronson, henry hull, mary webster",2180,NA
"51",51,"victim",1961,"not rated",90,"crime, drama, thriller",7.8,NA,"the death of a young man leads to the discovery of a blackmail plot against a number of gay men in 1960s london.","basil dearden","dirk bogarde, sylvia syms, dennis price, anthony nicholls",3902,NA
"52",52,"atlantis: the lost continent",1961,"approved",90,"adventure, sci-fi",5.5,NA,"a greek fisherman brings an atlantean princess back to her homeland which is the mythical city of atlantis. he is enslaved for his trouble. the king is being manipulated by an evil sorcerer...                see full summary »","george pal","sal ponti, joyce taylor, john dall, william smith",1218,NA
"53",53,"reptilicus",1961,"passed",82,"action, horror, sci-fi",3.6,NA,"after copper miners discover part of the frozen tail of a prehistoric monster in lapland, scientists inadvertently bring it back to life.","sidney w. pink","bent mejding, asbjørn andersen, povl wøldike, ann smyrner",2843,NA
"54",54,"viridiana",1961,"not rated",90,"comedy, drama",8.2,NA,"viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her mother superior.","luis buñuel","silvia pinal, fernando rey, francisco rabal, josé calvo",17891,NA
"55",55,"flower drum song",1961,"approved",133,"comedy, musical, romance",7,NA,"a young woman arrives in san francisco's chinatown from hong kong with the intention of marrying a rakish nightclub owner, unaware he is involved with one of his singers.","henry koster","nancy kwan, james shigeta, benson fong, jack soo",2025,NA
"56",56,"the day the earth caught fire",1961,"unrated",99,"drama, sci-fi, romance",7.2,NA,"when the u.s. and russia unwittingly test atomic bombs at the same time, it alters the nutation (axis of rotation) of the earth.","val guest","edward judd, janet munro, leo mckern, michael goodliffe",3647,NA
"57",57,"whistle down the wind",1961,"unrated",99,"crime, drama",7.8,NA,"when an injured wife murderer takes refuge on a remote lancashire farm, the owners three children mistakenly believe him to be the second coming of christ.","bryan forbes","alan bates, bernard lee, norman bird, diane clare",2460,NA
"58",58,"léon morin, priest",1961,"not rated",117,"drama, romance",7.8,NA,"set during occupied france, a faithless woman finds herself falling in love with a young priest.","jean-pierre melville","jean-paul belmondo, emmanuelle riva, irène tunc, nicole mirel",2670,NA
"59",59,"night tide",1961,"not rated",86,"horror, thriller",6.4,NA,"a young sailor falls in love with a mysterious woman, performing as a mermaid at the local carnival. he soon comes to suspect the girl might be a real mermaid, who draws men to a watery death during the full moon.","curtis harrington","dennis hopper, linda lawson, gavin muir, luana anders",1599,NA
"60",60,"nude on the moon",1961,NA,83,"fantasy, sci-fi",3.9,NA,"a rich rocket scientist organizes an expedition to the moon, which they discover is inhabited by nude women.","raymond phelan, doris wishman","marietta, william mayer, lester brown, pat reilly",656,NA
"61",61,"diary of a nudist",1961,NA,72,"adventure, romance",4.1,NA,"newspaper editor arthur sherwood is on a hunting trip when he accidentally stumbles upon a nudist camp in the woods. he is very much shocked by this and decides to send reporter stacy ...                see full summary »","doris wishman","davee decker, norman casserly, dolores carlos, allan blacker",317,NA
"62",62,"gorgo",1961,"unrated",78,"action, drama, horror",5.6,NA,"greedy sailors capture a giant lizard off the coast of ireland and sell it to a london circus. then its mother shows up.","eugène lourié","bill travers, william sylvester, vincent winter, christopher rhodes",2404,NA
"63",63,"goodbye again",1961,"not rated",120,"drama, romance",7,NA,"in this adaptation of françoise sagan's best selling novel, paula is a beautiful and highly successful 40-year-old businesswoman. she is deeply in love with roger, her mature consort of ...                see full summary »","anatole litvak","ingrid bergman, yves montand, anthony perkins, jessie royce landis",1968,NA
"64",64,"mothra",1961,"passed",101,"fantasy, sci-fi, thriller",6.6,NA,"shipwreck survivors are found on beiru island (infanto tô), which was previously used for atomic tests. the interior is amazingly free of radiation effects, and they believe that they were ...                see full summary »","ishirô honda","furankî sakai, hiroshi koizumi, kyôko kagawa, yumi itô",2542,NA
"65",65,"the naked edge",1961,"approved",97,"crime, mystery, thriller",6.7,NA,"five years after george radcliffe was the chief witness in a high profile murder case, his wife receives a blackmailing letter accusing him of the crime.","michael anderson","gary cooper, deborah kerr, eric portman, diane cilento",742,NA
"66",66,"town without pity",1961,"approved",105,"crime, drama",7.3,NA,"four american soldiers stationed near a german village face death in the rape of a local girl and are defended by outside counsel major steve garrett.","gottfried reinhardt","kirk douglas, barbara rütting, christine kaufmann, e.g. marshall",1213,NA
"67",67,"the last sunset",1961,"approved",112,"drama, romance, western",6.8,NA,"at a mexican ranch, fugitive o'malley and pursuing sheriff stribling agree to help rancher breckenridge drive his herd into texas where stribling could legally arrest o'malley but breckenridge's wife complicates things.","robert aldrich","rock hudson, kirk douglas, dorothy malone, joseph cotten",2119,NA
"68",68,"the phantom planet",1961,"unrated",82,"action, adventure, sci-fi",3.3,NA,"after an invisible asteroid draws an astronaut and his ship to its surface, he is miniaturized by the phantom planet's exotic atmosphere.","william marshall","dean fredericks, coleen gray, anthony dexter, francis x. bushman",2234,NA
"69",69,"the beast of yucca flats",1961,"unrated",54,"horror, sci-fi",2.4,NA,"a defecting soviet scientist is hit by a nuclear explosion near yucca flats and roams around as a beast.","coleman francis","douglas mellor, barbara francis, bing stafford, larry aten",6794,NA
"70",70,"barabbas",1961,"not rated",137,"adventure, biography, drama",7,NA,"barabbas, the criminal that pontius pilate induced the populace to vote to set free, so that christ could be crucified, is haunted by the image of jesus for the rest of his life.","richard fleischer","anthony quinn, silvana mangano, arthur kennedy, katy jurado",4418,NA
"71",71,"blast of silence",1961,"not rated",77,"crime, drama, thriller",7.6,NA,"a hired killer from cleveland has a job to do on a second-string mob boss in new york. but a special girl from his past, and a fat gun dealer with pet rats, each gets in his way.","allen baron","molly mccarthy, allen baron, larry tucker, peter clune",3063,NA
"72",72,"creature from the haunted sea",1961,"unrated",63,"comedy, horror",3.4,NA,"a crook decides to bump off members of his inept crew and blame their deaths on a legendary sea creature. what he doesn't know is that the creature is real.","roger corman","antony carbone, betsy jones-moreland, robert towne, beach dickerson",2116,NA
"73",73,"a thunder of drums",1961,"approved",97,"western",5.9,NA,"the trials and tribulations of bitter veteran captain maddocks and argumentative rookie lieutenant mcquade at a cavalry desert outpost.","joseph m. newman","richard boone, george hamilton, luana patten, arthur o'connell",558,NA
"74",74,"summer and smoke",1961,"not rated",118,"drama, romance",7.8,NA,"plain, repressed spinster falls for a dashing young medical student, but he prefers the wilder life, until it's too late.","peter glenville","laurence harvey, geraldine page, rita moreno, una merkel",1467,NA
"75",75,"duel of champions",1961,NA,105,"action, drama, history",5.2,NA,"a duel takes place in order to put an end to the long and bloody war between the romans and the albans. three valiant brothers are chosen for each side. the romans choose three brothers: ...                see full summary »","ferdinando baldi, terence young","alan ladd, franca bettoia, franco fabrizi, robert keith",222,NA
"76",76,"katok i skripka",1961,NA,46,"drama",7.5,NA,"seven year old sasha practices violin every day to satisfy the ambition of his parents. already withdrawn as a result of his routines, sasha quickly regains confidence when he accidentally ...                see full summary »","andrei tarkovsky","igor fomchenko, vladimir zamanskiy, marina adzhubei, yuri brusser",3931,NA
"77",77,"the naked witch",1961,"m",59,"horror",3.2,NA,"a student researching the german settlements of central texas unearths the grave of a reputed witch. the witch (who happens to be both beautiful and naked) rises from her grave and embarks ...                see full summary »","claude alexander, larry buchanan","denis adams, charles west, howard ware, jack herman",263,NA
"78",78,"wild in the country",1961,"not rated",114,"drama",6.5,NA,"a troubled young man discovers that he has a knack for writing when a counselor encourages him to pursue a literary career.","philip dunne","elvis presley, hope lange, tuesday weld, millie perkins",1198,NA
"79",79,"parrish",1961,"unrated",138,"drama",6.6,NA,"parrish mclean lives with his mother ellen on sala post's tobacco plantation in the connecticut river valley. his mother winds up marrying sala's rival judd raike, ruthless planter who ...                see full summary »","delmer daves","claudette colbert, troy donahue, karl malden, dean jagger",799,NA
"80",80,"x-15",1961,NA,107,"drama, history",5.9,NA,"during the cold war in the 1960s the u.s.a.f.and nasa tested the experimental rocket-powered aircraft x-15 that set altitude and speed records and reached the edge of outer space.","richard donner","david mclean, charles bronson, ralph taeger, brad dexter",446,NA
"81",81,"the devil at 4 o'clock",1961,"approved",126,"adventure, drama, thriller",6.5,NA,"a crusty, eccentric priest recruits three reluctant convicts to help him rescue a children's leper colony from a pacific island menaced by a smoldering volcano.","mervyn leroy","spencer tracy, frank sinatra, kerwin mathews, jean-pierre aumont",1581,NA
"82",82,"back street",1961,NA,107,"drama",6.7,NA,"in lincoln, the ambitious aspirant-designer rae smith has an incident with a wolf department store businessman and is rescued by the marine paul saxon. they immediately fall in love with ...                see full summary »","david miller","susan hayward, john gavin, vera miles, charles drake",735,NA
"83",83,"girl with a suitcase",1961,NA,96,"drama, romance",7.7,NA,"lorenzo, who's 16 and born to a wealthy family in parma, tries to make things right toward a showgirl, aida, whom his older brother has mistreated. in extending kindness and standing up for...                see full summary »","valerio zurlini","claudia cardinale, jacques perrin, luciana angiolillo, renato baldini",1344,NA
"84",84,"mother joan of the angels",1961,NA,110,"drama, horror, mystery",7.7,NA,"a priest is sent to a small parish in the polish countryside which is believed to be under demonic possession and there he finds his own temptations awaiting.","jerzy kawalerowicz","lucyna winnicka, mieczyslaw voit, anna ciepielewska, maria chwalibóg",2078,NA
"85",85,"gidget goes hawaiian",1961,"not rated",101,"comedy, music, romance",5.7,NA,"francine (gidget) is desperate: her parents want to force her to come with them on vacation to hawaii - just during the two weeks when her beloved ""moondoggie"" is home from college. when he...                see full summary »","paul wendkos","james darren, michael callan, deborah walley, carl reiner",767,NA
"86",86,"the human condition iii: a soldier's prayer",1961,"not rated",190,"drama, history, war",8.8,NA,"his ideals challenged by life as a conscript in war-time japan's military, a pacifist faces ever greater tests in his fight for survival.","masaki kobayashi","tatsuya nakadai, michiyo aratama, tamao nakamura, yûsuke kawazu",3343,NA
"87",87,"greyfriars bobby: the true story of a dog",1961,"approved",87,"family, drama",7.4,NA,"scotland, 1865. an old shepherd and his little skye terrier bobby go to edinburgh. but when the shepherd dies of pneumonia, the dog remains faithful to his master, refuses to be adopted by ...                see full summary »","don chaffey","donald crisp, laurence naismith, alex mackenzie, duncan macrae",934,NA
"88",88,"invasion of the neptune men",1961,NA,74,"sci-fi",2,NA,"clumsy invaders from neptune are thwarted by hero space chief and a nondescript group of microshort-wearing japanese kids.","kôji ohta","shin'ichi chiba, ryûko minakami, mitsue komiya, seiichirô kameishi",2284,NA
"89",89,"the mask",1961,"approved",83,"horror, thriller",6,NA,"a young archaeologist believes he is cursed by a mask that causes him to have weird nightmares and possibly to murder. before committing suicide, he mails the mask to his psychiatrist, dr. ...                see full summary »","julian roffman","paul stevens, claudette nevins, bill walker, anne collings",524,NA
"90",90,"the honeymoon machine",1961,"not rated",87,"comedy, romance",6.3,NA,"a navy lieutenant and his civilian friend use a classified computer to help them break the bank at a venetian casino.","richard thorpe","steve mcqueen, brigid bazlen, jim hutton, paula prentiss",915,NA
"91",91,"erik the conqueror",1961,NA,81,"action, adventure, romance",6.1,NA,"in the 9th century, two viking children, separated since their early childhood with one raised by the british and the other by vikings, meet after nearly 20 years as rivals as war breaks ...                see full summary »","mario bava","cameron mitchell, alice kessler, ellen kessler, george ardisson",461,NA
"92",92,"il posto",1961,"not rated",93,"drama",8.1,NA,"a very young college graduate attempts to obtain a position with a large corporation.","ermanno olmi","sandro panseri, loredana detto, tullio kezich, mara revel",3266,NA
"93",93,"the terror of the tongs",1961,"not rated",76,"action, adventure",5.9,NA,"in 1910, hong kong members of a secret tong crime syndicate protect their identities by murdering the daughter of a british sea captain who vows revenge.","anthony bushell","christopher lee, yvonne monlaur, geoffrey toone, marne maitland",504,NA
"94",94,"the end of summer",1961,NA,103,"drama",8,NA,"the family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.","yasujirô ozu","ganjirô nakamura, setsuko hara, yôko tsukasa, michiyo aratama",2679,NA
"95",95,"the errand boy",1961,"not rated",92,"comedy, family",6.4,NA,"paramutual pictures wants to know where all the money is going so they hire morty to be their spy. morty works for mr. sneak and gets a job in the mail room so that he can have access to ...                see full summary »","jerry lewis","jerry lewis, brian donlevy, howard mcnear, dick wesson",1515,NA
"96",96,"return to peyton place",1961,"approved",123,"drama",5.9,NA,"the residents of peyton place, new hampshire, are not happy when its most famous resident, alison mackenzie, writes a ""shocking"" novel detailing the sinful secrets of the town. most ...                see full summary »","josé ferrer","carol lynley, jeff chandler, eleanor parker, mary astor",610,NA
"97",97,"on the double",1961,"approved",92,"adventure, comedy, war",6.6,NA,"at the time of the invasion of normandy, an american soldier is asked to impersonate a british general in order to confuse the nazi spies and assassins in london.","melville shavelson","danny kaye, dana wynter, wilfrid hyde-white, margaret rutherford",489,NA
"98",98,"something wild",1961,"not rated",113,"drama",6.8,NA,"a young rape victim tries desperately to pick up the pieces of her life, only to find herself at the mercy of a would-be rescuer.","jack garfein","carroll baker, ralph meeker, mildred dunnock, jean stapleton",877,NA
"99",99,"the devil's hand",1961,"unrated",71,"horror",4.5,NA,"a man is haunted by visions of a beautiful woman. when he finally meets her, he winds up involved in a satanic cult.","william j. hole jr.","linda christian, robert alda, ariadna welter, neil hamilton",851,NA
"100",100,"no place like homicide!",1961,NA,87,"comedy, horror, mystery",6.5,NA,"ernie's uncle gabriel has just died but to claim his inheritance he must spend the night in the ancestral home with the rest of his relatives. before long the guests begin to drop dead.","pat jackson","sidney james, kenneth connor, shirley eaton, dennis price",571,NA
