"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"11",11,"grease 2",1982,"pg",115,"comedy, drama, musical",4.2,NA,"an english student at a 1960s american high school has to prove himself to the leader of a girls' gang whose members can only date greasers.","patricia birch","michelle pfeiffer, maxwell caulfield, lorna luft, maureen teefy",28187,NA
"12",12,"first blood",1982,"r",93,"action, adventure, drama",7.7,"62","former green beret john rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies, forcing him to survive using his combat skills.","ted kotcheff","sylvester stallone, brian dennehy, richard crenna, bill mckinney",186613,NA
"13",13,"conan the barbarian",1982,"r",129,"adventure, fantasy",6.9,"43","a barbarian warrior sets off to avenge his parents and his tribe whom were slain by an evil sorcerer and his henchmen when he was a boy.","john milius","arnold schwarzenegger, james earl jones, max von sydow, sandahl bergman",120334,NA
"14",14,"gandhi",1982,"pg",191,"biography, drama, history",8.1,NA,"gandhi's character is fully explained as a man of nonviolence. through his patience, he is able to drive the british out of the subcontinent. and the stubborn nature of jinnah and his commitment towards pakistan is portrayed.","richard attenborough","ben kingsley, john gielgud, candice bergen, edward fox",188465,NA
"15",15,"tootsie",1982,"pg",116,"comedy, drama, romance",7.4,"87","michael dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.","sydney pollack","dustin hoffman, jessica lange, teri garr, dabney coleman",83313,NA
"16",16,"tron",1982,"pg",96,"action, adventure, sci-fi",6.8,"58","a computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.","steven lisberger","jeff bridges, bruce boxleitner, david warner, cindy morgan",99816,NA
"17",17,"the dark crystal",1982,"pg",93,"adventure, family, fantasy",7.2,NA,"on another planet in the distant past, a gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world.","jim henson, frank oz","jim henson, kathryn mullen, frank oz, dave goelz",45463,NA
"18",18,"swamp thing",1982,"pg",91,"horror, sci-fi",5.4,NA,"after a violent incident with a special chemical, a research scientist is turned into a swamp plant monster.","wes craven","louis jourdan, adrienne barbeau, ray wise, david hess",10474,NA
"19",19,"star trek ii: the wrath of khan",1982,"pg",113,"action, adventure, sci-fi",7.7,"71","with the assistance of the enterprise crew, admiral kirk must stop an old nemesis, khan noonien singh, from using the life-generating genesis device as the ultimate weapon.","nicholas meyer","william shatner, leonard nimoy, deforest kelley, james doohan",97958,NA
"20",20,"an officer and a gentleman",1982,"r",124,"drama, romance",7,"75","a young man must complete his work at a navy flight school to become an aviator, with the help of a tough gunnery sergeant and his new girlfriend.","taylor hackford","richard gere, debra winger, david keith, robert loggia",40936,NA
"21",21,"rocky iii",1982,"pg",99,"drama, sport",6.8,NA,"after winning the ultimate title and being the world champion, rocky falls into a hole and finds himself picked up by a former enemy.","sylvester stallone","sylvester stallone, talia shire, burt young, carl weathers",138367,NA
"22",22,"sophie's choice",1982,"r",150,"drama, romance",7.7,"68","after spending time with his new neighbors, an aspiring writer realizes they are harboring deep secrets that will forever change him.","alan j. pakula","meryl streep, kevin kline, peter macnicol, rita karin",32569,NA
"23",23,"airplane ii: the sequel",1982,"pg",85,"comedy, sci-fi",6.1,"48","a faulty computer causes a passenger space shuttle to head straight for the sun. can ted striker save the day and get the shuttle back on track - again?","ken finkleman","robert hays, julie hagerty, lloyd bridges, raymond burr",41016,NA
"24",24,"pink floyd: the wall",1982,"r",95,"animation, drama, fantasy",8,NA,"a confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.","alan parker","bob geldof, christine hargreaves, james laurenson, eleanor david",64860,NA
"25",25,"the beastmaster",1982,"pg",118,"action, adventure, fantasy",6.2,"18","a sword-and-sorcery fantasy about a young man's search for revenge. armed with supernatural powers, the handsome hero and his animal allies wage war against marauding forces.","don coscarelli","marc singer, tanya roberts, rip torn, john amos",16691,NA
"26",26,"diner",1982,"r",110,"comedy, drama",7.2,"86","a group of college-age buddies struggle with their imminent passage into adulthood in 1959 baltimore.","barry levinson","steve guttenberg, mickey rourke, kevin bacon, daniel stern",15984,NA
"27",27,"the slumber party massacre",1982,"r",77,"comedy, horror",5.7,NA,"a high school student's slumber party turns terrifying as an escaped mental patient with a drill decides to crash the party.","amy holden jones","michelle michaels, robin stille, michael villella, debra de liso",7117,NA
"28",28,"48 hrs.",1982,"r",96,"action, comedy, crime",6.9,"71","a hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.","walter hill","nick nolte, eddie murphy, annette o'toole, frank mcrae",57733,NA
"29",29,"amityville ii: the possession",1982,"r",104,"horror",5.5,NA,"a family moves into their new home, which proves to be evil, resulting in the demonic possession of the teenage son. only the local priest can save him.","damiano damiani","james olson, burt young, rutanya alda, jack magner",8208,NA
"30",30,"zapped!",1982,"r",98,"comedy, fantasy, sci-fi",4.8,NA,"a high school science nerd gains telekinetic powers after a laboratory accident and uses them for revenge upon bullies.","robert j. rosenthal","scott baio, willie aames, robert mandan, felice schachter",5085,NA
"31",31,"the secret of nimh",1982,"g",82,"animation, adventure, drama",7.6,NA,"to save her ill son, a field mouse must seek the aid of a colony of rats, with whom she has a deeper link than she ever suspected.","don bluth","elizabeth hartman, derek jacobi, dom deluise, arthur malet",30060,NA
"32",32,"the entity",1982,"r",125,"biography, drama, horror",6.6,NA,"supposedly based partially on a true story, a woman is tormented and sexually molested by an invisible demon.","sidney j. furie","barbara hershey, ron silver, david labiosa, george coe",12115,NA
"33",33,"the king of comedy",1982,"pg",109,"comedy, crime, drama",7.8,NA,"aspiring comic rupert pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.","martin scorsese","robert de niro, jerry lewis, diahnne abbott, sandra bernhard",59849,NA
"34",34,"the last unicorn",1982,"g",92,"animation, adventure, drama",7.5,NA,"a brave unicorn and a magician fight an evil king who is obsessed with attempting to capture the world's unicorns.","jules bass, arthur rankin jr.","jeff bridges, mia farrow, angela lansbury, alan arkin",20626,NA
"35",35,"fanny and alexander",1982,"r",188,"drama",8.1,"100","two young swedish children experience the many comedies and tragedies of their family, the ekdahls.","ingmar bergman","bertil guve, pernilla allwin, kristina adolphson, börje ahlstedt",46756,NA
"36",36,"basket case",1982,NA,91,"comedy, horror",6.1,NA,"a young man carrying a big basket that contains his extremely deformed siamese-twin brother seeks vengeance on the doctors who separated them against their will.","frank henenlotter","kevin van hentenryck, terri susan smith, beverly bonner, robert vogel",12635,NA
"37",37,"night shift",1982,"r",106,"comedy",6.5,NA,"a morgue attendant is talked into running a brothel at his workplace after a deceased pimp is sent there. however, the pimp's killers don't look too kindly on this new 'business', nor does the morgue's owner.","ron howard","henry winkler, michael keaton, shelley long, gina hecht",11870,NA
"38",38,"tenebre",1982,"not rated",101,"horror, mystery, thriller",7.2,NA,"an american writer in rome is stalked by a serial killer bent on harassing him while killing all people associated with his work on his latest book.","dario argento","anthony franciosa, giuliano gemma, christian borromeo, mirella d'angelo",15890,NA
"39",39,"evil under the sun",1982,"pg",117,"drama, mystery",7,NA,"trying to find how a millionaire wound up with a phony diamond brings hercule poirot to an exclusive island resort frequented by the rich and famous. when a murder is committed, everyone has an alibi.","guy hamilton","peter ustinov, james mason, maggie smith, colin blakely",10277,NA
"40",40,"personal best",1982,"r",124,"drama, sport",6.3,NA,"the intertwined lives and loves of three highly-ranked athletes striving for the national team; chris bounces between the beds of male coach terry and her female friend, competitor, and role model tory.","robert towne","mariel hemingway, scott glenn, patrice donnelly, kenny moore",2021,NA
"41",41,"the man from snowy river",1982,"pg",102,"adventure, drama, family",7.3,NA,"in 1880s australia when young jim craig's father dies jim takes a job at the harrison cattle ranch and he is forced to become a man.","george miller","kirk douglas, tom burlinson, terence donovan, tommy dysart",6551,NA
"42",42,"the year of living dangerously",1982,"pg",115,"drama, romance, war",7.2,"65","a young australian reporter tries to navigate the political turmoil of indonesia during the rule of president sukarno with the help of a diminutive photographer.","peter weir","mel gibson, sigourney weaver, linda hunt, bembol roco",16711,NA
"43",43,"the last american virgin",1982,"r",92,"comedy, drama, romance",6.2,NA,"the friendship of a group of young friends struggling with teen sex, drugs, and work is jeopardized by a romantic interest which may turn pals into bitter rivals.","boaz davidson","lawrence monoson, diane franklin, steve antin, joe rubbo",6566,NA
"44",44,"the verdict",1982,"r",129,"drama",7.8,NA,"a lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.","sidney lumet","paul newman, charlotte rampling, jack warden, james mason",29125,NA
"45",45,"the best little whorehouse in texas",1982,"r",114,"comedy, musical",5.8,NA,"a town's sheriff and regular patron of a historical whorehouse fights to keep it running when a tv reporter targets it as the devil's playhouse.","colin higgins","burt reynolds, dolly parton, dom deluise, charles durning",8268,NA
"46",46,"the world according to garp",1982,"r",136,"comedy, drama",7.2,NA,"a struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon.","george roy hill","robin williams, mary beth hurt, glenn close, john lithgow",22029,NA
"47",47,"class of 1984",1982,"r",98,"action, crime, drama",6.6,NA,"a new teacher at a troubled inner-city high school soon ends up clashing with the delinquent leader of a punk posse that runs the school.","mark l. lester","perry king, merrie lynn ross, timothy van patten, roddy mcdowall",7296,NA
"48",48,"fitzcarraldo",1982,"pg",158,"adventure, drama",8.1,NA,"the story of brian sweeney fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.","werner herzog","klaus kinski, claudia cardinale, josé lewgoy, miguel ángel fuentes",24694,NA
"49",49,"pieces",1982,"unrated",89,"horror, mystery, thriller",6.2,NA,"young co-eds are being dismembered by a mysterious murderer on a college campus. the killer is attempting to put together a human jigsaw puzzle made from body parts.","juan piquer simón","christopher george, lynda day george, frank braña, edmund purdom",6126,NA
"50",50,"the sword and the sorcerer",1982,"r",99,"action, adventure, fantasy",5.7,NA,"a mercenary with a three-bladed sword rediscovers his royal heritage's dangerous future when he is recruited to help a princess foil the designs of a brutal tyrant and a powerful sorcerer in conquering a land.","albert pyun","lee horsley, kathleen beller, simon maccorkindale, george maharis",4727,NA
"51",51,"butterfly",1982,"r",108,"crime, drama",4.6,NA,"in 1937 nevada, silver mine caretaker jess tyler is reunited with his teenage daughter kady who will do anything to persuade jess to let her have claim to the mine.","matt cimber","stacy keach, pia zadora, orson welles, lois nettleton",977,NA
"52",52,"the toy",1982,"pg",102,"comedy",5.8,NA,"an underemployed reporter finds himself literally purchased as a toy for a rich spoiled brat.","richard donner","richard pryor, jackie gleason, ned beatty, scott schwartz",9650,NA
"53",53,"victor victoria",1982,"pg",134,"comedy, music, musical",7.6,NA,"a struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.","blake edwards","julie andrews, james garner, robert preston, lesley ann warren",16410,NA
"54",54,"forbidden world",1982,"r",77,"horror, sci-fi",5.3,NA,"in the distant future, a federation marshal arrives at a research lab on a remote planet where a genetic experiment has gotten loose and begins feeding on the dwindling scientific group.","allan holzman","jesse vint, dawn dunlap, june chadwick, linden chiles",2479,NA
"55",55,"death wish ii",1982,"x",88,"action, crime, drama",6,NA,"architect paul kersey once again becomes a vigilante when he tries to find the five street punks who murdered his daughter and housekeeper, this time on the dark streets of los angeles.","michael winner","charles bronson, jill ireland, vincent gardenia, j.d. cannon",11378,NA
"56",56,"the plague dogs",1982,"pg-13",103,"animation, adventure, drama",7.9,NA,"two dogs escape from a laboratory and are hunted as possible carriers of the bubonic plague.","martin rosen","john hurt, christopher benjamin, james bolam, nigel hawthorne",5179,NA
"57",57,"paradise",1982,"r",100,"adventure, romance",4.9,NA,"in the victorian period, two teenagers, david and sarah, travel with a caravan from baghdad to damascus. at an oasis, the white slave agent known as the jackal raids them, mainly to add the...                see full summary »","stuart gillard","willie aames, phoebe cates, tuvia tavi, richard curnock",2060,NA
"58",58,"missing",1982,"pg",122,"biography, drama, history",7.8,NA,"when an idealistic american writer disappears during the chilean coup d'état in september 1973, his wife and father try to find him.","costa-gavras","jack lemmon, sissy spacek, melanie mayron, john shea",15201,NA
"59",59,"love & money",1982,"r",90,"drama, romance",4.6,NA,"a billionaire businessman hires a man to influence a south american dictator. he winds up having an affair with the billionaire's wife.","james toback","ray sharkey, ornella muti, klaus kinski, armand assante",157,NA
"60",60,"xtro",1982,"r",84,"horror, sci-fi",5.5,NA,"a man who was abducted by aliens returns to his family three years later, but his presence affects them negatively.","harry bromley davenport","philip sayer, bernice stegers, danny brainin, maryam d'abo",4373,NA
"61",61,"six pack",1982,"pg",108,"comedy, drama, sport",5.8,NA,"stopping briefly in a small texas town, an itinerant race car driver finds that his stock car, on a trailer behind his motor home, has just been quickly and expertly stripped. he chases ...                see full summary »","daniel petrie","kenny rogers, diane lane, erin gray, barry corbin",2169,NA
"62",62,"firefox",1982,"pg",136,"action, adventure, thriller",5.9,NA,"a pilot is sent into the soviet union on a mission to steal a prototype jet fighter that can be partially controlled by a neuralink","clint eastwood","clint eastwood, freddie jones, david huffman, warren clarke",21425,NA
"63",63,"author! author!",1982,"pg",110,"comedy, drama, family",6.1,NA,"while facing the stress of his play being produced on broadway, a playwright deals with having to raise his son, his stepdaughters, and his stepsons.","arthur hiller","al pacino, dyan cannon, tuesday weld, bob dishy",4374,NA
"64",64,"the border",1982,"r",108,"crime, drama",6.4,NA,"a corrupt border agent decides to clean up his act when an impoverished woman's baby is put up for sale on the black market.","tony richardson","jack nicholson, harvey keitel, valerie perrine, warren oates",4848,NA
"65",65,"parasite",1982,"r",85,"horror, sci-fi",3.5,NA,"paul dean has created a deadly parasite that is now attached to his stomach. he and his female companion, patricia welles, must find a way to destroy it while also trying to avoid ricus, ...                see full summary »","charles band","robert glaudini, demi moore, luca bercovici, james davidson",1531,NA
"66",66,"summer lovers",1982,"r",98,"comedy, drama, romance",5.7,NA,"a young american couple and a french woman engage in a threesome in the greek islands.","randal kleiser","peter gallagher, daryl hannah, valérie quennessen, barbara rush",3243,NA
"67",67,"q",1982,"r",93,"crime, horror, mystery",6.1,NA,"nypd detectives shepard and powell are working on a bizarre case of a ritualistic aztec murder. meanwhile, something big is attacking people of new york and only greedy small time crook jimmy quinn knows where its lair is.","larry cohen","david carradine, michael moriarty, candy clark, richard roundtree",4738,NA
"68",68,"frances",1982,"r",140,"biography, drama, romance",7.4,NA,"the story of frances farmer's meteoric rise to fame in hollywood and the tragic turn her life took when she was blacklisted.","graeme clifford","jessica lange, kim stanley, sam shepard, bart burns",5781,NA
"69",69,"pengabdi setan",1982,"r",96,"horror",5.7,NA,"an indonesian version of phantasm (1979).","sisworo gautama putra","ruth pelupessi, w.d. mochtar, fachrul rozy, simon cader",200,NA
"70",70,"the pirate movie",1982,"pg",98,"adventure, comedy, musical",5.1,NA,"the crew of a large ship sail the high seas encountering other pirates from other ships. the boy from the ship ends up having to save his girlfriend who is kidnapped by a bunch of other pirates.","ken annakin","kristy mcnichol, christopher atkins, ted hamilton, bill kerr",3539,NA
"71",71,"banana joe",1982,NA,96,"action, comedy",6.4,NA,"a man is living happily on an island with his family, growing bananas. when a local mobster with an eye on man's property tries to take it from him, he must go to the town for the first time to get some help.","steno","bud spencer, marina langner, mario scarpetta, gianfranco barra",5738,NA
"72",72,"deathtrap",1982,"pg",116,"comedy, crime, mystery",7,"54","a broadway playwright puts murder in his plan to take credit for a student's script.","sidney lumet","michael caine, christopher reeve, dyan cannon, irene worth",9790,NA
"73",73,"silent rage",1982,"r",103,"action, crime, horror",5.5,NA,"a sheriff tries to stop the killing spree of a mute maniacal murderer who, as the result of years of medical experimentation, has the ability to self-heal.","michael miller","chuck norris, ron silver, steven keats, toni kalem",3796,NA
"74",74,"dead men don't wear plaid",1982,"pg",88,"comedy, crime, mystery",6.8,NA,"film noir parody with a detective uncovering a sinister plot. characters from real noirs appear as scenes from various films are intercut.","carl reiner","steve martin, rachel ward, alan ladd, carl reiner",17768,NA
"75",75,"the beast within",1982,"r",98,"horror",5.5,NA,"a young woman gets raped by a mysterious man-creature, and years later her son begins a horrific transformation into a similar beast.","philippe mora","ronny cox, bibi besch, paul clemens, don gordon",2520,NA
"76",76,"alone in the dark",1982,"r",92,"horror, thriller",6.2,NA,"a quartet of murderous psychopaths break out of a mental hospital during a power blackout and lay siege to their doctor's house.","jack sholder","jack palance, donald pleasence, martin landau, dwight schultz",3198,NA
"77",77,"white dog",1982,"pg",90,"drama",7.1,NA,"a trainer attempts to retrain a vicious dog that's been raised to attack black people.","samuel fuller","kristy mcnichol, christa lang, vernon weddle, jameson parker",7012,NA
"78",78,"querelle",1982,"r",108,"drama",6.9,NA,"french sailor querelle arrives in brest and starts frequenting a strange whorehouse. he discovers that his brother robert is the lover of the lady owner, lysiane. here, you can play dice ...                see full summary »","rainer werner fassbinder","brad davis, franco nero, jeanne moreau, laurent malet",4631,NA
"79",79,"the incubus",1982,"r",93,"horror, thriller",5.2,NA,"in a small town, roy seeley and his girlfriend mandy pullman are camping by the lake. out of the blue, they are attacked and roy is murdered while mandy is violently raped. dr. sam cordell ...                see full summary »","john hough","john cassavetes, john ireland, kerrie keane, helen hughes",1265,NA
"80",80,"liquid sky",1982,"r",112,"sci-fi",6.1,NA,"invisible aliens in a tiny flying saucer come to earth looking for heroin. they land on top of a new york apartment inhabited by a drug dealer and her female, androgynous, bisexual ...                see full summary »","slava tsukerman","anne carlisle, paula e. sheppard, susan doukas, otto von wernherr",4225,NA
"81",81,"the new york ripper",1982,"not rated",85,"horror, mystery, thriller",6.4,NA,"a burned-out new york police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.","lucio fulci","jack hedley, almanta suska, howard ross, andrea occhipinti",7271,NA
"82",82,"one dark night",1982,"pg",89,"horror",5.8,NA,"as part of an initiation into a club called the sisters, a young girl must spend the night in a mausoleum.","tom mcloughlin","meg tilly, melissa newman, robin evans, leslie speights",1564,NA
"83",83,"young doctors in love",1982,"r",96,"comedy",5.2,NA,"an 'airplane'-style spoof of hospital soap operas: a brilliant young trainee can't stand the sight of blood; a doctor romances the head nurse in order to get the key to the drugs cabinet; ...                see full summary »","garry marshall","michael mckean, sean young, gary friedkin, kyle t. heffner",2518,NA
"84",84,"a midsummer night's sex comedy",1982,"pg",88,"comedy",6.7,"51","a wacky inventor and his wife invite two other couples for a weekend party at a romantic summer house in the 1900s countryside.","woody allen","woody allen, mia farrow, josé ferrer, julie hagerty",16003,NA
"85",85,"the slayer",1982,"r",80,"horror",4.7,NA,"siblings, eric & his surreal artist sister kay, her doctor husband david, her sister-in-law brooke along with pilot marsh become stranded on a rugged isle face off against a supernatural beast drawn to kay who dreams of its killings.","j.s. cardone","sarah kendall, frederick flynn, carol kottenbrook, alan mcrae",1082,NA
"86",86,"turkey shoot",1982,"r",80,"drama, horror, sci-fi",5.9,NA,"deviants are held at a rehabilitation fortress until they're set into a deadly game of survival, in the hopes of returning to world society.","brian trenchard-smith","steve railsback, olivia hussey, michael craig, carmen duncan",2289,NA
"87",87,"megaforce",1982,"pg",99,"sci-fi, action",3.5,NA,"story about a rapid deployment defense unit that is called into action whenever freedom is threatened.","hal needham","barry bostwick, michael beck, persis khambatta, edward mulhare",2771,NA
"88",88,"trick or treats",1982,"r",91,"horror",4,NA,"a baby sitter is stuck watching over a young brat on halloween night who keeps playing vicious pranks on her. to add to her trouble the boy's deranged father has escaped from an asylum and is planning on making a visit.","gary graver","jacqueline giroux, peter jason, chris graver, david carradine",460,NA
"89",89,"savannah smiles",1982,"pg",105,"comedy, family",7.2,NA,"the young daughter of a politician runs away due to lack of attention. she hides in the car of two not-so-bright crooks who are slowly converted into parent figures to her. a surprising ...                see full summary »","pierre de moro","mark miller, donovan scott, bridgette andersen, chris robinson",1509,NA
"90",90,"my favorite year",1982,"pg",92,"comedy",7.4,NA,"a dissolute matinee idol is slated to appear on a live tv variety show.","richard benjamin","peter o'toole, mark linn-baker, jessica harper, joseph bologna",7360,NA
"91",91,"vice squad",1982,"r",97,"action, crime, drama",6.4,NA,"a los angeles businesswoman, known only by her street name of princess, turns to prostitution to support herself and her young daughter when she's forced by detective tom walsh and his vice...                see full summary »","gary sherman","season hubley, gary swanson, wings hauser, pepe serna",1406,NA
"92",92,"still of the night",1982,"pg",93,"crime, drama, mystery",6.1,NA,"a manhattan psychiatrist probes a patient's murder and falls for the victim's mysterious mistress.","robert benton","roy scheider, meryl streep, jessica tandy, joe grifasi",3161,NA
"93",93,"girls nite out",1982,"r",96,"horror, mystery, thriller",4.3,NA,"a killer, wearing a dancing bear suit, stalks a variety of cheerleaders during an all-night scavenger hunt at a remote ohio college.","robert deubel","julia montgomery, james carroll, suzanne barnes, rutanya alda",879,NA
"94",94,"the draughtsman's contract",1982,"r",108,"comedy, drama, history",7.3,NA,"a young artist is commissioned by the wife of a wealthy landowner to make a series of drawings of the estate while her husband is away.","peter greenaway","anthony higgins, janet suzman, anne-louise lambert, hugh fraser",7559,NA
"95",95,"making love",1982,"r",113,"drama",6.8,NA,"a successful young l.a. doctor and his equally successful television-producer wife find their happily-ever-after life torn assunder when he suddenly confronts his long-repressed attraction ...                see full summary »","arthur hiller","michael ontkean, kate jackson, harry hamlin, wendy hiller",2063,NA
"96",96,"tempest",1982,"pg",140,"comedy, drama, fantasy",6.5,NA,"a sobering mid-life crisis fuels dissatisfaction in philip dimitrius, to the extent where the successful architect trades his marriage and career in for a spiritual exile on a remote greek ...                see full summary »","paul mazursky","john cassavetes, gena rowlands, susan sarandon, vittorio gassman",1879,NA
"97",97,"eating raoul",1982,"r",90,"comedy, crime",6.8,NA,"a relatively boring los angeles couple discovers a bizarre, if not murderous, way to get funding for opening a restaurant.","paul bartel","mary woronov, paul bartel, robert beltran, susan saiger",5603,NA
"98",98,"visiting hours",1982,"r",103,"horror, thriller",5.5,NA,"a deranged, misogynistic killer assaults a journalist. when he discovers that she survived the attack, he follows her to the hospital to finish her off.","jean-claude lord","michael ironside, lee grant, linda purl, william shatner",2781,NA
"99",99,"come back to the 5 & dime, jimmy dean, jimmy dean",1982,"pg",109,"comedy, drama",7.5,NA,"the disciples of james dean meet up on the anniversary of his death and mull over their lives in the present and in flashback, revealing the truth behind their complicated lives. who is the...                see full summary »","robert altman","cher, karen black, sandy dennis, sudie bond",3376,NA
"100",100,"butcher, baker, nightmare maker",1982,"r",96,"horror, thriller",6.6,NA,"an orphaned teenager finds himself being dominated by his aunt who's hell-bent on keeping him with her...at all costs.","william asher","jimmy mcnichol, susan tyrrell, bo svenson, marcia lewis",1126,NA
