"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"donnie darko",2001,"r",113,"drama, sci-fi, thriller",8.1,"88","a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.","richard kelly","jake gyllenhaal, jena malone, mary mcdonnell, holmes osborne",639862,NA
"2",2,"the lord of the rings: the fellowship of the ring",2001,"pg-13",178,"adventure, drama, fantasy",8.8,"92","a meek hobbit from the shire and eight companions set out on a journey to destroy the powerful one ring and save middle earth from the dark lord sauron.","peter jackson","elijah wood, ian mckellen, orlando bloom, sean bean",1360,NA
"3",3,"harry potter and the sorcerer's stone",2001,"pg",152,"adventure, family, fantasy",7.5,"64","rescued from the outrageous neglect of his aunt and uncle, a young boy with a great destiny proves his worth while attending hogwarts school of witchcraft and wizardry.","chris columbus","daniel radcliffe, rupert grint, richard harris, maggie smith",503021,NA
"4",4,"spirited away",2001,"pg",125,"animation, adventure, family",8.6,"96","during her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.","hayao miyazaki, kirk wise","daveigh chase, suzanne pleshette, miyu irino, rumi hiiragi",480799,NA
"5",5,"a beautiful mind",2001,"pg-13",135,"biography, drama",8.2,"72","after john nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.","ron howard","russell crowe, ed harris, jennifer connelly, christopher plummer",686725,NA
"6",6,"jeepers creepers",2001,"r",90,"horror, mystery",6.1,"49","a brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.","victor salva","gina philips, justin long, jonathan breck, patricia belcher",95574,NA
"7",7,"jason x",2001,"r",91,"action, horror, sci-fi",4.4,"25","jason voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.","james isaac","kane hodder, lexa doig, jeff geddis, david cronenberg",42458,NA
"8",8,"monsters, inc.",2001,"g",92,"animation, adventure, comedy",8.1,"78","in order to power the city, monsters have to scare children so that they scream. however, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.","pete docter, david silverman, lee unkrich","billy crystal, john goodman, mary gibbs, steve buscemi",656866,NA
"9",9,"planet of the apes",2001,"pg-13",119,"action, adventure, sci-fi",5.7,"50","an air force astronaut crash lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.","tim burton","mark wahlberg, helena bonham carter, tim roth, michael clarke duncan",191153,NA
"10",10,"hannibal",2001,"r",131,"crime, drama, thriller",6.8,"57","living in exile, hannibal lecter tries to reconnect with now disgraced f.b.i. agent clarice starling, and finds himself a target for revenge from a powerful victim.","ridley scott","anthony hopkins, julianne moore, gary oldman, ray liotta",222182,NA
"11",11,"not another teen movie",2001,"r",89,"comedy",5.7,"32","a sendup of all the teen movies that have accumulated in the past two decades.","joel gallen","chyler leigh, jaime pressly, chris evans, eric christian olsen",85369,NA
"12",12,"mulholland dr.",2001,"r",147,"drama, mystery, thriller",8,"83","after a car wreck on the winding mulholland drive renders a woman amnesiac, she and a perky hollywood-hopeful search for clues and answers across los angeles in a twisting venture beyond dreams and reality.","david lynch","naomi watts, laura harring, justin theroux, jeanne bates",265550,NA
"13",13,"the others",2001,"pg-13",104,"horror, mystery, thriller",7.6,"74","a woman who lives in a darkened old house with her two photosensitive children becomes convinced that her family home is haunted.","alejandro amenábar","nicole kidman, christopher eccleston, fionnula flanagan, alakina mann",292717,NA
"14",14,"scary movie 2",2001,"r",83,"comedy",5.3,"29","four teens are tricked by their professor into visiting a haunted house for a school project.","keenen ivory wayans","anna faris, marlon wayans, antony acker, mark barrett",128718,NA
"15",15,"the fast and the furious",2001,"pg-13",106,"action, crime, thriller",6.7,"58","los angeles police officer brian o'connor must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.","rob cohen, mel city","vin diesel, paul walker, michelle rodriguez, jordana brewster",297312,NA
"16",16,"black hawk down",2001,"r",144,"drama, history, war",7.7,"74","160 elite u.s. soldiers drop into somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed somalis.","ridley scott","josh hartnett, ewan mcgregor, tom sizemore, eric bana",315463,NA
"17",17,"pearl harbor",2001,"pg-13",183,"action, drama, history",6.1,"44","a tale of war and romance mixed in with history. the story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous sunday morning in 1941.","michael bay","ben affleck, kate beckinsale, josh hartnett, william lee scott",273671,NA
"18",18,"ocean's eleven",2001,"pg-13",116,"crime, thriller",7.8,"74","danny ocean and his eleven accomplices plan to rob three las vegas casinos simultaneously.","steven soderbergh","george clooney, brad pitt, julia roberts, matt damon",436574,NA
"19",19,"thir13en ghosts",2001,"r",91,"horror",5.6,"30","when cyrus kriticos, a very rich collector of unique things dies, he leaves it all to his nephew and his family. all including his house, his fortune, and his malicious collection of ghosts!","steve beck","tony shalhoub, shannon elizabeth, embeth davidtz, matthew lillard",69562,NA
"20",20,"a knight's tale",2001,"pg-13",132,"action, adventure, romance",6.9,"56","after his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","brian helgeland","heath ledger, mark addy, rufus sewell, shannyn sossamon",146737,NA
"21",21,"moulin rouge!",2001,"pg-13",127,"drama, musical, romance",7.6,"66","a poet falls for a beautiful courtesan whom a jealous duke covets.","baz luhrmann","nicole kidman, ewan mcgregor, john leguizamo, jim broadbent",237885,NA
"22",22,"amélie",2001,"r",122,"comedy, romance",8.4,"69","amélie is an innocent and naive girl in paris with her own sense of justice. she decides to help those around her and, along the way, discovers love.","jean-pierre jeunet","audrey tautou, mathieu kassovitz, rufus, lorella cravotta",590795,NA
"23",23,"a.i. artificial intelligence",2001,"pg-13",146,"adventure, drama, sci-fi",7.1,"65","a highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.","steven spielberg","haley joel osment, jude law, frances o'connor, sam robards",257270,NA
"24",24,"blow",2001,"r",124,"biography, crime, drama",7.6,"52","the story of george jung, along with the medellín cartel, headed by pablo escobar established the american cocaine market in the 1970s in the united states.","ted demme","johnny depp, penélope cruz, franka potente, rachel griffiths",211859,NA
