"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"split",2016,"pg-13",117,"horror, thriller",7.3,"62","three girls are kidnapped by a man with a diagnosed 23 distinct personalities. they must try to escape before the apparent emergence of a frightful new 24th.","m. night shyamalan","james mcavoy, anya taylor-joy, haley lu richardson, jessica sula",224018,NA
"2",2,"sing",2016,"pg",108,"animation, comedy, family",7.1,"59","in a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same.","garth jennings, christophe lourdelet","matthew mcconaughey, reese witherspoon, seth macfarlane, scarlett johansson",85192,NA
"3",3,"suicide squad",2016,"pg-13",123,"action, adventure, fantasy",6.2,"40","a secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. their first mission: save the world from the apocalypse.","david ayer","will smith, jared leto, margot robbie, viola davis",442813,NA
"4",4,"bad moms",2016,"r",100,"comedy",6.2,"60","when three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.","jon lucas, scott moore","mila kunis, kathryn hahn, kristen bell, christina applegate",78678,NA
"5",5,"lbj",2016,"r",98,"biography, drama",6,"54","the story of u.s. president lyndon baines johnson from his young days in west texas to the white house.","rob reiner","jennifer jason leigh, woody harrelson, bill pullman, c. thomas howell",508,NA
"6",6,"arrival",2016,"pg-13",116,"drama, mystery, sci-fi",8,"81","when twelve mysterious spacecrafts appear around the world, linguistics professor louise banks is tasked with interpreting the language of the apparent alien visitors.","denis villeneuve","amy adams, jeremy renner, forest whitaker, michael stuhlbarg",403820,NA
"7",7,"moana",2016,"pg",107,"animation, adventure, comedy",7.6,"81","in ancient polynesia, when a terrible curse incurred by the demigod maui reaches moana's island, she answers the ocean's call to seek out the demigod to set things right.","ron clements, john musker, don hall, chris williams","auli'i cravalho, dwayne johnson, rachel house, temuera morrison",163232,NA
"8",8,"all i see is you",2016,"r",109,"drama",5.3,"43","a blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.","marc forster","blake lively, jason clarke, ahna o'reilly, miquel fernández",347,NA
"9",9,"better watch out",2016,"r",89,"comedy, horror, thriller",6.6,"66","on a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.","chris peckover","olivia dejonge, levi miller, ed oxenbould, aleks mikic",5130,NA
"10",10,"rogue one",2016,"pg-13",133,"action, adventure, sci-fi",7.9,"65","the daughter of an imperial scientist joins the rebel alliance in a risky move to steal the plans for the death star.","gareth edwards","felicity jones, diego luna, alan tudyk, donnie yen",373467,NA
"11",11,"la la land",2016,"pg-13",128,"comedy, drama, music",8.1,"93","while navigating their careers in los angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.","damien chazelle","ryan gosling, emma stone, rosemarie dewitt, j.k. simmons",319256,NA
"12",12,"trolls",2016,"pg",92,"animation, adventure, comedy",6.5,"56","after the bergens invade troll village, poppy, the happiest troll ever born, and the curmudgeonly branch set off on a journey to rescue her friends.","mike mitchell, walt dohrn","anna kendrick, justin timberlake, zooey deschanel, christopher mintz-plasse",50764,NA
"13",13,"fantastic beasts and where to find them",2016,"pg-13",133,"adventure, family, fantasy",7.4,"66","the adventures of writer newt scamander in new york's secret community of witches and wizards seventy years before harry potter reads his book in school.","david yates","eddie redmayne, katherine waterston, alison sudol, dan fogler",275865,NA
"14",14,"deadpool",2016,"r",108,"action, adventure, comedy",8,"65","a fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.","tim miller","ryan reynolds, morena baccarin, t.j. miller, ed skrein",677051,NA
"15",15,"captain america: civil war",2016,"pg-13",147,"action, adventure, sci-fi",7.9,"75","political interference in the avengers' activities causes a rift between former allies captain america and iron man.","anthony russo, joe russo","chris evans, robert downey jr., scarlett johansson, sebastian stan",449066,NA
