"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"11",11,"paranorman",2012,"pg",92,"animation, adventure, comedy",7,"72","a misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.","chris butler, sam fell","kodi smit-mcphee, anna kendrick, christopher mintz-plasse, tucker albrizzi",80281,NA
"12",12,"the perks of being a wallflower",2012,"pg-13",102,"drama, romance",8,"67","an introvert freshman is taken under the wings of two seniors who welcome him to the real world.","stephen chbosky","logan lerman, emma watson, ezra miller, paul rudd",389273,NA
"13",13,"the twilight saga: breaking dawn - part 2",2012,"pg-13",115,"adventure, drama, fantasy",5.5,"52","after the birth of renesmee/nessie, the cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the volturi.","bill condon","kristen stewart, robert pattinson, taylor lautner, peter facinelli",198679,NA
"14",14,"pitch perfect",2012,"pg-13",112,"comedy, music, romance",7.2,"66","beca, a freshman at barden university, is cajoled into joining the bellas, her school's all-girls singing group. injecting some much needed energy into their repertoire, the bellas take on their male rivals in a campus competition.","jason moore","anna kendrick, brittany snow, rebel wilson, anna camp",233083,NA
"15",15,"no one lives",2012,"r",86,"horror, thriller",6,"26","a gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.","ryûhei kitamura","luke evans, gary grubbs, adelaide clemens, derek magyar",15031,NA
"16",16,"cloud atlas",2012,"r",172,"action, drama, mystery",7.5,"55","an exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.","tom tykwer, lana wachowski, lilly wachowski","tom hanks, halle berry, hugh grant, hugo weaving",306504,NA
"17",17,"sinister",2012,"r",110,"horror, mystery, thriller",6.8,"53","washed-up true-crime writer ellison oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.","scott derrickson","ethan hawke, juliet rylance, james ransone, fred dalton thompson",179330,NA
"18",18,"looper",2012,"r",113,"action, crime, drama",7.4,"84","in 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like joe - who one day learns the mob wants to 'close the loop' by sending back joe's future self for assassination.","rian johnson","joseph gordon-levitt, bruce willis, emily blunt, paul dano",464453,NA
"19",19,"abraham lincoln: vampire hunter",2012,"r",105,"action, fantasy, horror",5.9,"42","abraham lincoln, the 16th president of the united states, discovers vampires are planning to take over the united states. he makes it his mission to eliminate them.","timur bekmambetov","benjamin walker, rufus sewell, dominic cooper, anthony mackie",135700,NA
"20",20,"the place beyond the pines",2012,"r",140,"crime, drama, thriller",7.3,"68","a motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.","derek cianfrance","ryan gosling, bradley cooper, eva mendes, craig van hook",207056,NA
"21",21,"jack reacher",2012,"pg-13",130,"action, crime, mystery",7,"50","a homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.","christopher mcquarrie","tom cruise, rosamund pike, richard jenkins, werner herzog",259107,NA
"22",22,"spring breakers",2012,"r",94,"crime, drama",5.3,"63","four college girls hold up a restaurant in order to fund their spring break vacation. while partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.","harmony korine","vanessa hudgens, selena gomez, ashley benson, rachel korine",116887,NA
"23",23,"silver linings playbook",2012,"r",122,"comedy, drama, romance",7.8,"81","after a stint in a mental institution, former teacher pat solitano moves back in with his parents and tries to reconcile with his ex-wife. things get more challenging when pat meets tiffany, a mysterious girl with problems of her own.","david o. russell","bradley cooper, jennifer lawrence, robert de niro, jacki weaver",578739,NA
"24",24,"skyfall",2012,"pg-13",143,"action, adventure, thriller",7.8,"81","bond's loyalty to m is tested when her past comes back to haunt her. when mi6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.","sam mendes","daniel craig, javier bardem, naomie harris, judi dench",558576,NA
"25",25,"anna karenina",2012,"r",129,"drama, romance",6.6,"63","in late-19th-century russian high society, st. petersburg aristocrat anna karenina enters into a life-changing affair with the dashing count alexei vronsky.","joe wright","keira knightley, jude law, aaron taylor-johnson, matthew macfadyen",77565,NA
"26",26,"moonrise kingdom",2012,"pg-13",94,"adventure, comedy, drama",7.8,"84","a pair of young lovers flee their new england town, which causes a local search party to fan out to find them.","wes anderson","jared gilman, kara hayward, bruce willis, bill murray",263069,NA
"27",27,"jagten",2012,"r",115,"drama",8.3,"76","a teacher lives a lonely life, all the while struggling over his son's custody. his life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","thomas vinterberg","mads mikkelsen, thomas bo larsen, annika wedderkopp, lasse fogelstrøm",203696,NA
"28",28,"the amazing spider-man",2012,"pg-13",136,"action, adventure",7,"66","after peter parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.","marc webb","andrew garfield, emma stone, rhys ifans, irrfan khan",487063,NA
"29",29,"would you rather",2012,"not rated",93,"horror",5.8,"20","desperate to help her ailing brother, a young woman unknowingly agrees to compete in a deadly game of ""would you rather,"" hosted by a sadistic aristocrat.","david guy levy","brittany snow, june squibb, jeffrey combs, jonny coyne",27899,NA
"30",30,"ted",2012,"r",106,"comedy, fantasy",7,"62","john bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, lori.","seth macfarlane","mark wahlberg, mila kunis, seth macfarlane, joel mchale",505830,NA
"31",31,"zero dark thirty",2012,"r",157,"drama, history, thriller",7.4,"95","a chronicle of the decade-long hunt for al-qaeda terrorist leader osama bin laden after the september 2001 attacks, and his death at the hands of the navy s.e.a.l.s team 6 in may 2011.","kathryn bigelow","jessica chastain, joel edgerton, chris pratt, mark strong",232493,NA
"32",32,"frankenweenie",2012,"pg",87,"animation, comedy, family",7,"74","when a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.","tim burton","winona ryder, catherine o'hara, martin short, martin landau",81678,NA
"33",33,"21 jump street",2012,"r",110,"action, comedy, crime",7.2,"69","a pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.","phil lord, christopher miller","jonah hill, channing tatum, ice cube, brie larson",444334,NA
"34",34,"men in black 3",2012,"pg-13",106,"action, adventure, comedy",6.8,"58","agent j travels in time to m.i.b.'s early days in 1969 to stop an alien from assassinating his friend agent k and changing history.","barry sonnenfeld","will smith, tommy lee jones, josh brolin, jemaine clement",284100,NA
"35",35,"brave",2012,"pg",93,"animation, adventure, comedy",7.2,"69","determined to make her own path in life, princess merida defies a custom that brings chaos to her kingdom. granted one wish, merida must rely on her bravery and her archery skills to undo a beastly curse.","mark andrews, brenda chapman, steve purcell","kelly macdonald, billy connolly, emma thompson, julie walters",304037,NA
"36",36,"lincoln",2012,"pg-13",150,"biography, drama, history",7.4,"86","as the war continues to rage, america's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.","steven spielberg","daniel day-lewis, sally field, david strathairn, joseph gordon-levitt",212406,NA
"37",37,"argo",2012,"r",120,"biography, drama, history",7.7,"86","acting under the cover of a hollywood producer scouting a location for a science fiction film, a cia agent launches a dangerous operation to rescue six americans in tehran during the u.s. hostage crisis in iran in 1980.","ben affleck","ben affleck, bryan cranston, john goodman, alan arkin",494112,NA
"38",38,"silent hill: revelation",2012,"r",95,"adventure, drama, horror",5,"16","when her adoptive father disappears, sharon da silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.","michael j. bassett","adelaide clemens, kit harington, sean bean, carrie-anne moss",53405,NA
"39",39,"total recall",2012,"pg-13",118,"action, adventure, mystery",6.3,"43","a factory worker, douglas quaid, begins to suspect that he is a spy after visiting rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.","len wiseman","colin farrell, bokeem woodbine, bryan cranston, kate beckinsale",215524,NA
"40",40,"magic mike",2012,"r",110,"comedy, drama",6.1,"72","a male stripper teaches a younger performer how to party, pick up women, and make easy money.","steven soderbergh","channing tatum, alex pettyfer, olivia munn, matthew mcconaughey",116286,NA
"41",41,"the impossible",2012,"pg-13",114,"drama, thriller",7.6,"73","the story of a tourist family in thailand caught in the destruction and chaotic aftermath of the 2004 indian ocean tsunami.","j.a. bayona","naomi watts, ewan mcgregor, tom holland, oaklee pendergast",161738,NA
"42",42,"wreck-it ralph",2012,"pg",101,"animation, adventure, comedy",7.7,"72","a video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.","rich moore","john c. reilly, jack mcbrayer, jane lynch, sarah silverman",300113,NA
"43",43,"dredd",2012,"r",95,"action, crime, sci-fi",7.1,"59","in a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, slo-mo.","pete travis","karl urban, olivia thirlby, lena headey, rachel wood",219259,NA
"44",44,"lawless",2012,"r",116,"crime, drama",7.3,"58","set in depression-era franklin county, virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.","john hillcoat","tom hardy, shia labeouf, guy pearce, jason clarke",200315,NA
"45",45,"snow white and the huntsman",2012,"pg-13",127,"action, adventure, drama",6.1,"57","in a twist to the fairy tale, the huntsman ordered to take snow white into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the evil queen.","rupert sanders","kristen stewart, chris hemsworth, charlize theron, sam claflin",244208,NA
"46",46,"john carter",2012,"pg-13",132,"action, adventure, sci-fi",6.6,"51","transported to barsoom, a civil war vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. finding himself prisoner of these creatures, he escapes, only to encounter woola and a princess in desperate need of a savior.","andrew stanton","taylor kitsch, lynn collins, willem dafoe, samantha morton",225186,NA
"47",47,"the master",2012,"r",138,"drama",7.1,"86","a naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the cause and its charismatic leader.","paul thomas anderson","philip seymour hoffman, joaquin phoenix, amy adams, jesse plemons",116787,NA
"48",48,"life of pi",2012,"pg",127,"adventure, drama, fantasy",7.9,"79","a young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. while cast away, he forms an unexpected connection with another survivor: a fearsome bengal tiger.","ang lee","suraj sharma, irrfan khan, adil hussain, tabu",486064,NA
"49",49,"end of watch",2012,"r",109,"action, crime, drama",7.7,"68","shot documentary-style, this film follows the daily grind of two young police officers in la who are partners and friends, and what happens when they meet criminal forces greater than themselves.","david ayer","jake gyllenhaal, michael peña, anna kendrick, america ferrera",197599,NA
"50",50,"the woman in black",2012,"pg-13",95,"drama, fantasy, horror",6.4,"62","a young solicitor travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.","james watkins","daniel radcliffe, janet mcteer, ciarán hinds, emma shorey",154873,NA
"51",51,"american mary",2012,"r",103,"drama, horror",6.3,"46","the allure of easy money sends mary mason, a medical student, into the world of underground surgeries which ends up leaving more marks on her than her so called ""freakish"" clients.","jen soska, sylvia soska","katharine isabelle, antonio cupo, tristan risk, david lovgren",18768,NA
"52",52,"seven psychopaths",2012,"r",110,"comedy, crime",7.2,"66","a struggling screenwriter inadvertently becomes entangled in the los angeles criminal underworld after his oddball friends kidnap a gangster's beloved shih tzu.","martin mcdonagh","colin farrell, woody harrelson, sam rockwell, christopher walken",201988,NA
"53",53,"the body",2012,NA,108,"mystery, thriller",7.6,NA,"a detective searches for the body of a femme fatale which has gone missing from a morgue.","oriol paulo","jose coronado, hugo silva, belén rueda, aura garrido",29410,NA
"54",54,"v/h/s",2012,"r",116,"horror, thriller",5.8,"55","when a group of misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare vhs tape, they discover more found footage than they bargained for.","matt bettinelli-olpin, david bruckner, tyler gillett, justin martinez, glenn mcquaid, radio silence, joe swanberg, chad villella, ti west, adam wingard","calvin reeder, lane hughes, adam wingard, hannah fierman",49015,NA
"55",55,"house at the end of the street",2012,"pg-13",101,"drama, horror, thriller",5.6,"31","after moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. things get more complicated when she befriends a boy who was the only survivor of the accident.","mark tonderai","jennifer lawrence, elisabeth shue, max thieriot, gil bellows",62520,NA
"56",56,"chronicle",2012,"pg-13",84,"sci-fi, thriller",7.1,"69","whilst attending a party, three high school friends gain superpowers after making an incredible discovery underground. soon, though, they find their lives spinning out of control and their bond tested as they embrace their darker sides.","josh trank","dane dehaan, alex russell, michael b. jordan, michael kelly",217362,NA
"57",57,"battleship",2012,"pg-13",131,"action, adventure, sci-fi",5.8,"41","a fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.","peter berg","alexander skarsgård, brooklyn decker, liam neeson, rihanna",214292,NA
"58",58,"wanderlust",2012,"r",98,"comedy",5.6,"53","rattled by sudden unemployment, a manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.","david wain","jennifer aniston, paul rudd, malin akerman, justin theroux",65588,NA
"59",59,"this is 40",2012,"r",134,"comedy, romance",6.2,"59","pete and debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.","judd apatow","paul rudd, leslie mann, maude apatow, iris apatow",110243,NA
"60",60,"the dictator",2012,"r",83,"comedy",6.4,"58","the heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.","larry charles","sacha baron cohen, anna faris, john c. reilly, ben kingsley",231223,NA
"61",61,"this means war",2012,"pg-13",103,"action, comedy, romance",6.3,"31","a pair of cia operatives wage an epic battle against one another when they discover they are dating the same woman.","mcg","reese witherspoon, chris pine, tom hardy, til schweiger",157959,NA
"62",62,"project x",2012,"r",88,"comedy, drama",6.7,"48","3 high school seniors throw a birthday party to make a name for themselves. as the night progresses, things spiral out of control as word of the party spreads.","nima nourizadeh","thomas mann, oliver cooper, jonathan daniel brown, dax flame",167580,NA
"63",63,"the first time",2012,"pg-13",95,"comedy, drama, romance",6.9,"55","a shy senior and a down-to-earth junior fall in love over one weekend.","jon kasdan","dylan o'brien, britt robertson, victoria justice, james frecheville",56131,NA
"64",64,"resident evil: retribution",2012,"r",95,"action, horror, sci-fi",5.4,"39","alice fights alongside a resistance movement to regain her freedom from an umbrella corporation testing facility.","paul w.s. anderson","milla jovovich, sienna guillory, michelle rodriguez, aryana engineer",117470,NA
"65",65,"bachelorette",2012,"r",87,"comedy, romance",5.3,"53","three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.","leslye headland","kirsten dunst, isla fisher, lizzy caplan, james marsden",40109,NA
"66",66,"flight",2012,"r",138,"drama, thriller",7.3,"76","an airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.","robert zemeckis","denzel washington, nadine velazquez, don cheadle, john goodman",282237,NA
"67",67,"to rome with love",2012,"r",112,"comedy, romance",6.3,"54","the lives of some visitors and residents of rome and the romances, adventures and predicaments they get into.","woody allen","woody allen, penélope cruz, jesse eisenberg, ellen page",74102,NA
"68",68,"lol",2012,"pg-13",97,"comedy, drama, romance",4.3,NA,"as a new year at school begins, lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician kyle, who reveals his feelings for her.","lisa azuelos","miley cyrus, douglas booth, ashley greene, demi moore",48162,NA
"69",69,"the vow",2012,"pg-13",104,"drama, romance",6.8,"43","a car accident puts paige in a coma, and when she wakes up with severe memory loss, her husband leo works to win her heart again.","michael sucsy","rachel mcadams, channing tatum, sam neill, jessica lange",160727,NA
"70",70,"the expendables 2",2012,"r",103,"action, adventure, thriller",6.6,"51","mr. church reunites the expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.","simon west","sylvester stallone, liam hemsworth, randy couture, jean-claude van damme",262571,NA
"71",71,"american reunion",2012,"r",113,"comedy",6.7,"49","jim, michelle, stifler, and their friends reunite in east great falls, michigan for their high school reunion.","jon hurwitz, hayden schlossberg","jason biggs, alyson hannigan, seann william scott, chris klein",181772,NA
"72",72,"savages",2012,"r",131,"crime, drama, thriller",6.5,"59","pot growers ben and chon face off against the mexican drug cartel who kidnapped their shared girlfriend.","oliver stone","aaron taylor-johnson, taylor kitsch, blake lively, benicio del toro",109740,NA
"73",73,"the iceman",2012,"r",106,"action, biography, crime",6.9,"60","the story of richard kuklinski, the notorious contract killer and family man. when finally arrested in 1986, neither his wife nor daughters had any clue about his real profession.","ariel vromen","michael shannon, chris evans, james franco, winona ryder",60472,NA
"74",74,"excision",2012,"not rated",81,"drama, horror",6.1,NA,"a disturbed and delusional high school student with aspirations of a career in medicine goes to extremes to earn the approval of her controlling mother.","richard bates jr.","annalynne mccord, roger bart, ariel winter, traci lords",17287,NA
"75",75,"bullet to the head",2012,"r",92,"action, thriller",5.7,"48","after watching their respective partners die, a new orleans hitman and a washington, d.c. detective form an alliance in order to bring down their common enemy.","walter hill","sylvester stallone, jason momoa, christian slater, sung kang",41924,NA
"76",76,"frances ha",2012,"r",86,"comedy, drama, romance",7.4,"82","a story that follows as a new york woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as their possibility dwindles.","noah baumbach","greta gerwig, mickey sumner, adam driver, michael zegen",50673,NA
"77",77,"rise of the guardians",2012,"pg",97,"animation, adventure, family",7.3,"57","when the evil spirit pitch launches an assault on earth, the immortal guardians team up to protect the innocence of children all around the world.","peter ramsey","hugh jackman, alec baldwin, isla fisher, chris pine",133875,NA
"78",78,"the bourne legacy",2012,"pg-13",135,"action, adventure, mystery",6.7,"61","an expansion of the universe from robert ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.","tony gilroy","jeremy renner, rachel weisz, edward norton, scott glenn",251433,NA
"79",79,"mud",2012,"pg-13",130,"drama",7.4,"76","two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.","jeff nichols","matthew mcconaughey, tye sheridan, jacob lofland, sam shepard",146741,NA
"80",80,"that's my boy",2012,"r",116,"comedy",5.6,"31","while in his teens, donny fathered a son, todd, and raised him as a single parent up until todd's 18th birthday. now, after not seeing each other for years, todd's world comes crashing down when donny resurfaces just before todd's wedding.","sean anders","adam sandler, andy samberg, leighton meester, susan sarandon",76429,NA
"81",81,"the lucky one",2012,"pg-13",101,"drama, romance",6.5,"39","a marine travels to louisiana after serving three tours in iraq and searches for the unknown woman he believes was his good luck charm during the war.","scott hicks","zac efron, taylor schilling, blythe danner, riley thomas stewart",85781,NA
"82",82,"taken 2",2012,"pg-13",92,"action, crime, thriller",6.3,"45","in istanbul, retired cia operative bryan mills and his wife are taken hostage by the father of a kidnapper mills killed while rescuing his daughter.","olivier megaton","liam neeson, famke janssen, maggie grace, leland orser",256075,NA
"83",83,"red dawn",2012,"pg-13",93,"action, sci-fi, thriller",5.4,"31","a group of teenagers look to save their town from an invasion of north korean soldiers.","dan bradley","chris hemsworth, isabel lucas, josh hutcherson, josh peck",65651,NA
"84",84,"mirror mirror",2012,"pg",106,"adventure, comedy, drama",5.6,"46","an evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.","tarsem singh","lily collins, julia roberts, armie hammer, nathan lane",74999,NA
"85",85,"flying blind",2012,NA,93,"drama",5.7,NA,"a stylish mix of erotic love story and political thriller. helen mccrory stars as a brilliant aerospace engineer who is drawn into a passionate affair with a younger male student while ...                see full summary »","katarzyna klimkiewicz","helen mccrory, kenneth cranham, lorcan cranitch, razane jammal",389,NA
"86",86,"rock of ages",2012,"pg-13",123,"comedy, drama, musical",5.9,"47","a small town girl and a city boy meet on the sunset strip, while pursuing their hollywood dreams.","adam shankman","julianne hough, diego boneta, tom cruise, alec baldwin",65773,NA
"87",87,"the lords of salem",2012,"r",101,"horror, thriller",5.1,"57","heidi, a radio dj, is sent a box containing a record - a ""gift from the lords"". the sounds within the grooves trigger flashbacks of her town's violent past. is heidi going mad, or are the lords back to take revenge on salem, massachusetts?","rob zombie","sheri moon zombie, meg foster, bruce davison, jeff daniel phillips",22792,NA
"88",88,"the sapphires",2012,"pg-13",103,"biography, comedy, drama",7.1,"67","it's 1968, and four young, talented australian aboriginal girls learn about love, friendship and war when their all-girl group the sapphires entertain the us troops in vietnam.","wayne blair","chris o'dowd, deborah mailman, jessica mauboy, shari sebbens",11268,NA
"89",89,"underworld awakening",2012,"r",88,"action, fantasy, horror",6.4,"39","when human forces discover the existence of the vampire and lycan clans, a war to eradicate both species commences. the vampire warrior selene leads the battle against humankind.","måns mårlind, björn stein","kate beckinsale, michael ealy, india eisley, stephen rea",130414,NA
"90",90,"the lorax",2012,"pg",86,"animation, adventure, comedy",6.4,"46","a 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. to find it he must discover the story of the lorax, the grumpy yet charming creature who fights to protect his world.","chris renaud, kyle balda","zac efron, taylor swift, danny devito, ed helms",83619,NA
"91",91,"stuck in love",2012,"r",97,"comedy, drama, romance",7.3,"49","an acclaimed writer, his ex-wife, and their teenaged children come to terms with the complexities of love in all its forms over the course of one tumultuous year.","josh boone","greg kinnear, jennifer connelly, lily collins, nat wolff",72936,NA
"92",92,"wrath of the titans",2012,"pg-13",99,"action, adventure, fantasy",5.8,"37","perseus braves the treacherous underworld to rescue his father, zeus, captured by his son, ares, and brother hades who unleash the ancient titans upon the world.","jonathan liebesman","sam worthington, liam neeson, rosamund pike, ralph fiennes",162418,NA
"93",93,"the possession",2012,"pg-13",92,"horror, thriller",5.9,"45","a young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. the girl's father teams with his ex-wife to find a way to end the curse upon their child.","ole bornedal","natasha calis, kyra sedgwick, jeffrey dean morgan, madison davenport",50516,NA
"94",94,"lay the favorite",2012,"r",94,"comedy, drama, romance",4.8,"38","ex-private dancer beth aspires to be a las vegas cocktail waitress, when she falls in with dink, a sports gambler. sparks fly as she proves to be something of a gambling prodigy--much to the ire of dink's wife, tulip.","stephen frears","rebecca hall, bruce willis, vince vaughn, catherine zeta-jones",9541,NA
"95",95,"maniac",2012,"not rated",89,"horror",6.1,"47","as he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.","franck khalfoun","elijah wood, nora arnezeder, america olivo, megan duffy",29919,NA
"96",96,"the campaign",2012,"r",85,"comedy",6.1,"50","an incumbent congressman embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.","jay roach","will ferrell, zach galifianakis, jason sudeikis, dylan mcdermott",112540,NA
"97",97,"arbitrage",2012,"r",107,"drama, thriller",6.6,"73","a troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.","nicholas jarecki","richard gere, susan sarandon, brit marling, tim roth",44427,NA
"98",98,"journey 2: the mysterious island",2012,"pg",94,"action, adventure, comedy",5.8,"41","sean anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.","brad peyton","josh hutcherson, dwayne johnson, michael caine, luis guzmán",74156,NA
"99",99,"safe house",2012,"r",115,"action, crime, mystery",6.8,"52","a young cia agent is tasked with looking after a fugitive in a safe house. but when the safe house is attacked, he finds himself on the run with his charge.","daniel espinosa","denzel washington, ryan reynolds, robert patrick, vera farmiga",178489,NA
"100",100,"rust and bone",2012,"r",120,"drama, romance",7.5,"73","put in charge of his young son, alain leaves belgium for antibes to live with his sister and her husband as a family. alain's bond with stephanie, a killer whale trainer, grows deeper after stephanie suffers a horrible accident.","jacques audiard","marion cotillard, matthias schoenaerts, armand verdure, céline sallette",54198,NA
