"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"what ever happened to baby jane?",1962,"approved",134,"drama, horror, thriller",8.1,NA,"a former child star torments her paraplegic sister in their decaying hollywood mansion.","robert aldrich","bette davis, joan crawford, victor buono, wesley addy",39979,NA
"2",2,"to kill a mockingbird",1962,"not rated",129,"crime, drama",8.3,NA,"atticus finch, a lawyer in the depression-era south, defends a black man against an undeserved rape charge, and his children against prejudice.","robert mulligan","gregory peck, john megna, frank overton, rosemary murphy",240948,NA
"3",3,"lolita",1962,"approved",153,"crime, drama, romance",7.6,NA,"a middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.","stanley kubrick","james mason, shelley winters, sue lyon, gary cockrell",74777,NA
"4",4,"lawrence of arabia",1962,"pg",216,"adventure, biography, drama",8.3,"100","the story of t.e. lawrence, the english officer who successfully united and led the diverse, often warring, arab tribes during world war i in order to fight the turks.","david lean","peter o'toole, alec guinness, anthony quinn, jack hawkins",214110,NA
"5",5,"the manchurian candidate",1962,"pg-13",126,"drama, thriller",8,"94","a former prisoner of war is brainwashed as an unwitting assassin for an international communist conspiracy.","john frankenheimer","frank sinatra, laurence harvey, janet leigh, angela lansbury",64290,NA
"6",6,"dr. no",1962,"approved",110,"action, adventure, thriller",7.3,"78","a resourceful british government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the american space program.","terence young","sean connery, ursula andress, bernard lee, joseph wiseman",124788,NA
"7",7,"carnival of souls",1962,"pg",78,"horror, mystery",7.2,NA,"after a traumatic accident, a woman becomes drawn to a mysterious abandoned carnival.","herk harvey","candace hilligoss, frances feist, sidney berger, art ellison",15344,NA
"8",8,"the longest day",1962,"g",178,"action, drama, history",7.8,NA,"the events of d-day, told on a grand scale from both the allied and german points of view.","ken annakin, andrew marton, bernhard wicki, gerd oswald, darryl f. zanuck","john wayne, robert ryan, richard burton, henry fonda",45992,NA
"9",9,"the trial",1962,"not rated",119,"drama, mystery, thriller",7.8,NA,"an unassuming office worker is arrested and stands trial, but he is never made aware of his charges.","orson welles","anthony perkins, arnoldo foà, jess hahn, billy kearns",15292,NA
"10",10,"the man who shot liberty valance",1962,"approved",123,"drama, western",8.1,NA,"a senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.","john ford","james stewart, john wayne, vera miles, lee marvin",57885,NA
"11",11,"jigsaw",1962,NA,97,"crime, drama, mystery",7.1,NA,"a woman is found murdered in a house along the coast from brighton. local detectives fellows and wilks lead an investigation methodically following up leads and clues mostly in brighton and...                see full summary »","val guest","jack warner, ronald lewis, yolande donlan, michael goodliffe",463,NA
"12",12,"the miracle worker",1962,"approved",106,"biography, drama",8.1,NA,"the story of anne sullivan's struggle to teach the blind and deaf helen keller how to communicate.","arthur penn","anne bancroft, patty duke, victor jory, inga swenson",13308,NA
"13",13,"cape fear",1962,"approved",106,"drama, thriller",7.8,"76","a lawyer's family is stalked by a man he once helped put in jail.","j. lee thompson","gregory peck, robert mitchum, polly bergen, lori martin",22002,NA
"14",14,"how the west was won",1962,"approved",164,"western",7.1,NA,"a family saga covering several decades of westward expansion in the nineteenth century - including the gold rush, the civil war, and the building of the railroads.","john ford, henry hathaway, george marshall, richard thorpe","james stewart, john wayne, gregory peck, henry fonda",15493,NA
"15",15,"mutiny on the bounty",1962,"unrated",178,"adventure, drama, history",7.2,NA,"in 1787, british ship bounty leaves portsmouth to bring a cargo of bread-fruit from tahiti but the savage on-board conditions imposed by captain bligh trigger a mutiny led by officer fletcher christian.","lewis milestone, carol reed","marlon brando, trevor howard, richard harris, hugh griffith",12509,NA
"16",16,"the exterminating angel",1962,"not rated",95,"comedy, drama, fantasy",8.2,NA,"the guests at an upper-class dinner party find themselves unable to leave.","luis buñuel","silvia pinal, jacqueline andere, enrique rambal, claudio brook",22089,NA
"17",17,"boccaccio '70",1962,"unrated",205,"comedy, fantasy, romance",7.2,NA,"fours tell tales of eros fit for a 1970s decameron. working-class lovers, renzo and luciana, marry but must hide it from her employer; plus, they need a room of their own. a ...                see full summary »","vittorio de sica, federico fellini, mario monicelli, luchino visconti","anita ekberg, sophia loren, romy schneider, marisa solinas",2974,NA
"18",18,"the boys",1962,NA,123,"crime, drama",7.2,NA,"when the night watchman of a garage is found murdered, 4 young men are arrested and put on trial. under cross-examination, suspects and witnesses give differing accounts of the same ...                see full summary »","sidney j. furie","richard todd, robert morley, dudley sutton, ronald lacey",282,NA
"19",19,"the music man",1962,"approved",151,"comedy, musical, romance",7.7,NA,"harold hill poses as a boys' band leader to con naive iowa townsfolk.","morton dacosta","robert preston, shirley jones, buddy hackett, hermione gingold",13787,NA
"20",20,"harakiri",1962,"not rated",133,"action, drama, history",8.7,NA,"an elder ronin samurai arrives at a feudal lord's home and requests an honorable place to commit suicide. but when the ronin inquires about a younger samurai who arrived before him things take an unexpected turn.","masaki kobayashi","tatsuya nakadai, akira ishihama, shima iwashita, tetsurô tanba",21479,NA
"21",21,"hatari!",1962,"approved",157,"action, adventure, drama",7.2,NA,"a group of men trap wild animals in africa and sell them to zoos before the arrival of a female wildlife photographer threatens to change their ways.","howard hawks","john wayne, elsa martinelli, hardy krüger, red buttons",9882,NA
"22",22,"jules and jim",1962,"not rated",105,"drama, romance",7.9,NA,"decades of a love triangle concerning two friends and an impulsive woman.","françois truffaut","jeanne moreau, oskar werner, henri serre, vanna urbino",30161,NA
"23",23,"the cabinet of caligari",1962,"approved",106,"thriller",5.8,NA,"jane's car breaks down and she makes her way to a nearby estate, owned by a mysterious man named caligari. soon she finds that she has become a virtual prisoner, and none of the strange ...                see full summary »","roger kay","glynis johns, dan o'herlihy, richard davalos, lawrence dobkin",630,NA
"24",24,"ivan's childhood",1962,"not rated",84,"drama, war",8.1,NA,"in ww2, twelve year old soviet orphan ivan bondarev works for the soviet army as a scout behind the german lines and strikes a friendship with three sympathetic soviet officers.","andrei tarkovsky, eduard abalov","nikolay burlyaev, valentin zubkov, evgeniy zharikov, stepan krylov",21947,NA
"25",25,"tales of terror",1962,"approved",89,"comedy, horror, mystery",6.9,NA,"three tales of terror involve a grieving widower and the daughter he abandoned; a drunkard and his wife's black cat; and a hypnotist who prolongs the moment of a man's death.","roger corman","vincent price, maggie pierce, leona gage, peter lorre",5019,NA
"26",26,"my life to live",1962,"not rated",85,"drama",8.1,NA,"twelve episodic tales in the life of a parisian woman and her slow descent into prostitution.","jean-luc godard","anna karina, sady rebbot, andré s. labarthe, guylaine schlumberger",20679,NA
"27",27,"fog for a killer",1962,NA,68,"crime, drama",6.8,NA,"an ex-con is the prime suspect when a series of murders occur under the full moon, every victim a young blonde woman.","montgomery tully","david sumner, susan travers, james hayter, john arnatt",70,NA
"28",28,"knife in the water",1962,"not rated",94,"drama, thriller",7.6,NA,"on their way to a sailing trip, an aging husband and wife invite along an emphatic young hitchhiker out of sheer patronization.","roman polanski","leon niemczyk, jolanta umecka, zygmunt malanowicz, anna ciepielewska",16252,NA
"29",29,"birdman of alcatraz",1962,"not rated",147,"biography, crime, drama",7.8,NA,"a surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.","john frankenheimer, charles crichton","burt lancaster, karl malden, thelma ritter, neville brand",13295,NA
"30",30,"we joined the navy",1962,"not rated",105,"comedy, romance",5.8,NA,"this is the story of the riotous, romantic, exciting, astonishing and highly entertaining adventures of lt commander badger, rn. an exceptionally likeable fellow, the badger has one besetting sin, a shining honesty.","wendy toye","kenneth more, lloyd nolan, joan o'brien, mischa auer",81,NA
"31",31,"l'eclisse",1962,"not rated",126,"drama, romance",7.9,NA,"a young woman meets a vital young man, but their love affair is doomed because of the man's materialistic nature.","michelangelo antonioni","monica vitti, alain delon, francisco rabal, lilla brignone",13155,NA
