"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"12",12,"der januskopf",1920,NA,107,"horror",7.7,NA,"see everything in the book ""conrad veidt on screen"" by john t. soister (mcfarland 2002), pages 109-113.","f.w. murnau","conrad veidt, magnus stifter, margarete schlegel, willy kaiser-heyl",69,NA
"13",13,"shakuntala",1920,NA,NA,NA,NA,NA,"raja dushyanta is out hunting in a nearby forest happens upon an attractive maiden, named shakuntala, and instantly falls in love with her. he gives shakuntala his ring as a symbol of his ...                see full summary »","suchet singh",NA,NA,NA
"14",14,"why change your wife?",1920,"approved",90,"comedy, drama",7.9,NA,"robert and beth gordon are married but share little. he runs into sally at a cabaret and the gordons are soon divorced. just as he gets bored with sally's superficiality, beth strives to ...                see full summary »","cecil b. demille","thomas meighan, gloria swanson, bebe daniels, theodore kosloff",1197,NA
"15",15,"pollyanna",1920,"tv-g",58,"family, comedy, drama",6.9,NA,"an orphan's optimistic outlook brings a change to the ill-tempered town in which she resides to her aunt.","paul powell","mary pickford, wharton james, katherine griffith, helen jerome eddy",265,NA
"16",16,"the flapper",1920,NA,88,"comedy",6.6,NA,"ginger grows up in a slow town. because of her wild attitude, her father decides to send her to a strict boarding school. despite the strictness, the girls have fun getting into flapper lifestyle trouble including flirting.","alan crosland","olive thomas, theodore westman jr., william p. carleton, warren cook",225,NA
"17",17,"anna boleyn",1920,"not rated",133,"drama",6.9,NA,"the story of the ill-fated second wife of the english king henry viii, whose marriage to the henry led to momentous political and religious turmoil in england.","ernst lubitsch","henny porten, emil jannings, paul hartmann, ludwig hartau",452,NA
"18",18,"leaves from satan's book",1920,"tv-14",167,"drama",6.8,NA,"in 4 episodic tales of human suffering; the temptation of jesus, the spanish inquisition, the french revolution and the russo-finnish war of 1918, satan attempts to win god's favor.","carl theodor dreyer","helge nissen, halvard hoff, jacob texiere, hallander helleman",916,NA
"19",19,"outside the law",1920,"passed",75,"crime, romance, thriller",6.7,NA,"in this early collaboration with tod browning (dracula, freaks), chaney delivers a dual performance of dramatic intensity, starring as ah wing, a kind-hearted student of confucian ...                see full summary »","tod browning","priscilla dean, wheeler oakman, lon chaney, ralph lewis",377,NA
"20",20,"the son of tarzan",1920,NA,248,"action, adventure",6,NA,"the scenario follows the book closely. tarzan's son jack (korak to the apes) is kidnapped from england by tarzan's old enemy paulovich. he escapes into the african jungle with the help of ...                see full summary »","arthur j. flaven, harry revier","kamuela c. searle, p. dempsey tabler, nita martan, karla schramm",57,NA
"21",21,"erotikon",1920,"not rated",106,"comedy, romance",6.7,NA,"erotikon surely pushed the boundaries of what was acceptable on the screen in 1920: irene, the bored wife of a distracted entomologist, pursues a womanizing aviator, but she may actually be...                see full summary »","mauritz stiller","anders de wahl, tora teje, karin molander, elin lagergren",585,NA
"22",22,"the parson's widow",1920,"tv-14",71,"comedy, drama, horror",7.4,NA,"a young man is elected by a small village to be its parson. as part of his duties, he is required to marry the widow of the parson before him. this poses two problems--first, the widow is ...                see full summary »","carl theodor dreyer","hildur carlberg, einar röd, greta almroth, olav aukrust",800,NA
"23",23,"the saphead",1920,"not rated",77,"comedy",6.2,NA,"the simple-minded son of a rich financier must find his own way in the world.","herbert blaché, winchell smith","edward jobson, beulah booker, edward connelly, edward alexander",1183,NA
"24",24,"the amateur wife",1920,NA,NA,NA,NA,NA,"add a plot","edward dillon",NA,NA,NA
"25",25,"the revenge of tarzan",1920,NA,90,"action, adventure",5.3,NA,"tarzan and jane are sailing for france in answer to a call for help from countess de coude who is being persecuted by her brother rokoff. after a duel with the countess' jealous husband, ...                see full summary »","harry revier, george m. merrick","gene pollar, karla schramm, estelle taylor, armand cortes",23,NA
"26",26,"the restless sex",1920,NA,NA,NA,NA,NA,"add a plot","leon d'usseau, robert z. leonard","marion davies, ralph kellard, carlyle blackwell, charles lane",41,NA
"27",27,"sumurun",1920,"not rated",85,"adventure, drama, romance",6.3,NA,"the favorite slave girl of a tyrannical sheik falls in love with a cloth merchant. meanwhile, a hunchback clown suffers unrequited love for a traveling dancer who wants to join the harem.","ernst lubitsch","ernst lubitsch, pola negri, paul wegener, jenny hasselqvist",488,NA
"28",28,"the palace of darkened windows",1920,NA,60,NA,NA,NA,"add a plot","henry kolker",NA,NA,NA
"29",29,"the man from snowy river",1920,NA,61,NA,NA,NA,"a country boy, jim conroy, is living a dissolute life in the city, running around with vamp helen ross. when his father cuts him off, he is dumped by helen and returns to the bush.","beaumont smith, john k. wells",NA,NA,NA
"30",30,"satanas",1920,NA,60,"drama, horror, mystery",7.9,NA,"a three-part historical film, with episode one taking place in ancient egypt, the second is based on the hugo novel, and the third episode takes place during the 1917 russian revolution.","f.w. murnau","fritz kortner, sadjah gezza, ernst hofmann, margit barnay",37,NA
"31",31,"just pals",1920,"not rated",50,"comedy, drama, western",6.6,NA,"small-town tramp befriends runaway boy.","john ford","buck jones, helen ferguson, georgie stone, duke r. lee",252,NA
"32",32,"das wandernde bild",1920,NA,67,"romance",6.2,NA,"mia may has surrendered herself to a disciple of free love, and, having given birth to a child, marries the twin brother and doppelgänger of her chosen lover.","fritz lang","mia may, hans marr, rudolf klein-rogge, loni nest",265,NA
"33",33,"power",1920,NA,99,"fantasy, sci-fi",7,NA,"an alien from the planet algol gives a man a device that gives him superpowers.","hans werckmeister","emil jannings, john gottowt, hans adalbert schlettow, hanna ralph",96,NA
"34",34,"billions",1920,NA,NA,NA,NA,NA,"billions is a lost 1920 american silent comedy film produced by and starring alla nazimova and distributed by metro pictures. ray smallwood directed. it is based on a french play, l'homme riche, by jean jose frappa and henry dupuy-mazuel.","ray c. smallwood",NA,NA,NA
"35",35,"sand",1920,NA,50,"western",7.4,NA,"railroad station agent dan kurrie is fired from his job by his rival in love, joseph garber. believed false by the girl he loves, margaret , kurrie must prove himself by unmasking a gang of...                see full summary »","lambert hillyer","william s. hart, mary thurman, g. raymond nye, patricia palmer",29,NA
"36",36,"die spinnen, teil - das brillantenschiff",1920,NA,104,"adventure",6.5,NA,"kay hoog wants to stop the organisation ""die spinnen"" to get a certain diamond, that will give the owning woman the crown of asia, but the man, who should be the owner of that diamond, ...                see full summary »","fritz lang","carl de vogt, ressel orla, georg john, rudolf lettinger",595,NA
"37",37,"from morn to midnight",1920,NA,65,"drama, thriller",7,NA,"a cashier in a bank in a small german town is alerted to the power of money by the visit of a rich italian lady. he embezzles 60, 000 marks and leaves for the capital city, where he ...                see full summary »","karl heinz martin","ernst deutsch, erna morena, roma bahn, adolf e. licho",292,NA
"38",38,"something to think about",1920,NA,78,"drama",8.2,NA,"wealthy cripple markley finances the education of blacksmith's daughter ruth. when she returns to their small town he asks to marry her, but she runs off with city worker jim dirk who is ...                see full summary »","cecil b. demille","elliott dexter, gloria swanson, monte blue, theodore roberts",507,NA
"39",39,"the symbol of the unconquered",1920,"tv-pg",54,"drama",5.7,NA,"racists learn that the land a negro owns lies over a vast oil field, and threaten his life when he refuses to sell.","oscar micheaux","iris hall, walker thompson, lawrence chenault, mattie wilkes",207,NA
"40",40,"terror island",1920,"not rated",55,"mystery",5.6,NA,"an inventor travels to the south seas, where there is buried treasure belonging to a girl. the girl's father is being held captive by cannibals until she returns a pearl that belongs to one of their idols.","james cruze","harry houdini, jack brammall, lila lee, wilton taylor",122,NA
"41",41,"gricka vjestica",1920,NA,NA,NA,NA,NA,"gricka vjestica (in english ""witch of gric;"" gric is a part of croatian capital town zagreb) is about young countess nera keglevic. she is fighting against believing in witches an ...                see full summary »","hinko nucic","melita bohinec, bozo miller, vera polak, stjepan bojnicic",10,NA
"42",42,"fante-anne",1920,NA,93,"crime, drama, romance",6.5,NA,"the story of an orphaned girl brought up by the storlein family. young anne (asta nielsen) is brought as an infant to the storlein farm by her mother, who has been traveling and is in need ...                see full summary »","rasmus breistein","asta nielsen, einar tveito, johanne bruhn, lars tvinde",92,NA
"43",43,"an adventuress",1920,NA,50,"drama",4.9,NA,"add a plot","fred j. balshofer","julian eltinge, frederick ko vert, william clifford, leo white",12,NA
"44",44,"once to every woman",1920,NA,NA,NA,NA,NA,"add a plot","allen holubar",NA,NA,NA
"45",45,"de läckra skaldjuren",1920,NA,NA,NA,NA,NA,"add a plot","pauline brunius",NA,NA,NA
"46",46,"down on the farm",1920,NA,50,"comedy",6.3,NA,"the day starts off as any normal day on roach's farm, where teddy, the farmhouse dog, is doing more productive work than everyone else combined. but the day changes when roach's farmhand ...                see full summary »","ray grey, f. richard jones, erle c. kenton","louise fazenda, harry gribbon, bert roach, james finlayson",76,NA
"47",47,"treasure island",1920,NA,76,"adventure",6.8,NA,"young jim hawkins is caught up with the pirate long john silver in search of the buried treasure of the buccaneer captain flint, in this adaptation of the classic novel by robert louis ...                see full summary »","maurice tourneur","shirley mason, josie melville, al w. filson, wilton taylor",15,NA
"48",48,"whispering devils",1920,NA,60,"drama",5.3,NA,"michael faversham, a puritanical minister determined to stomp out immorality, orders one of his parishioners, rose gibbard, to confess in public that she is the mother of an illegitimate ...                see full summary »","harry garson, john m. voshell","conway tearle, rosemary theby, sam sothern, esther ralston",6,NA
"49",49,"humoresque",1920,NA,60,"drama",6.9,NA,"young leon kanter dreams of being a great violinist. his parents scrape up the money for a violin and for lessons, and leon rewards them by becoming a great player. but as an adult, leon ...                see full summary »","frank borzage","gaston glass, vera gordon, alma rubens, dore davidson",84,NA
"50",50,"the virgin of stamboul",1920,NA,70,"drama",6.1,NA,"achmet bey, a turkish chieftain, catches one of his many wives in adultery and murders her lover. throwing aside the cuckolding wife, he abducts his harem an innocent girl. however, a brave...                see full summary »","tod browning","priscilla dean, wheeler oakman, wallace beery, clyde benson",17,NA
"51",51,"un'alba",1920,NA,NA,NA,NA,NA,"add a plot","eugenio fontana",NA,NA,NA
"52",52,"huckleberry finn",1920,NA,70,"comedy, drama",6.5,NA,"huckleberry finn, a rambuctious boy adventurer chafing under the bonds of civilization, escapes his humdrum world and his selfish, plotting father by sailing a raft down the mississippi ...                see full summary »","william desmond taylor","lewis sargent, katherine griffith, martha mattox, frank lanning",62,NA
"53",53,"lederstrumpf, teil: der wildtöter und chingachgook",1920,NA,NA,NA,NA,NA,"add a plot","arthur wellin","emil mamelok, herta heden, bela lugosi, gottfried kraus",62,NA
"54",54,"the mollycoddle",1920,NA,86,"adventure, comedy, romance",7.1,NA,"an american who has lived much of his life outside the country returns to arizona for the first time in years and encounters villainy.","victor fleming","douglas fairbanks, ruth renick, wallace beery, paul burns",77,NA
"55",55,"shri krishna sudama",1920,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"56",56,"the round-up",1920,NA,70,"comedy, western",5.8,NA,"an overweight sheriff does his best to assist a man accused of theft.","george melford","roscoe 'fatty' arbuckle, mabel julienne scott, irving cummings, tom forman",106,NA
"57",57,"the idol dancer",1920,NA,104,"drama",5.9,NA,"this d.w griffith silent classic features a new music score by writer composer, jim roberge.","d.w. griffith","richard barthelmess, clarine seymour, creighton hale, george macquarrie",56,NA
"58",58,"der bucklige und die tänzerin",1920,NA,50,"horror",6.6,NA,"wilton, a hunchback, who was always scorned and ridiculed by women, returns from java a rich man after having discovered a diamond mine. he romances gina, who is on the rebound from a ...                see full summary »","f.w. murnau","sascha gura, john gottowt, paul biensfeldt, anna von palen",35,NA
"59",59,"der richter von zalamea",1920,NA,NA,NA,NA,NA,"add a plot","ludwig berger","lil dagover, albert steinrück, agnes straub, elisabeth horn",6,NA
"60",60,"kohlhiesels töchter",1920,NA,64,"comedy, romance",6.8,NA,"somewhere in southern bavaria xaver wants to marry gretel, but her father kohlhiesel wants his elder daughter liesel to marry first. the problem is, nobody wants to marry her, because she's...                see full summary »","ernst lubitsch","henny porten, emil jannings, jakob tiedtke, gustav von wangenheim",201,NA
"61",61,"go and get it",1920,NA,70,"comedy, drama, mystery",5.1,NA,"an intrepid newspaper reporter attempts to solve a series of murders committed by a gorilla carrying the transplanted brain of a human.","marshall neilan, henry roberts symonds","pat o'malley, wesley barry, agnes ayres, j. barney sherry",9,NA
"62",62,"l'homme du large",1920,NA,86,"drama",7.1,NA,"nolff, a tough breton fisherman is happy: his wife has just given birth to a son, michel. his only wish is to make him a fisherman like him. but when he becomes a man, michel becomes a ...                see full summary »","marcel l'herbier","jaque catelain, roger karl, charles boyer, philippe hériat",138,NA
"63",63,"klostret i sendomir",1920,NA,54,"drama",7.2,NA,"two weary travelers come upon a monastery. while staying the night, they learn of its mysterious founding.","victor sjöström","tore svennberg, tora teje, richard lund, renée björling",260,NA
"64",64,"nurse marjorie",1920,"approved",88,"drama, comedy",7.1,NA,"lady marjorie donegal becomes a nurse in hospital, much to the dismay of her aristocratic family. she falls in love with one of her patients, a commoner labor leader.","william desmond taylor","mary miles minter, arthur hoyt, vera lewis, frank leigh",39,NA
"65",65,"wuthering heights",1920,NA,90,"drama",7.5,NA,"the first screen adaptation of emily bronte's book about star cross'd lovers who demolish themselves and everyone around them with their self-destructive love.","a.v. bramble","milton rosmer, colette brettel, warwick ward, ann trevor",15,NA
"66",66,"l'hirondelle et la mésange",1920,NA,80,"drama",7.2,NA,"a bargeman, his wife and sister-in-law navigate the canals of northern belgium in their two vessels, the eponymous ""l'hirondelle et la mésange,"" taking the time to appreciate the sites and ...                see full summary »","andré antoine","maguy deliac, pierre alcover, louis ravet, jane maylianes",117,NA
"67",67,"the deadlier sex",1920,NA,60,"comedy, drama",6.9,NA,"mary willard takes over her father's railroad after his death. her major competitor is a ruthless crook named harvey judson. she arranges for judson to be kidnapped and taken to an isolated...                see full summary »","robert thornby","blanche sweet, winter hall, roy laidlaw, mahlon hamilton",8,NA
"68",68,"romeo und julia im schnee",1920,NA,45,"comedy",6.8,NA,"comical variation on the shakespeare play, featuring two feuding farmers families.","ernst lubitsch","julius falkenstein, lotte neumann, gustav von wangenheim, jakob tiedtke",115,NA
"69",69,"the harp king",1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"abend - nacht - morgen",1920,NA,NA,NA,NA,NA,"cheston, a millionaire, is looking after maud, a beautiful woman from the 'demimonde'. her brother, brilburn, forces her to ask her rich admirer for an expensive piece of jewelry. cheston buys a precious pearl necklace.","f.w. murnau","bruno ziener, gertrude welcker, conrad veidt, carl von balla",22,NA
"71",71,"der fluch der menschheit",1920,NA,NA,NA,NA,NA,"french aristocrat falls for russian nightclub singer, gets involved in underground russian revolutionary movement.","richard eichberg","lee parry, violetta napierska, robert scholz, bela lugosi",31,NA
"72",72,"sklaven fremden willens",1920,NA,NA,NA,NA,NA,"add a plot","richard eichberg",NA,NA,NA
"73",73,"il sacco di roma",1920,NA,NA,NA,NA,NA,"this film is about the 1527 sack of rome, where the mutiny us troops of charles v of the hapsburg empire marched into rome to pillage the city and capture pope clement xvii. the 189 in the ...                see full summary »","enrico guazzoni, giulio aristide sartorio",NA,NA,NA
"74",74,"nomads of the north",1920,NA,109,"drama",5.9,NA,"a canadian mountie allows an innocent fugitive to escape with the women he loves.","david hartford","lon chaney, lewis stone, melbourne macdowell, spottiswoode aitken",156,NA
"75",75,"das geheimnis der sechs spielkarten, teil - karo 10",1920,NA,NA,NA,NA,NA,"add a plot","william kahn",NA,NA,NA
"76",76,"opium",1920,NA,112,"drama",6.1,NA,"a chinese opium dealer takes revenge on westerners who have corrupted his wife.","robert reinert","eduard von winterstein, sybill morel, werner krauss, friedrich kühne",54,NA
"77",77,"headin' home",1920,"not rated",71,"biography, comedy, drama",5.4,NA,"the ""true story"" of baseball great babe ruth; ruth plays himself.","lawrence c. windom","babe ruth, ruth taylor, william sheer, margaret seddon",215,NA
"78",78,"caravan of death",1920,NA,NA,NA,NA,NA,"add a plot","josef stein",NA,NA,NA
"79",79,"a woman in grey",1920,NA,235,"drama",6.6,NA,"add a plot","james vincent","arline pretty, henry g. sell, fred c. jones, john heenan",34,NA
"80",80,"suds",1920,NA,75,"comedy, drama, romance",6.5,NA,"a london laundress attempts to rise above her station in order to capture the love of a wealthy young man, thus missing out on the truer love of one of her own class.","john francis dillon","mary pickford, albert austin, harold goodwin, rose dione",170,NA
"81",81,"das recht der freien liebe",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"82",82,"over the hill to the poorhouse",1920,NA,110,"drama, crime",4.8,NA,"the mother of a large family is abandoned by her children and faces consignment to the poorhouse. but one of her offspring, the one no one had faith in, returns to rescue her.","harry f. millarde","mary carr, james sheridan, noel tearle, william welsh",5,NA
"83",83,"fantomas",1920,NA,NA,NA,NA,NA,"fantomas, a master criminal, offers to give up his life of crime if the authorities promise not to prosecute him for his past crimes. he is enraged when they refuse his ultimatum, and ...                see full summary »","edward sedgwick","edward roseman, edna murphy, johnnie walker, lionel adams",7,NA
"84",84,"zügelloses blut. luxusfieber",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"85",85,"opfer seines leichtsinns",1920,NA,NA,NA,NA,NA,"add a plot","ernst walkow",NA,NA,NA
"86",86,"um den bruchteil einer sekunde",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"87",87,"dinty",1920,NA,NA,NA,NA,NA,"dinty is a newsboy whose fight to care for his ailing mother leads him into conflicts with the other boys on the street and then with drug smugglers in chinatown.","john mcdermott, marshall neilan","wesley barry, noah beery, colleen moore, aaron mitchell",7,NA
"88",88,"gefolterte herzen - teil: ohne heimat",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"89",89,"gefolterte herzen - teil: glück und glas",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"90",90,"zügelloses blut. die diamantenfalle",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"91",91,"something new",1920,"unrated",57,"adventure, western",6.3,NA,"a young woman visiting in mexico is kidnapped by a gang of bandits, who drag her through the rugged wilderness to their hideout. she manages to leave word for her friend bill, who knows the...                see full summary »","nell shipman, bert van tuyle","nell shipman, bert van tuyle, l.m. wells, merrill mccormick",129,NA
"92",92,"the face at your window",1920,NA,NA,NA,NA,NA,"add a plot","richard stanton",NA,NA,NA
"93",93,"entblätterte blüten",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"94",94,"das eherne gesetz",1920,NA,NA,NA,NA,NA,"add a plot","jaap speyer",NA,NA,NA
"95",95,"the soul of youth",1920,NA,60,"drama",7.3,NA,"the story of an orphan boy who, due to the cruelty of others, is drawn into a life of sin on the streets prior to the redemption of a caring foster family.","william desmond taylor","lewis sargent, ernest butterworth jr., clyde fillmore, grace morse",65,NA
"96",96,"the devil's passkey",1920,NA,130,"drama",6.4,NA,"the wife of an american playwright in paris becomes ensnared in the seductive wiles of an american army officer, but her devotion to her husband convinces the officer to try to extricate ...                see full summary »","erich von stroheim","sam de grasse, una trevelyn, clyde fillmore, maude george",5,NA
"97",97,"herbststürme",1920,NA,NA,NA,NA,NA,"add a plot","kurt matull",NA,NA,NA
"98",98,"the love flower",1920,"not rated",70,"drama",6.8,NA,"a man murders his wife's lovers, escapes with his daughter to the south pacific. a detective pursues him, joined by a young man who eventually falls in love with the daughter.","d.w. griffith","carol dempster, richard barthelmess, george macquarrie, anders randolf",69,NA
"99",99,"what happened to rosa",1920,NA,54,"comedy",7,NA,"a fortune teller tells a store clerk with a romantic disposition that she was a spanish noblewoman in an earlier life. the girl begins to live the part of the spanish noblewoman and romance and comedy ensue.","victor schertzinger","mabel normand, doris pawn, tully marshall, hugh thompson",55,NA
"100",100,"die sklavenhalter von kansas-city",1920,NA,NA,NA,NA,NA,"add a plot","wolfgang neff",NA,NA,NA
