"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"the hunchback of notre dame",1923,"unrated",133,"drama, horror, romance",7.3,NA,"in fifteenth century paris, the brother of the archdeacon plots with the gypsy king to foment a peasant revolt. meanwhile, a freakish hunchback falls in love with the gypsy queen.","wallace worsley","lon chaney, patsy ruth miller, norman kerry, kate lester",3877,NA
"2",2,"safety last!",1923,"not rated",70,"comedy, thriller",8.2,NA,"when a store clerk organizes a publicity stunt, in which a friend climbs the outside of a tall building, circumstances force him to make the perilous climb himself.","fred c. newmeyer, sam taylor","harold lloyd, mildred davis, bill strother, noah young",14456,NA
"3",3,"the ten commandments",1923,"passed",136,"biography, drama, fantasy",7,NA,"the first part tells the story of moses leading the jews from egypt to the promised land, his receipt of the tablets and the worship of the golden calf. the second part shows the efficacy ...                see full summary »","cecil b. demille","theodore roberts, charles de rochefort, estelle taylor, julia faye",1482,NA
"4",4,"a woman of paris: a drama of fate",1923,"tv-pg",78,"drama, romance",7.1,NA,"a kept woman runs into her former fiancé and finds herself torn between love and comfort.","charles chaplin","edna purviance, clarence geldart, carl miller, lydia knott",3827,NA
"5",5,"la roue",1923,NA,273,"drama",7.6,NA,"sisif, a railwayman, and his son elie fall in love with the beautiful norma (who sisif rescued from a train crash when a baby and raised as his daughter), with tragic results. originally ...                see full summary »","abel gance","séverin-mars, ivy close, gabriel de gravone, pierre magnier",1351,NA
"6",6,"the pilgrim",1923,"tv-g",47,"comedy",7.5,NA,"the tramp is an escaped convict who is mistaken as a pastor in a small town church.","charles chaplin","edna purviance, charles chaplin, syd chaplin, mai wells",3242,NA
"7",7,"our hospitality",1923,"not rated",65,"comedy, romance, thriller",7.9,NA,"a man returns to his appalachian homestead. on the trip, he falls for a young woman. the only problem is her family has vowed to kill every member of his family.","john g. blystone, buster keaton","buster keaton, natalie talmadge, joe keaton, joe roberts",8037,NA
"8",8,"the covered wagon",1923,NA,98,"adventure, romance, western",6.8,NA,"two wagon caravans converge at what is now kansas city, and combine for the westward push to oregon. on their quest the pilgrims will experience desert heat, mountain snow, hunger, and ...                see full summary »","james cruze","j. warren kerrigan, lois wilson, alan hale, ernest torrence",360,NA
"9",9,"the white sister",1923,NA,143,"drama, romance",7,NA,"a young woman becomes a nun when she believes her sweetheart has been killed, but things get complicated when he returns alive.","henry king","lillian gish, ronald colman, gail kane, j. barney sherry",295,NA
"10",10,"zaza",1923,NA,84,"romance, drama",8.1,NA,"add a plot","allan dwan","gloria swanson, h.b. warner, ferdinand gottschalk, lucille la verne",651,NA
"11",11,"mamis mkvleli",1923,NA,60,"action, adventure, romance",6.1,NA,"iago, young fellow falls in love with nunu. but, by her beauty is already fascinated old, rich and married girgola. girgola does everything to get nunu.","amo bek-nazaryan","nato vachnadze, vaso arabidze, bejanova, vano sarajishvili",13,NA
"12",12,"three ages",1923,"not rated",63,"comedy",7.2,NA,"the misadventures of buster in three separate historical periods.","edward f. cline, buster keaton","buster keaton, margaret leahy, wallace beery, joe roberts",3184,NA
"13",13,"guy fawkes",1923,NA,NA,NA,NA,NA,"papists hire a dutchman to blow up parliament in revenge for an anti-catholic decree.","maurice elvey","matheson lang, nina vanna, hugh buckler, shayle gardner",6,NA
"14",14,"souls for sale",1923,"passed",90,"comedy, drama, romance",7.3,NA,"a young woman hits hollywood, determined to become a star.","rupert hughes","eleanor boardman, frank mayo, richard dix, mae busch",627,NA
"15",15,"la souriante madame beudet",1923,NA,26,"drama",6.8,NA,"one of the first feminist movies, the smiling madame beudet is the story of an intelligent woman trapped in a loveless marriage. her husband is used to playing a stupid practical joke in ...                see full summary »","germaine dulac","germaine dermoz, alexandre arquillière, jean d'yd, yvette grisier",1479,NA
"16",16,"why worry?",1923,"tv-g",63,"adventure, comedy, family",7.5,NA,"a hypochondriac vacations in the tropics for the fresh air - and finds himself in the middle of a revolution instead.","fred c. newmeyer, sam taylor","harold lloyd, jobyna ralston, john aasen, wallace howe",1234,NA
"17",17,"anna christie",1923,NA,96,"drama",7.1,NA,"a troubled young woman comes to live with her estranged father on the new york waterfront. a tough sailor falls in love with her, sparking conflict between her father and her suitor. what ...                see full summary »","john griffith wray, thomas h. ince","blanche sweet, william russell, george f. marion, eugenie besserer",53,NA
"18",18,"the faithful heart",1923,NA,87,"drama, romance",7.8,NA,"marie wants to escape from her job and also from her lover, paul, an unemployed drunk. she dreams of going off with jean, a dockworker. the two men quarrel and fight over marie on two ...                see full summary »","jean epstein","léon mathot, gina manès, edmond van daële, claude benedict",772,NA
"19",19,"l'empire du soleil",1923,NA,NA,NA,NA,NA,"add a plot",NA,NA,NA,NA
"20",20,"el libro de la vida",1923,NA,NA,NA,NA,NA,"add a plot","alberto santana",NA,NA,NA
"21",21,"schatten - eine nächtliche halluzination",1923,"unrated",90,"drama, fantasy, horror",7,NA,"a wealthy man invites the local wealthy bachelors over for a puppet show about men who covet another man's wife. the puppeteer is actually a witch and gives the men nightmares about what could happen if they date the lady of the house.","arthur robison","alexander granach, max gülstorff, lilli herder, rudolf klein-rogge",662,NA
"22",22,"raskolnikow",1923,NA,135,"drama",7,NA,"student raskolnikow, who has written an article about laws and crime, proposing the thesis, that un-ordinary people can commit crimes if their actions are necessary for the benifit of ...                see full summary »","robert wiene","gregori chmara, elisabeta skulskaja, alla tarasova, andrei zhilinsky",198,NA
"23",23,"the extra girl",1923,"not rated",68,"comedy",7.7,NA,"sue graham is a small town girl who wants to be a motion picture star. she wins a contract when a picture of a very pretty girl is sent to a studio instead of her picture. when she arrives ...                see full summary »","f. richard jones","mabel normand, ralph graves, george nichols, anna dodge",912,NA
"24",24,"human wreckage",1923,NA,80,"crime, thriller, drama",7.1,NA,"an attorney's wife is determined to fight the evils of addictive substances.","john griffith wray, dorothy davenport","dorothy davenport, james kirkwood, bessie love, george hackathorne",8,NA
"25",25,"scaramouche",1923,"passed",124,"drama, romance",7.2,NA,"when a nobleman murders his best friend, a lawyer becomes a revolutionary with his heart set on vengeance.","rex ingram","lloyd ingraham, alice terry, ramon novarro, lewis stone",430,NA
"26",26,"the spoilers",1923,NA,80,NA,NA,NA,"add a plot","lambert hillyer",NA,NA,NA
"27",27,"cameo kirby",1923,NA,70,"drama",7.6,NA,"wrongfully blamed for the death of col. john randall, cameo kirby (gilbert) must find the true villain and clear his name before he can declare his love for adele (olmstead), the dead man's...                see full summary »","john ford","john gilbert, gertrude olmstead, alan hale, eric mayne",283,NA
"28",28,"haldane of the secret service",1923,NA,84,"adventure, crime, drama",5.7,NA,"heath haldane (houdini) tracks down a vicious gang of counterfeiters, narrowly missing death several times. he must rescue adele ormsby, whom he loves despite her pending marriage.","harry houdini","harry houdini, gladys leslie, william humphrey, richard carlyle",81,NA
"29",29,"adam's rib",1923,NA,NA,NA,NA,NA,"michael ramsay only has time for gathering his fortune in wheat. his wife seeks comfort elsewhere and, to avoid a scandal, her daughter matilda assumes her mother's guilt. ramsay nearly goes broke but gets rich again; his wife returns.","cecil b. demille","milton sills, elliott dexter, theodore kosloff, anna q. nilsson",44,NA
