"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"thor: the dark world",2013,"pg-13",112,"action, adventure, sci-fi",7,"54","when dr. jane foster gets cursed with a powerful entity known as the aether, thor is heralded of the cosmic event known as the convergence and the genocidal dark elves.","alan taylor","chris hemsworth, natalie portman, tom hiddleston, stellan skarsgård",461150,NA
"2",2,"the conjuring",2013,"r",112,"horror, mystery, thriller",7.5,"68","paranormal investigators ed and lorraine warren work to help a family terrorized by a dark presence in their farmhouse.","james wan","patrick wilson, vera farmiga, ron livingston, lili taylor",346310,NA
"3",3,"frozen",2013,"pg",102,"animation, adventure, comedy",7.5,"74","when the newly crowned queen elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","chris buck, jennifer lee","kristen bell, idina menzel, jonathan groff, josh gad",467141,NA
"4",4,"the wolf of wall street",2013,"r",180,"biography, comedy, crime",8.2,"75","based on the true story of jordan belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","martin scorsese","leonardo dicaprio, jonah hill, margot robbie, matthew mcconaughey",903439,NA
"5",5,"prisoners",2013,"r",153,"crime, drama, mystery",8.1,"74","when keller dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","denis villeneuve","hugh jackman, jake gyllenhaal, viola davis, melissa leo",455524,NA
"6",6,"the purge",2013,"r",85,"horror, sci-fi, thriller",5.7,"41","a wealthy family are held hostage for harboring the target of a murderous syndicate during the purge, a 12-hour period in which any and all crime is legal.","james demonaco","ethan hawke, lena headey, max burkholder, adelaide kane",160487,NA
"7",7,"carrie",2013,"r",100,"drama, horror",5.9,"53","a shy girl, outcasted by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.","kimberly peirce","chloë grace moretz, julianne moore, gabriella wilde, portia doubleday",116644,NA
"8",8,"now you see me",2013,"pg-13",115,"crime, mystery, thriller",7.3,"50","an f.b.i. agent, and an interpol detective, track a team of illusionists, who pull off bank heists during their performances, and reward their audiences with the money.","louis leterrier","jesse eisenberg, common, mark ruffalo, woody harrelson",508791,NA
"9",9,"her",2013,"r",126,"drama, romance, sci-fi",8,"90","in a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.","spike jonze","joaquin phoenix, amy adams, scarlett johansson, rooney mara",408867,NA
"10",10,"12 years a slave",2013,"r",134,"biography, drama, history",8.1,"96","in the antebellum united states, solomon northup, a free black man from upstate new york, is abducted and sold into slavery.","steve mcqueen","chiwetel ejiofor, michael kenneth williams, michael fassbender, brad pitt",508387,NA
"11",11,"the great gatsby",2013,"pg-13",143,"drama, romance",7.3,"55","a writer and wall street trader, nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, jay gatsby.","baz luhrmann","leonardo dicaprio, carey mulligan, joel edgerton, tobey maguire",396986,NA
"12",12,"man of steel",2013,"pg-13",143,"action, adventure, fantasy",7.1,"55","clark kent, one of the last of an extinguished race disguised as an unremarkable human, is forced to reveal his identity when earth is invaded by an army of survivors who threaten to bring the planet to the brink of destruction.","zack snyder","henry cavill, amy adams, michael shannon, diane lane",593558,NA
"13",13,"nymphomaniac: vol. i",2013,"not rated",117,"drama",7,"64","a self-diagnosed nymphomaniac recounts her erotic experiences to the man who saved her after a beating.","lars von trier","charlotte gainsbourg, stellan skarsgård, stacy martin, shia labeouf",94634,NA
"14",14,"curse of chucky",2013,"r",97,"horror, thriller",5.6,NA,"after her mother's mysterious death, nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos.","don mancini","chantal quesnelle, fiona dourif, jordan gavaris, danielle bisutti",26949,NA
"15",15,"we're the millers",2013,"r",110,"comedy, crime",7,"44","a veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the u.s. from mexico.","rawson marshall thurber","jason sudeikis, jennifer aniston, emma roberts, ed helms",344386,NA
"16",16,"texas chainsaw 3d",2013,"r",92,"horror, thriller",4.8,NA,"a young woman travels to texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.","john luessenhop","alexandra daddario, tania raymonde, scott eastwood, trey songz",38469,NA
"17",17,"rush",2013,"r",123,"action, biography, drama",8.1,"75","the merciless 1970s rivalry between formula one rivals james hunt and niki lauda.","ron howard","daniel brühl, chris hemsworth, olivia wilde, alexandra maria lara",352546,NA
"18",18,"world war z",2013,"pg-13",116,"action, adventure, horror",7,"63","former united nations employee gerry lane traverses the world in a race against time to stop the zombie pandemic that is toppling armies and governments, and threatening to destroy humanity itself.","marc forster","brad pitt, mireille enos, daniella kertesz, james badge dale",510435,NA
"19",19,"evil dead",2013,"r",91,"fantasy, horror",6.5,"57","five friends head to a remote cabin, where the discovery of a book of the dead leads them to unwittingly summon up demons living in the nearby woods.","fede alvarez","jane levy, shiloh fernandez, jessica lucas, lou taylor pucci",136802,NA
"20",20,"the hobbit: the desolation of smaug",2013,"pg-13",161,"adventure, fantasy",7.9,"66","the dwarves, along with bilbo baggins and gandalf the grey, continue their quest to reclaim erebor, their homeland, from smaug. bilbo baggins is in possession of a mysterious and magical ring.","peter jackson","ian mckellen, martin freeman, richard armitage, ken stott",527119,NA
"21",21,"blue is the warmest color",2013,"nc-17",180,"drama, romance",7.8,"88","adèle's life is changed when she meets emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. in front of others, adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","abdellatif kechiche","léa seydoux, adèle exarchopoulos, salim kechiouche, aurélien recoing",108265,NA
"22",22,"american hustle",2013,"r",138,"crime, drama",7.3,"90","a con man, irving rosenfeld, along with his seductive partner sydney prosser, is forced to work for a wild fbi agent, richie dimaso, who pushes them into a world of jersey powerbrokers and mafia.","david o. russell","christian bale, amy adams, bradley cooper, jennifer lawrence",388315,NA
"23",23,"iron man three",2013,"pg-13",130,"action, adventure, sci-fi",7.2,"62","when tony stark's world is torn apart by a formidable terrorist called the mandarin, he starts an odyssey of rebuilding and retribution.","shane black","robert downey jr., guy pearce, gwyneth paltrow, don cheadle",609029,NA
"24",24,"mama",2013,"pg-13",100,"horror, thriller",6.2,"57","a young couple take in their 2 nieces only to suspect that a supernatural spirit named mama has latched itself to their family.","andy muschietti","jessica chastain, nikolaj coster-waldau, megan charpentier, isabelle nélisse",147616,NA
"25",25,"the hunger games: catching fire",2013,"pg-13",146,"action, adventure, mystery",7.5,"76","katniss everdeen and peeta mellark become targets of the capitol after their victory in the 74th hunger games sparks a rebellion in the districts of panem.","francis lawrence","jennifer lawrence, josh hutcherson, liam hemsworth, philip seymour hoffman",538797,NA
"26",26,"pacific rim",2013,"pg-13",131,"action, adventure, sci-fi",7,"64","as a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","guillermo del toro","idris elba, charlie hunnam, rinko kikuchi, charlie day",409985,NA
"27",27,"this is the end",2013,"r",107,"comedy, fantasy",6.6,"67","while attending a party at james franco's house, seth rogen, jay baruchel and many other celebrities are faced with the biblical apocalypse.","evan goldberg, seth rogen","james franco, jonah hill, seth rogen, jay baruchel",336528,NA
"28",28,"insidious: chapter 2",2013,"pg-13",106,"horror, mystery, thriller",6.6,"40","the lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.","james wan","patrick wilson, rose byrne, barbara hershey, lin shaye",124507,NA
"29",29,"oblivion",2013,"pg-13",124,"action, adventure, mystery",7,"54","a veteran assigned to extract earth's remaining resources begins to question what he knows about his mission and himself.","joseph kosinski","tom cruise, morgan freeman, andrea riseborough, olga kurylenko",421104,NA
