"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"1",1,"star wars: episode iv - a new hope",1977,"pg",121,"action, adventure, fantasy",8.7,"92","luke skywalker joins forces with a jedi knight, a cocky pilot, a wookiee, and two droids to save the galaxy from the empire's world-destroying battle-station, while also attempting to rescue princess leia from the evil darth vader.","george lucas","mark hamill, harrison ford, carrie fisher, alec guinness",1007,NA
"2",2,"close encounters of the third kind",1977,"pg",137,"drama, sci-fi",7.7,"90","after an accidental encounter with otherworldly vessels, an ordinary man follows a series of psychic clues to the first scheduled meeting between representatives of earth and visitors from the cosmos.","steven spielberg","richard dreyfuss, françois truffaut, teri garr, melinda dillon",153381,NA
"3",3,"suspiria",1977,"not rated",92,"horror",7.5,NA,"a newcomer to a prestigious ballet academy comes to realize that the school is a front for something sinister amidst a series of grisly murders.","dario argento","jessica harper, stefania casini, flavio bucci, miguel bosé",52671,NA
"4",4,"saturday night fever",1977,"r",118,"drama, music",6.8,"77","a brooklyn teenager feels his only chance to succeed is as the king of the disco floor. his carefree youth and weekend dancing help him to forget the reality of his bleak life.","john badham","john travolta, karen lynn gorney, barry miller, joseph cali",58598,NA
"5",5,"slap shot",1977,"r",123,"comedy, drama, sport",7.4,"61","a failing ice hockey team finds success using constant fighting and violence during games.","george roy hill","paul newman, michael ontkean, strother martin, jennifer warren",30065,NA
"6",6,"annie hall",1977,"pg",93,"comedy, romance",8.1,"92","neurotic new york comedian alvy singer falls in love with the ditzy annie hall.","woody allen","woody allen, diane keaton, tony roberts, carol kane",215586,NA
"7",7,"eraserhead",1977,"not rated",89,"horror",7.4,NA,"henry spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.","david lynch","jack nance, charlotte stewart, allen joseph, jeanne bates",79904,NA
"8",8,"sorcerer",1977,"pg",121,"adventure, drama, thriller",7.8,"68","four unfortunate men from different parts of the globe agree to risk their lives transporting gallons of nitroglycerin across dangerous south american jungle.","william friedkin","roy scheider, bruno cremer, francisco rabal, amidou",11609,NA
"9",9,"smokey and the bandit",1977,"pg",96,"action, comedy",6.9,"51","the bandit is hired on to run a tractor trailer full of beer over county lines in hot pursuit by a pesky sheriff.","hal needham","burt reynolds, sally field, jerry reed, mike henry",35268,NA
"10",10,"hausu",1977,"not rated",88,"comedy, horror",7.3,NA,"a schoolgirl and six of her classmates travel to her aunt's country home, which tries to devour the girls in bizarre ways.","nobuhiko ôbayashi","kimiko ikegami, miki jinbo, kumiko ohba, ai matsubara",13251,NA
"11",11,"the hills have eyes",1977,"r",89,"horror, thriller",6.4,NA,"on the way to california, a family has the misfortune to have their car break down in an area closed to the public, and inhabited by violent savages ready to attack.","wes craven","suze lanier-bramlett, robert houston, john steadman, janus blythe",24055,NA
