"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"11",11,"the sign of the cross",1932,"not rated",108,"drama, history",6.9,NA,"a roman soldier becomes torn between his love for a christian woman and his loyalty to emperor nero.","cecil b. demille","fredric march, claudette colbert, elissa landi, charles laughton",1629,NA
"12",12,"murders in the rue morgue",1932,"unrated",61,"crime, horror, mystery",6.4,NA,"a mad scientist seeks to mingle human blood with that of an ape, and resorts to kidnapping women for his experiments.","robert florey","bela lugosi, sidney fox, leon ames, bert roach",2877,NA
"13",13,"rasputin and the empress",1932,"passed",121,"biography, drama, history",6.7,NA,"a prince plots to kill the mad monk rasputin for the good of the czar, the czarina and russia.","richard boleslawski, charles brabin","john barrymore, ethel barrymore, lionel barrymore, ralph morgan",660,NA
"14",14,"trouble in paradise",1932,"passed",83,"comedy, crime, romance",8.2,NA,"a gentleman thief and a lady pickpocket join forces to con a beautiful perfume company owner. romantic entanglements and jealousies confuse the scheme.","ernst lubitsch","miriam hopkins, kay francis, herbert marshall, charles ruggles",10534,NA
"15",15,"blonde venus",1932,"passed",93,"drama",7.2,NA,"a cabaret singer takes up with a millionaire to pay for her gravely ill husband's operation.","josef von sternberg","marlene dietrich, cary grant, herbert marshall, dickie moore",3315,NA
"16",16,"doctor x",1932,"approved",76,"comedy, crime, horror",6.5,NA,"a wisecracking new york reporter intrudes on a research scientist's quest to unmask the moon killer.","michael curtiz","lionel atwill, fay wray, lee tracy, preston foster",2099,NA
"17",17,"a farewell to arms",1932,"unrated",80,"drama, romance, war",6.6,NA,"an american ambulance driver and an english nurse fall in love in italy during world war i.","frank borzage","gary cooper, helen hayes, adolphe menjou, mary philips",3890,NA
"18",18,"horse feathers",1932,"not rated",68,"comedy, musical, romance",7.7,NA,"quincy adams wagstaff, the new president of huxley university, hires bumblers baravelli and pinky to help his school win the big football game against rival darwin university.","norman z. mcleod","groucho marx, chico marx, harpo marx, the marx brothers",10010,NA
"19",19,"i am a fugitive from a chain gang",1932,"not rated",92,"crime, drama, film-noir",8.1,NA,"wrongly convicted james allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.","mervyn leroy","paul muni, glenda farrell, helen vinson, noel francis",9681,NA
"20",20,"scarlet dawn",1932,"passed",58,"drama, romance",6,NA,"a russian aristocrat and his servant girl escape to turkey during the revolution.","william dieterle","douglas fairbanks jr., nancy carroll, lilyan tashman, guy kibbee",231,NA
"21",21,"shanghai express",1932,"passed",82,"adventure, drama, romance",7.4,NA,"a loose woman rediscovers a former lover during a dangerous train ride to shanghai.","josef von sternberg","marlene dietrich, clive brook, anna may wong, warner oland",5440,NA
"22",22,"broken lullaby",1932,NA,76,"drama",7.7,NA,"french soldier travels to germany to find a family of a man he killed during world war i.","ernst lubitsch","lionel barrymore, nancy carroll, phillips holmes, louise carter",615,NA
"23",23,"number 17",1932,"tv-pg",66,"crime, mystery, thriller",5.8,NA,"a gang of thieves gather at a safe house following a robbery, but a detective is on their trail.","alfred hitchcock","leon m. lion, anne grey, john stuart, donald calthrop",3764,NA
"24",24,"three on a match",1932,"unrated",63,"crime, drama, romance",7.3,NA,"although vivian revere is seemingly the most successful of a trio of reunited schoolmates, she throws it away by descending into a life of debauchery and drugs.","mervyn leroy","joan blondell, warren william, ann dvorak, bette davis",2486,NA
"25",25,"night world",1932,NA,58,"drama",7,NA,"story of the goings-on at a prohibition-era nightclub.","hobart henley","lew ayres, mae clarke, boris karloff, dorothy revier",241,NA
"26",26,"one hour with you",1932,"passed",80,"comedy, musical, romance",7.4,NA,"an unhappily married couple try to come between a happy one.","george cukor, ernst lubitsch","maurice chevalier, jeanette macdonald, genevieve tobin, lili damita",1604,NA
"27",27,"rain",1932,"passed",94,"drama",6.9,NA,"a prostitute finds redemption in pago pago thanks to a hard missionary man.","lewis milestone","joan crawford, walter huston, fred howard, ben hendricks jr.",1951,NA
"28",28,"bird of paradise",1932,"passed",80,"adventure, drama, romance",6.1,NA,"a native girl falls for a visitor to her island, but she's chosen to be sacrificed to the volcano god.","king vidor","dolores del rio, joel mccrea, john halliday, richard 'skeets' gallagher",831,NA
"29",29,"pack up your troubles",1932,"passed",68,"comedy, war",7.3,NA,"two war veterans help orphaned child to find her grandfather.","george marshall, ray mccarey, harry black, lloyd french","stan laurel, oliver hardy, don dillaway, jackie lyn dufton",1567,NA
"30",30,"smilin' through",1932,"approved",98,"drama, romance",7,NA,"the adoptive father of a young woman is horrified to learn she plans to marry the son of the man who accidentally killed her aunt years before.","sidney franklin","norma shearer, fredric march, leslie howard, o.p. heggie",765,NA
"31",31,"red headed woman",1932,"approved",79,"comedy, romance",7.1,NA,"lillian relentlessly attempts to seduce a married man.","jack conway","jean harlow, chester morris, lewis stone, leila hyams",2118,NA
"32",32,"thirteen women",1932,"passed",73,"drama, horror, mystery",6.3,NA,"ursula plots to murder 12 women with her supernatural powers.","george archainbaud","irene dunne, ricardo cortez, jill esmond, myrna loy",843,NA
"33",33,"devil and the deep",1932,NA,78,"drama",6.4,NA,"man sets out for revenge after learning of his wife's affair.","marion gering","tallulah bankhead, gary cooper, charles laughton, cary grant",330,NA
"34",34,"the blood of a poet",1932,"unrated",55,NA,NA,NA,"a young artist draws a face at a canvas on his easel. suddenly the mouth on the drawing comes into life and starts talking. the artist tries to wipe it away with his hand, but when he looks...                see full summary »","jean cocteau","enrique rivero, elizabeth lee miller, pauline carton, odette talazac",4624,NA
"35",35,"the animal kingdom",1932,"approved",85,"comedy, drama, romance",6.5,NA,"tom collier has had a great relationship with daisy, but when he decides to marry, it is not daisy whom he asks, it is cecelia. after the marriage, tom is bored with the social scene and ...                see full summary »","edward h. griffith, george cukor","ann harding, leslie howard, myrna loy, william gargan",753,NA
"36",36,"the bitter tea of general yen",1932,"approved",88,"drama, romance, war",7.1,NA,"a chinese warlord and an engaged christian missionary fall in love.","frank capra","barbara stanwyck, nils asther, toshia mori, walter connolly",2835,NA
"37",37,"me and my gal",1932,"not rated",79,"comedy, drama, romance",6.8,NA,"young new york cop dan falls in love with waterfront waitress helen. helen's sister kate falls for gangster duke. dan must do in duke.","raoul walsh","spencer tracy, joan bennett, marion burns, george walsh",668,NA
"38",38,"the death kiss",1932,"passed",75,"comedy, crime, drama",6.1,NA,"murder during film shoot sparks search for a killer.","edwin l. marin","bela lugosi, david manners, adrienne ames, john wray",731,NA
"39",39,"the mask of fu manchu",1932,"passed",68,"adventure, horror, sci-fi",6.5,NA,"englishmen race to find the tomb of genghis khan before the sinister fu manchu does.","charles brabin, charles vidor                  :boris karloff, lewis stone, karen morley, charles","boris karloff, lewis stone, karen morley, charles starrett",2547,NA
"40",40,"no man of her own",1932,NA,85,"drama, romance",6.7,NA,"con man on the runs falls for a woman.","wesley ruggles","clark gable, carole lombard, dorothy mackaill, grant mitchell",834,NA
"41",41,"red dust",1932,"passed",83,"drama, romance",7.4,NA,"the owner of a rubber plantation becomes involved with the new wife of one of his employees.","victor fleming","clark gable, jean harlow, gene raymond, mary astor",3072,NA
"42",42,"a bill of divorcement",1932,"passed",70,"drama",6.6,NA,"a man, hilary fairfield returns home after fifteen years in a mental asylum. however, he finds things are not the way they were when he left.","george cukor","john barrymore, katharine hepburn, billie burke, david manners",1170,NA
"43",43,"destry rides again",1932,"passed",61,"romance, western",7,NA,"brant frames destry and has men testify against him. found guilty he vows to return. back from prison he goes after the man that framed him. when the sheriff is shot before he can talk, ...                see full summary »","benjamin stoloff","tom mix, claudia dell, zasu pitts, stanley fields",61,NA
"44",44,"if i had a million",1932,"passed",88,"comedy, drama",7.2,NA,"a dying tycoon gives million-dollar windfalls to eight people picked from the cityy.","james cruze, h. bruce humberstone, ernst lubitsch, norman z. mcleod, lothar mendes, stephen roberts, william a. seiter, norman taurog","gary cooper, charles laughton, w.c. fields, george raft",1245,NA
"45",45,"letty lynton",1932,"approved",84,"drama",5.3,NA,"wealthy socialite letty lynton is returning to new york, abandoning one-tine lover emile renaul in south america, when she strikes up a shipboard romance with jerry darrow. renault is ...                see full summary »","clarence brown","joan crawford, robert montgomery, nils asther, lewis stone",269,NA
"46",46,"what price hollywood?",1932,"passed",88,"drama",7.6,NA,"the career of a waitress takes off when she meets an amiable drunken hollywood producer.","george cukor","constance bennett, lowell sherman, neil hamilton, gregory ratoff",1527,NA
"47",47,"boudu saved from drowning",1932,"not rated",85,"comedy",7.5,NA,"a bookseller saves a tramp from drowning and shelters him, but the tramp's odd behavior starts to wear everyone down.","jean renoir","michel simon, marcelle hainia, sévérine lerczinska, jean gehret",4281,NA
"48",48,"i was born, but...",1932,"not rated",100,"comedy, drama",8.1,"91","two young brothers throw a tantrum when they discover that their father isn't the most important man in his workplace.","yasujirô ozu","tatsuo saitô, tomio aoki, mitsuko yoshikawa, hideo sugawara",3696,NA
"49",49,"one way passage",1932,"unrated",67,"comedy, drama, romance",8,NA,"a terminally ill woman and a debonair murderer facing execution meet and fall in love on a trans-pacific crossing, each without knowing the other's secret.","tay garnett","william powell, kay francis, frank mchugh, aline macmahon",2588,NA
"50",50,"taxi!",1932,"tv-g",69,"crime, drama, romance",6.7,NA,"independent cab drivers struggling against a taxi company consortium find a leader in matt nolan.","roy del ruth","james cagney, loretta young, george e. stone, guy kibbee",926,NA
"51",51,"love me tonight",1932,"passed",104,"comedy, musical, romance",7.7,NA,"a parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.","rouben mamoulian","maurice chevalier, jeanette macdonald, charles ruggles, charles butterworth",2987,NA
"52",52,"strange interlude",1932,"passed",109,"drama",5.9,NA,"after nina leeds finds out that insanity runs in her husband's family, she has a love child with a handsome doctor and lets her husband believes the child is his.","robert z. leonard","norma shearer, clark gable, alexander kirkland, ralph morgan",516,NA
"53",53,"forbidden",1932,"approved",85,"drama, romance",6.9,NA,"a librarian takes a cruise and falls for an unobtainable man, a district attorney married to a crippled woman.","frank capra","barbara stanwyck, adolphe menjou, ralph bellamy, dorothy peterson",976,NA
"54",54,"madame butterfly",1932,NA,86,"drama",6.3,NA,"lieutenant pinkerton marries geisha-in-training but soon after abandons her and goes back to the us.","marion gering","sylvia sidney, cary grant, charles ruggles, irving pichel",197,NA
"55",55,"¡que viva mexico!",1932,NA,NA,NA,NA,NA,NA,"grigoriy aleksandrov, sergei m. eisenstein",NA,NA,NA
"56",56,"chandu the magician",1932,"unrated",71,"action, adventure, fantasy",6.3,NA,"when delusional madman roxor kidnaps a scientist in hopes of using his death ray to achieve world dominance, he is opposed by chandu, a powerful hypnotist and yogi.","william cameron menzies, marcel varnel","edmund lowe, irene ware, bela lugosi, herbert mundin",714,NA
"57",57,"the purchase price",1932,"tv-pg",68,"drama, comedy",6.5,NA,"a torch singer becomes a mail-order bride for a farmer.","william a. wellman","barbara stanwyck, george brent, lyle talbot, hardie albright",1000,NA
"58",58,"the thirteenth guest",1932,NA,69,"mystery, thriller",5.9,NA,"murder of a woman sparks a search for a killer.","albert ray","ginger rogers, lyle talbot, j. farrell macdonald, paul hurst",506,NA
"59",59,"american madness",1932,"passed",75,"drama",7.5,NA,"socially-conscious banker thomas dickson faces a crisis when his protégé is wrongly accused for robbing the bank, gossip of the robbery starts a bank run, and evidence suggests dickson's wife had an affair...all in the same day.","frank capra, allan dwan, roy william neill","walter huston, pat o'brien, kay johnson, constance cummings",1517,NA
"60",60,"the dark horse",1932,"approved",75,"comedy",7.3,NA,"jailbird is hired to lead a dimwitted candidate's campaign for governor.","alfred e. green","warren william, bette davis, guy kibbee, vivienne osborne",788,NA
"61",61,"this is the night",1932,NA,80,"comedy",6.8,NA,"an affair is almost exposed when claire's husband unexpectedly returns early from summer olympics.","frank tuttle","roland young, thelma todd, cary grant, lili damita",442,NA
"62",62,"the blue light",1932,NA,85,"drama, fantasy, mystery",6.9,NA,"when the moon is full, young men die attempting to reach the mysterious blue light in the mountains.","leni riefenstahl, béla balázs","leni riefenstahl, mathias wieman, beni führer, max holzboer",915,NA
"63",63,"call her savage",1932,"passed",88,"drama",7.1,NA,"sexy texas gal storms her way through life, brawling and boozing until her luck runs out, forcing her to learn the errors of her ways.","john francis dillon","clara bow, gilbert roland, thelma todd, monroe owsley",592,NA
"64",64,"as you desire me",1932,"approved",70,"drama",6.5,NA,"budapest bar entertainer zara is a discontented alcoholic who is pursued by many men but lives with novelist carl salter. a strange man (tony) shows up on salter's estate claiming that zara...                see full summary »","george fitzmaurice","greta garbo, melvyn douglas, erich von stroheim, owen moore",496,NA
"65",65,"kongo",1932,"passed",86,"drama, horror",6.6,NA,"this remake of west of zanzibar (1928) made four years later tries to outdo the lon chaney original in morbidity. from a wheelchair a handicapped white man rules an area of africa as a ...                see full summary »","william j. cowen","walter huston, lupe velez, conrad nagel, virginia bruce",679,NA
"66",66,"so big!",1932,"unrated",81,"drama, romance",7.2,NA,"following the death of selena's father, she's offered a job as a teacher in a small town and a new chapter of her life begins.","william a. wellman","barbara stanwyck, george brent, dickie moore, bette davis",1055,NA
"67",67,"merrily we go to hell",1932,NA,78,"comedy, drama, romance",6.8,NA,"a drunken newspaperman is rescued from his alcoholic haze by an heiress whose love sobers him up and encourages him to write a play, but he lapses back into dipsomania.","dorothy arzner","sylvia sidney, fredric march, adrianne allen, richard 'skeets' gallagher",558,NA
"68",68,"haunted gold",1932,"passed",58,"horror, mystery, western",5.5,NA,"john and janet get a weird letter telling them to go to a ghost town which has an abandoned mine. there they contend with bad guys looking for hidden gold. they are aided by a mysterious phantom.","mack v. wright","john wayne, duke, sheila terry, harry woods",430,NA
"69",69,"love affair",1932,NA,68,"drama, romance",5.9,NA,"heiress carol owen learns to fly from aeronautical engineer jim leonard who begins neglecting his work as their affair progresses. things get complicated when she learns her father died ...                see full summary »","thornton freeland","dorothy mackaill, humphrey bogart, hale hamilton, halliwell hobbes",268,NA
"70",70,"20,000 years in sing sing",1932,"unrated",78,"crime, drama, film-noir",7.1,NA,"brash hoodlum tom connors enters sing sing cocksure of himself and disrespectful toward authority, but his tough but compassionate warden changes him.","michael curtiz","spencer tracy, bette davis, arthur byron, lyle talbot",1846,NA
"71",71,"winner take all",1932,"unrated",66,"drama",6.2,NA,"young boxer jim kane, resting at a new mexico ""health ranch,"" meets and falls for peggy harmon, former nightclub table singer...who needs $600 more for her sickly son to stay in the place. ...                see full summary »","roy del ruth","james cagney, marian nixon, guy kibbee, dickie moore",385,NA
"72",72,"the last mile",1932,"passed",75,"crime, drama",6.3,NA,"an innocent man sentenced to death gets caught up in a prison riot.","samuel bischoff","howard phillips, preston foster, george e. stone, noel madison",247,NA
"73",73,"night after night",1932,"passed",73,"comedy, drama",6.9,NA,"a successful ex-boxer opens a high-class speakeasy in what once was the childhood home of a formerly rich society girl.","archie mayo","george raft, constance cummings, wynne gibson, mae west",496,NA
"74",74,"les croix de bois",1932,NA,115,"drama, war",7.8,NA,"world war 1 begins and a young man enlists to fight for his country.","raymond bernard","pierre blanchar, gabriel gabrio, charles vanel, raymond aimos",904,NA
"75",75,"the hurricane express",1932,"passed",227,"action, adventure, crime",5.6,NA,"when his father is killed in a train wreck, larry baker vows to unmask a mysterious criminal called ""the wrecker,"" who has targeted the l&m railroad for deadly"" accidents.""","j.p. mcgowan, armand schaefer","tully marshall, conway tearle, john wayne, shirley grey",423,NA
"76",76,"skyscraper souls",1932,"passed",99,"drama, romance",7.2,NA,"an entrepreneur will let nothing stand in his way of acquiring a 100-story office building.","edgar selwyn","warren william, maureen o'sullivan, gregory ratoff, anita page",604,NA
"77",77,"back street",1932,"passed",93,"drama",7.2,NA,"a woman's love for and devotion to a married man results in her being relegated to the ""back streets"" of his life.","john m. stahl","irene dunne, john boles, june clyde, george meeker",387,NA
"78",78,"the hatchet man",1932,NA,74,"crime, drama",6.4,NA,"hatchet man is ordered to kill his close friend for the sake of tong.","william a. wellman","edward g. robinson, loretta young, dudley digges, leslie fenton",539,NA
"79",79,"the shadow of the eagle",1932,"passed",218,"crime, drama, mystery",5.8,NA,"the eagle uses sky writing to make threats against a corporation. nathan gregory owns a traveling fairground and is thought to be the eagle. craig mccoy is a pilot who goes looking for the eagle when gregory turns up missing.","ford beebe, b. reeves eason","john wayne, dorothy gulliver, walter miller, kenneth harlan",272,NA
"80",80,"the crowd roars",1932,"not rated",85,"action, drama, sport",6.4,NA,"sports car racer becomes overprotective of his brother when he decides to become a racer as well.","howard hawks","james cagney, joan blondell, ann dvorak, eric linden",814,NA
"81",81,"frisco jenny",1932,"unrated",73,"drama",6.9,NA,"frisco jenny was orphaned by the 1906 earthquake and fire and has become the madame of a prosperous bawdy house. she puts her son up for adoption and he rises to prominence as district ...                see full summary »","william a. wellman","ruth chatterton, louis calhern, helen jerome eddy, donald cook",728,NA
"82",82,"night court",1932,"approved",92,"crime, film-noir, thriller",7,NA,"judge and his mistress are investigated on suspicions of corruption.","w.s. van dyke","phillips holmes, walter huston, anita page, lewis stone",260,NA
"83",83,"sinners in the sun",1932,NA,70,"drama, romance",6.2,NA,"a new york fashion model finds herself being pursued by a poor but honest garage mechanic and a rich philanderer.","alexander hall","carole lombard, chester morris, adrienne ames, alison skipworth",174,NA
"84",84,"hell's house",1932,NA,72,"drama",6.3,NA,"jimmy idolizes bootlegger matt, and when he refuses to implicate his friend, he is sent to reform school. he befriends shorty, a boy with a heart condition, and escapes to let the world know about the brutal conditions.","howard higgin","bette davis, pat o'brien, junior durkin, frank coghlan jr.",748,NA
"85",85,"ride him, cowboy",1932,"passed",55,"romance, western",5.4,NA,"john drury saves duke, a wild horse accused of murder, and trains him. when he discovers that the real murderer, a bad guy known as the hawk, is the town's leading citizen, drury arrested on a fraudulent charge.","fred allen","john wayne, duke, ruth hall, henry b. walthall",486,NA
"86",86,"the monster walks",1932,"passed",57,"horror",4.1,NA,"people in an old dark house on a stormy night are menaced by a killer ape.","frank r. strayer","rex lease, vera reynolds, sheldon lewis, mischa auer",649,NA
"87",87,"the match king",1932,"approved",79,"drama",7,NA,"unscrupulous paul kroll, starting as a chicago janitor, uses graft to finance a trip to sweden where by trickery he gains control of his uncle's small match factory. by expert manipulation ...                see full summary »","howard bretherton, william keighley","warren william, lili damita, glenda farrell, juliette compton",376,NA
"88",88,"prestige",1932,"passed",71,"adventure, drama",5.7,NA,"a woman travels to a french penal colony in indo china to be with her fiancée, the commander. she arrives to find that he is now an alcoholic.","tay garnett","ann harding, adolphe menjou, melvyn douglas, ian maclaren",200,NA
"89",89,"the big stampede",1932,"passed",54,"western",5.8,NA,"deputy sheriff john steele recruits bandit sonora joe to help him find out who's been bumping off all the local lawmen and rustling the cattle.","tenny wright","john wayne, noah beery, paul hurst, mae madison",357,NA
"90",90,"cynara",1932,NA,75,"drama, romance",7,NA,"london barrister's marriage is under strain after his affair with a shop-girl who is out to have him. told in flashback.","king vidor","ronald colman, kay francis, phyllis barry, henry stephenson",444,NA
"91",91,"the man who played god",1932,"tv-g",80,"drama, romance",7.4,NA,"after losing his hearing, a musician uses lip-reading to help others.","john g. adolfi","george arliss, bette davis, violet heming, andré luguet",713,NA
"92",92,"the cabin in the cotton",1932,"tv-g",78,"drama",7.1,NA,"a tenant farmer's son is caught in the middle of owner-tenant disputes when he falls for the plantation owner's seductive daughter.","michael curtiz","richard barthelmess, bette davis, dorothy jordan, hardie albright",1119,NA
"93",93,"million dollar legs",1932,"passed",64,"comedy, sport",7.2,NA,"a small country on the verge of bankruptcy is persuaded to enter the 1932 los angeles olympics as a means of raising money. either a masterpiece of absurdity or a triumph of satire, ...                see full summary »","edward f. cline","jack oakie, w.c. fields, andy clyde, lyda roberti",672,NA
"94",94,"beauty and the boss",1932,"unrated",66,"comedy, romance",7,NA,"the baron is a banker, in vienna, who works at at very fast pace. he appreciates beautiful women, but fires the beautiful miss frey as he considers her a diversion to work. susie sneaks ...                see full summary »","roy del ruth","marian marsh, david manners, warren william, charles butterworth",367,NA
"95",95,"tiger shark",1932,"unrated",77,"drama, romance",6.5,NA,"a tuna fisherman marries a woman who doesn't love him.","howard hawks","edward g. robinson, richard arlen, zita johann, leila bennett",626,NA
"96",96,"little orphan annie",1932,NA,70,"comedy, drama",6.7,NA,"daddy warbucks has to go on a long trip, leaving annie alone. while wandering the street, sandy leads annie to discover mickey, who is crying. mickey's grandmother recently died, and he is ...                see full summary »","john s. robertson","mitzi green, buster phelps, may robson, matt moore",39,NA
"97",97,"fanny",1932,"not rated",125,"comedy, drama",7.7,NA,"after fanny's boyfriend leaves her and sails away, she finds out she's pregnant.","marc allégret","raimu, pierre fresnay, fernand charpin, orane demazis",1161,NA
"98",98,"arsène lupin",1932,NA,84,"crime, mystery, romance",7,NA,"a detective is tasked to capture an elusive thief called arsene lupin.","jack conway","john barrymore, lionel barrymore, karen morley, john miljan",640,NA
"99",99,"the woman from monte carlo",1932,NA,65,"drama",5.3,NA,"add a plot","michael curtiz","lil dagover, walter huston, warren william, john wray",115,NA
"100",100,"hot saturday",1932,NA,73,"drama, romance",6.6,NA,"a pretty but virtuous small-town bank clerk is the victim of a vicious rumor from an unsuccessful suitor that she spent the night with a notorious womanizer.","william a. seiter","cary grant, nancy carroll, randolph scott, edward woods",765,NA
