"","rank","title","release_year","rating","runtime","genres","movie_rating","metascore","description","directors","actors","votes","gross_in_millions"
"22",22,"legion",2010,"r",100,"action, fantasy, horror",5.2,"32","when a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named michael, who informs a pregnant waitress that her unborn child is humanity's last hope.","scott stewart","paul bettany, dennis quaid, charles s. dutton, lucas black",86070,NA
"23",23,"tron",2010,"pg",125,"action, adventure, sci-fi",6.8,"49","the son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. he meets his father's corrupted creation and a unique ally who was born inside the digital world.","joseph kosinski","jeff bridges, garrett hedlund, olivia wilde, bruce boxleitner",279323,NA
"24",24,"easy a",2010,"pg-13",92,"comedy, drama, romance",7.1,"72","a clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.","will gluck","emma stone, amanda bynes, penn badgley, dan byrd",303339,NA
"25",25,"despicable me",2010,"pg",95,"animation, adventure, comedy",7.7,"72","when a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","pierre coffin, chris renaud","steve carell, jason segel, russell brand, julie andrews",424607,NA
"26",26,"robin hood",2010,"pg-13",140,"action, adventure, drama",6.7,"53","in 12th century england, robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.","ridley scott","russell crowe, cate blanchett, matthew macfadyen, max von sydow",225612,NA
"27",27,"flipped",2010,"pg",90,"comedy, drama, romance",7.7,"45","two eighth-graders start to have feelings for each other despite being total opposites.","rob reiner","madeline carroll, callan mcauliffe, rebecca de mornay, anthony edwards",67837,NA
"28",28,"percy jackson & the olympians: the lightning thief",2010,"pg",118,"adventure, family, fantasy",5.9,"47","a teenager discovers he's the descendant of a greek god and sets out on an adventure to settle an on-going battle between the gods.","chris columbus","logan lerman, kevin mckidd, steve coogan, brandon t. jackson",153019,NA
"29",29,"toy story 3",2010,"g",103,"animation, adventure, comedy",8.3,"92","the toys are mistakenly delivered to a day-care center instead of the attic right before andy leaves for college, and it's up to woody to convince the other toys that they weren't abandoned and to return home.","lee unkrich","tom hanks, tim allen, joan cusack, ned beatty",607460,NA
"30",30,"blue valentine",2010,"r",112,"drama, romance",7.4,"81","the relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.","derek cianfrance","ryan gosling, michelle williams, john doman, faith wladyka",155769,NA
"31",31,"piranha 3d",2010,"r",88,"comedy, horror, thriller",5.5,"53","after a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.","alexandre aja","elisabeth shue, jerry o'connell, richard dreyfuss, ving rhames",76790,NA
"32",32,"remember me",2010,"pg-13",113,"drama, romance",7.2,"40","a romantic drama centered on two new lovers: tyler, whose parents have split in the wake of his brother's suicide, and ally, who lives each day to the fullest since witnessing her mother's murder.","allen coulter","robert pattinson, emilie de ravin, caitlyn rund, moisés acevedo",121915,NA
"33",33,"the a-team",2010,"pg-13",117,"action, adventure, comedy",6.8,"47","a group of iraq war veterans looks to clear their name with the u.s. military, who suspect the four men of committing a crime for which they were framed.","joe carnahan","liam neeson, bradley cooper, sharlto copley, jessica biel",223378,NA
"34",34,"the karate kid",2010,"pg",140,"action, drama, family",6.2,"61","work causes a single mother to move to china with her young son; in his new home, the boy embraces kung fu, taught to him by a master.","harald zwart","jackie chan, jaden smith, taraji p. henson, wenwen han",132642,NA
"35",35,"faster",2010,"r",98,"action, crime, drama",6.5,"44","an ex-con gets on a series of apparently unrelated killings. he gets tracked by a veteran cop with secrets of his own and an egocentric hit man.","george tillman jr.","dwayne johnson, billy bob thornton, maggie grace, mauricio lopez",85764,NA
"36",36,"how to train your dragon",2010,"pg",98,"animation, adventure, comedy",8.1,"74","a hapless young viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","dean deblois, chris sanders","jay baruchel, gerard butler, christopher mintz-plasse, craig ferguson",542050,NA
"37",37,"the king's speech",2010,"r",118,"biography, drama",8,"88","the story of king george vi of the united kingdom of great britain and northern ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.","tom hooper","colin firth, geoffrey rush, helena bonham carter, derek jacobi",547739,NA
"38",38,"love & other drugs",2010,"r",112,"comedy, drama, romance",6.7,"55","a young woman suffering from parkinson's befriends a drug rep working for pfizer in 1990s pittsburgh.","edward zwick","jake gyllenhaal, anne hathaway, judy greer, oliver platt",155453,NA
"39",39,"let me in",2010,"r",116,"drama, horror, mystery",7.2,"79","a bullied young boy befriends a young female vampire who lives in secrecy with her guardian.","matt reeves","kodi smit-mcphee, chloë grace moretz, richard jenkins, cara buono",99674,NA
"40",40,"winter's bone",2010,"r",100,"drama",7.2,"90","an unflinching ozark mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.","debra granik","jennifer lawrence, john hawkes, garret dillahunt, isaiah stone",118977,NA
"41",41,"true grit",2010,"pg-13",110,"adventure, drama, western",7.6,"80","a stubborn teenager enlists the help of a tough u.s. marshal to track down her father's murderer.","ethan coen, joel coen","jeff bridges, matt damon, hailee steinfeld, josh brolin",261267,NA
"42",42,"i spit on your grave",2010,"r",108,"crime, horror, thriller",6.3,"27","a writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.","steven r. monroe","sarah butler, jeff branson, andrew howard, daniel franzese",62183,NA
"43",43,"predators",2010,"r",107,"action, adventure, sci-fi",6.4,"51","a group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.","nimród antal","adrien brody, laurence fishburne, topher grace, alice braga",183649,NA
"44",44,"habitación en roma",2010,"unrated",109,"drama, romance",6.2,NA,"a hotel room in the center of rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.","julio medem","elena anaya, natasha yarovenko, enrico lo verso, najwa nimri",18288,NA
"45",45,"6 souls",2010,"r",112,"horror, mystery, thriller",6.1,"28","a female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. she will have to find out what's happening before her time is finished.","måns mårlind, björn stein","julianne moore, jonathan rhys meyers, jeffrey demunn, frances conroy",27447,NA
"46",46,"clash of the titans",2010,"pg-13",106,"action, adventure, fantasy",5.8,"39","perseus demigod, son of zeus, battles the minions of the underworld to stop them from conquering heaven and earth.","louis leterrier","sam worthington, liam neeson, ralph fiennes, jason flemyng",242747,NA
"47",47,"she's out of my league",2010,"r",104,"comedy, romance",6.4,"46","an average joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.","jim field smith","jay baruchel, alice eve, t.j. miller, mike vogel",107921,NA
"48",48,"127 hours",2010,"r",94,"adventure, biography, drama",7.6,"82","an adventurous mountain climber becomes trapped under a boulder while canyoneering alone near moab, utah and resorts to desperate measures in order to survive.","danny boyle","james franco, amber tamblyn, kate mara, sean bott",301103,NA
"49",49,"the crazies",2010,"r",101,"horror, thriller",6.5,"55","about the inhabitants of a small iowa town suddenly plagued by insanity and then death after a mysterious toxin contaminates their water supply.","breck eisner","radha mitchell, timothy olyphant, danielle panabaker, joe anderson",98720,NA
"50",50,"grown ups",2010,"pg-13",102,"comedy",6,"30","after their high school basketball coach passes away, five good friends and former teammates reunite for a fourth of july holiday weekend.","dennis dugan","adam sandler, salma hayek, kevin james, chris rock",195369,NA
"51",51,"the expendables",2010,"r",103,"action, adventure, thriller",6.5,"45","a cia operative hires a team of mercenaries to eliminate a latin dictator and a renegade cia agent.","sylvester stallone","sylvester stallone, jason statham, jet li, dolph lundgren",289794,NA
"52",52,"red",2010,"pg-13",111,"action, comedy, crime",7.1,"60","when his peaceful life is threatened by a high-tech assassin, former black-ops agent frank moses reassembles his old team in a last ditch effort to survive and uncover his assailants.","robert schwentke","bruce willis, helen mirren, morgan freeman, mary-louise parker",255623,NA
"53",53,"the twilight saga: eclipse",2010,"pg-13",124,"adventure, drama, fantasy",4.9,"58","as a string of mysterious killings grips seattle, bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire edward and her friendship with werewolf jacob.","david slade","kristen stewart, robert pattinson, taylor lautner, xavier samuel",196673,NA
"54",54,"sex and the city 2",2010,"r",146,"comedy, drama, romance",4.4,"27","while wrestling with the pressures of life, love, and work in manhattan, carrie, miranda, and charlotte join samantha for a trip to abu dhabi (united arab emirates), where samantha's ex is filming a new movie.","michael patrick king","sarah jessica parker, kim cattrall, kristin davis, cynthia nixon",64001,NA
"55",55,"i saw the devil",2010,"not rated",142,"action, drama, horror",7.8,"67","a secret agent exacts revenge on a serial killer through a series of captures and releases.","jee-woon kim","byung-hun lee, min-sik choi, joon-hyeok lee, bo-ra nam",82286,NA
"56",56,"the fighter",2010,"r",116,"biography, drama, sport",7.8,"79","a look at the early years of boxer ""irish"" micky ward and his brother who helped train him before going pro in the mid 1980s.","david o. russell","mark wahlberg, christian bale, amy adams, melissa leo",296336,NA
"57",57,"prince of persia: the sands of time",2010,"pg-13",116,"action, adventure, fantasy",6.6,"50","a young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.","mike newell","jake gyllenhaal, gemma arterton, ben kingsley, alfred molina",238582,NA
"58",58,"all good things",2010,"r",101,"crime, drama, mystery",6.3,"57","mr. david marks was suspected but never tried for killing his wife katie who disappeared in 1982, but the truth is eventually revealed.","andrew jarecki","ryan gosling, kirsten dunst, frank langella, lily rabe",45520,NA
"59",59,"stranger things",2010,"not rated",77,"drama",6.6,"85","an unusual and touching bond develops when grieving oona reaches out to a mysterious homeless man, offering him a place to stay in her garden shed.","eleanor burke, ron eyal","adeel akhtar, bridget collins, victoria jeffrey, keith parry",44,NA
"60",60,"the last airbender",2010,"pg",103,"action, adventure, family",4.2,"20","follows the adventures of aang, a young successor to a long line of avatars, who must master all four elements and stop the fire nation from enslaving the water tribes and the earth kingdom.","m. night shyamalan","noah ringer, nicola peltz, jackson rathbone, dev patel",127994,NA
"61",61,"knight and day",2010,"pg-13",109,"action, comedy, romance",6.3,"46","a young woman gets mixed up with a disgraced spy who is trying to clear his name.","james mangold","tom cruise, cameron diaz, peter sarsgaard, jordi mollà",158439,NA
"62",62,"the wolfman",2010,"r",103,"drama, fantasy, horror",5.8,"43","upon his return to his ancestral homeland, an american man is bitten, and subsequently cursed by, a werewolf.","joe johnston","benicio del toro, anthony hopkins, emily blunt, simon merrells",93532,NA
"63",63,"salt",2010,"pg-13",100,"action, crime, mystery",6.4,"65","a cia agent goes on the run after a defector accuses her of being a russian spy.","phillip noyce","angelina jolie, liev schreiber, chiwetel ejiofor, daniel olbrychski",261144,NA
"64",64,"the book of eli",2010,"r",118,"action, adventure, drama",6.9,"53","a post-apocalyptic tale, in which a lone man fights his way across america in order to protect a sacred book that holds the secrets to saving humankind.","albert hughes, allen hughes","denzel washington, mila kunis, ray stevenson, gary oldman",247831,NA
"65",65,"devil",2010,"pg-13",80,"horror, mystery, thriller",6.2,"44","a group of people are trapped in an elevator and the devil is mysteriously amongst them.","john erick dowdle","chris messina, caroline dhavernas, bokeem woodbine, logan marshall-green",112824,NA
"66",66,"skyline",2010,"pg-13",97,"action, sci-fi, thriller",4.4,"26","strange lights descend on the city of los angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the earth.","colin strause, greg strause","eric balfour, donald faison, scottie thompson, brittany daniel",79101,NA
"67",67,"burlesque",2010,"pg-13",119,"drama, music, musical",6.4,"47","a small-town girl ventures to los angeles and finds her place in a neo-burlesque club run by a former dancer.","steve antin","cher, christina aguilera, alan cumming, eric dane",65942,NA
"68",68,"hot tub time machine",2010,"r",101,"comedy, sci-fi",6.4,"63","a malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.","steve pink","john cusack, rob corddry, craig robinson, clark duke",146150,NA
"69",69,"machete",2010,"r",105,"action, crime, thriller",6.6,"60","after being set-up and betrayed by the man who hired him to assassinate a texas senator, an ex-federale launches a brutal rampage of revenge against his former boss.","ethan maniquis, robert rodriguez","danny trejo, michelle rodriguez, robert de niro, jessica alba",173935,NA
"70",70,"the tourist",2010,"pg-13",103,"action, crime, romance",6,"37","revolves around frank, an american tourist visiting italy to mend a broken heart. elise is an extraordinary woman who deliberately crosses his path.","florian henckel von donnersmarck","johnny depp, angelina jolie, paul bettany, timothy dalton",191468,NA
"71",71,"diary of a wimpy kid",2010,"pg",94,"comedy, family",6.2,"56","the adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.","thor freudenthal","zachary gordon, robert capron, rachael harris, steve zahn",35432,NA
"72",72,"megamind",2010,"pg",95,"animation, action, comedy",7.3,"63","the supervillain megamind finally defeats his nemesis, the superhero metro man. but without a hero, he loses all purpose and must find new meaning to his life.","tom mcgrath","will ferrell, jonah hill, brad pitt, tina fey",189242,NA
"73",73,"dear john",2010,"pg-13",108,"drama, romance, war",6.3,"43","a romantic drama about a soldier who falls for a conservative college student while he's home on leave.","lasse hallström","channing tatum, amanda seyfried, richard jenkins, henry thomas",116605,NA
"74",74,"date night",2010,"pg-13",88,"comedy, crime, romance",6.3,"56","in new york city, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.","shawn levy","steve carell, tina fey, mark wahlberg, taraji p. henson",135964,NA
"75",75,"animal kingdom",2010,"r",113,"crime, drama",7.3,"83","a seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.","david michôd","james frecheville, guy pearce, joel edgerton, bryce lindemann",48680,NA
"76",76,"the losers",2010,"pg-13",97,"action, adventure, crime",6.4,"44","a cia special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the cia.","sylvain white","idris elba, zoe saldana, jeffrey dean morgan, chris evans",78790,NA
"77",77,"takers",2010,"pg-13",107,"action, crime, thriller",6.2,"45","a group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.","john luessenhop","chris brown, hayden christensen, matt dillon, michael ealy",49998,NA
"78",78,"the last song",2010,"pg",107,"drama, music, romance",5.9,"33","a rebellious girl is sent to a southern beach town for the summer to stay with her father. through their mutual love of music, the estranged duo learn to reconnect.","julie anne robinson","miley cyrus, liam hemsworth, greg kinnear, bobby coleman",66575,NA
"79",79,"leap year",2010,"pg",100,"comedy, romance",6.5,"33","anna brady plans to travel to dublin, ireland to propose marriage to her boyfriend jeremy on leap day, because, according to irish tradition, a man who receives a marriage proposal on a leap day must accept it.","anand tucker","amy adams, matthew goode, adam scott, john lithgow",78162,NA
"80",80,"resident evil: afterlife",2010,"r",96,"action, adventure, horror",5.9,"37","while still out to destroy the evil umbrella corporation, alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as arcadia.","paul w.s. anderson","milla jovovich, ali larter, wentworth miller, kim coates",144368,NA
"81",81,"centurion",2010,"r",97,"action, adventure, drama",6.4,"62","a splinter group of roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.","neil marshall","michael fassbender, dominic west, olga kurylenko, andreas wisniewski",69568,NA
"82",82,"paranormal activity 2",2010,"r",91,"horror",5.7,"53","after experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.","tod williams","katie featherston, micah sloat, molly ephraim, david bierend",87726,NA
"83",83,"edge of darkness",2010,"r",117,"crime, drama, mystery",6.6,"55","as homicide detective thomas craven investigates the death of his activist daughter, he uncovers not only her secret life, but a corporate cover-up and government collusion that attracts an agent tasked with cleaning up the evidence.","martin campbell","mel gibson, ray winstone, danny huston, bojana novakovic",80136,NA
"84",84,"eat pray love",2010,"pg-13",133,"drama, romance",5.7,"50","a married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. after a painful divorce, she takes off on a round-the-world journey to ""find herself"".","ryan murphy","julia roberts, javier bardem, richard jenkins, viola davis",70291,NA
"85",85,"the chronicles of narnia: the voyage of the dawn treader",2010,"pg",113,"adventure, family, fantasy",6.3,"53","lucy and edmund pevensie return to narnia with their cousin eustace where they meet up with prince caspian for a trip across the sea aboard the royal ship the dawn treader. along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.","michael apted","ben barnes, skandar keynes, georgie henley, will poulter",117001,NA
"86",86,"the switch",2010,"pg-13",101,"comedy, drama, romance",6.1,"52","seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.","josh gordon, will speck","jennifer aniston, jason bateman, patrick wilson, jeff goldblum",84275,NA
"87",87,"life as we know it",2010,"pg-13",114,"comedy, drama, romance",6.6,"39","two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.","greg berlanti","katherine heigl, josh duhamel, josh lucas, alexis clagett",104328,NA
"88",88,"the way back",2010,"pg-13",133,"adventure, drama, history",7.3,"66","siberian gulag escapees travel 4,000 miles by foot to freedom in india.","peter weir","jim sturgess, ed harris, colin farrell, dragos bucur",94851,NA
"89",89,"the sorcerer's apprentice",2010,"pg",109,"action, adventure, family",6.1,"46","master sorcerer balthazar blake must find and train merlin's descendant to defeat dark sorceress morgana la fée.","jon turteltaub","nicolas cage, jay baruchel, alfred molina, teresa palmer",134097,NA
"90",90,"submarine",2010,"r",97,"comedy, drama, romance",7.3,"76","15-year-old oliver tate has two objectives: to lose his virginity before his next birthday, and to extinguish the flame between his mother and an ex-lover who has resurfaced in her life.","richard ayoade","craig roberts, sally hawkins, paddy considine, noah taylor",73526,NA
"91",91,"buried",2010,"r",95,"drama, mystery, thriller",7,"65","paul is a u.s. truck driver working in iraq. after an attack by a group of iraqis he wakes to find he is buried alive inside a coffin. with only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.","rodrigo cortés","ryan reynolds, josé luis garcía pérez, robert paterson, stephen tobolowsky",128796,NA
"92",92,"the runaways",2010,"r",106,"biography, drama, music",6.6,"65","a coming-of-age biographical film about the 1970s teenage all-girl rock band the runaways. the relationship between band members cherie currie and joan jett is also explored.","floria sigismondi","kristen stewart, dakota fanning, michael shannon, stella maeve",41728,NA
"93",93,"the ghost writer",2010,"pg-13",128,"drama, mystery, thriller",7.2,"77","a ghost writer, hired to complete the memoirs of a former british prime minister, uncovers secrets that put his own life in jeopardy.","roman polanski","ewan mcgregor, pierce brosnan, olivia williams, jon bernthal",140753,NA
"94",94,"due date",2010,"r",95,"comedy, drama",6.6,"51","high-strung father-to-be peter highman is forced to hitch a ride with aspiring actor ethan tremblay on a road trip in order to make it to his child's birth on time.","todd phillips","robert downey jr., zach galifianakis, michelle monaghan, jamie foxx",288036,NA
"95",95,"killers",2010,"pg-13",100,"action, comedy, romance",5.4,"21","a vacationing woman meets her ideal man, leading to a swift marriage. back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.","robert luketic","katherine heigl, ashton kutcher, tom selleck, catherine o'hara",77245,NA
"96",96,"jûsan-nin no shikaku",2010,"r",141,"action, adventure, drama",7.6,"84","a group of assassins come together for a suicide mission to kill an evil lord.","takashi miike","kôji yakusho, takayuki yamada, yûsuke iseya, ikki sawamura",54430,NA
"97",97,"wall street: money never sleeps",2010,"pg-13",133,"drama",6.2,"59","now out of prison but still disgraced by his peers, gordon gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a wall street enemy and rebuild his empire.","oliver stone","shia labeouf, michael douglas, carey mulligan, josh brolin",88885,NA
"98",98,"the american",2010,"r",105,"crime, drama, thriller",6.3,"61","an assassin hides out in italy for one last assignment.","anton corbijn","george clooney, paolo bonacelli, violante placido, irina björklund",83277,NA
"99",99,"shrek forever after",2010,"pg",93,"animation, adventure, comedy",6.3,"58","rumpelstiltskin tricks a mid-life crisis burdened shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where rumpel rules supreme.","mike mitchell","mike myers, cameron diaz, eddie murphy, antonio banderas",151548,NA
"100",100,"last night",2010,"r",93,"drama, romance",6.6,"50","the story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. while he's resisting temptation, his wife encounters her past love.","massy tadjedin","keira knightley, sam worthington, eva mendes, guillaume canet",42150,NA
